"Iteration","CL","CD","CSF","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","AoA","Custom_ObjFunc","HeatFlux_Total","HeatFlux_Maximum","Temperature_Total","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Res_Turb[0]","Linear_Solver_Iterations","CFL_Number","Time(min)"
        2669, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.88543249e+00, -7.93526349e+00, -7.90181208e+00, -1.19221759e+00, 0.00000000e+00, -16.9914143832, 10.0000000000, 555.1547296074, 2.3565278164
        2670, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.87143950e+00, -7.90073978e+00, -7.86367632e+00, -1.19645783e+00, 0.00000000e+00, -16.9836721318, 10.0000000000, 557.3754355365, 2.3574170183
        2671, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.86677159e+00, -7.93109111e+00, -7.92409549e+00, -1.19815582e+00, 0.00000000e+00, -16.9748396969, 10.0000000000, 561.7460361905, 2.3582979136
        2672, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.86076292e+00, -7.89749262e+00, -7.87135614e+00, -1.19175402e+00, 0.00000000e+00, -16.9759531188, 10.0000000000, 563.5058194007, 2.3591860439
        2673, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.84409050e+00, -7.90263783e+00, -7.90243855e+00, -1.19441729e+00, 0.00000000e+00, -16.9810948845, 10.0000000000, 555.2602792676, 2.3600747021
        2674, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.85469867e+00, -7.93238426e+00, -7.94235584e+00, -1.20090182e+00, 0.00000000e+00, -16.9831622070, 10.0000000000, 557.9910414112, 2.3609483291
        2675, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.84204035e+00, -7.91465450e+00, -7.92775124e+00, -1.19685456e+00, 0.00000000e+00, -16.9933112094, 10.0000000000, 564.6961791967, 2.3618260949
        2676, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.83815769e+00, -7.92351823e+00, -7.91699105e+00, -1.19513341e+00, 0.00000000e+00, -17.0050177065, 10.0000000000, 559.4581304740, 2.3627033552
        2677, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.84294269e+00, -7.91395267e+00, -7.86274852e+00, -1.19847060e+00, 0.00000000e+00, -17.0169888029, 10.0000000000, 557.2453309671, 2.3635871099
        2678, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.83378143e+00, -7.93676118e+00, -7.89817365e+00, -1.20205557e+00, 0.00000000e+00, -17.0240870346, 10.0000000000, 560.6814547557, 2.3644691866
        2679, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.84257086e+00, -7.91672165e+00, -7.86993240e+00, -1.19885420e+00, 0.00000000e+00, -17.0300042808, 10.0000000000, 564.3963168672, 2.3653443900
        2680, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.83208996e+00, -7.91068618e+00, -7.83876175e+00, -1.19818849e+00, 0.00000000e+00, -17.0338073518, 10.0000000000, 560.2512037460, 2.3662164330
        2681, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.84614898e+00, -7.92921321e+00, -7.91813994e+00, -1.20399193e+00, 0.00000000e+00, -17.0302721365, 10.0000000000, 559.3930717233, 2.3670943484
        2682, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.85412847e+00, -7.91413461e+00, -7.90563725e+00, -1.20379483e+00, 0.00000000e+00, -17.0216722436, 10.0000000000, 565.4052554893, 2.3679738991
        2683, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.84552724e+00, -7.91179529e+00, -7.94458309e+00, -1.20060187e+00, 0.00000000e+00, -17.0157311382, 10.0000000000, 565.1487076803, 2.3688646905
        2684, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.83388799e+00, -7.90433009e+00, -7.91510630e+00, -1.20171733e+00, 0.00000000e+00, -17.0092719888, 10.0000000000, 561.0089311356, 2.3697525616
        2685, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.85353108e+00, -7.92778463e+00, -7.95213466e+00, -1.20668919e+00, 0.00000000e+00, -17.0087092064, 10.0000000000, 562.1628561323, 2.3706559234
        2686, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.86011503e+00, -7.93298211e+00, -7.98090647e+00, -1.20389454e+00, 0.00000000e+00, -17.0124544274, 10.0000000000, 567.3350707674, 2.3715273700
        2687, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.88716985e+00, -7.93506411e+00, -7.95370921e+00, -1.19922437e+00, 0.00000000e+00, -17.0192800306, 10.0000000000, 563.6960421732, 2.3724039467
        2688, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.87911631e+00, -7.94291757e+00, -7.95499579e+00, -1.20279086e+00, 0.00000000e+00, -17.0281065481, 10.0000000000, 557.6668241790, 2.3732784784
        2689, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.88602115e+00, -7.96127625e+00, -7.94017083e+00, -1.20648463e+00, 0.00000000e+00, -17.0340644105, 10.0000000000, 561.3426007464, 2.3741586183
        2690, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.88545629e+00, -7.94279240e+00, -7.90961787e+00, -1.20099648e+00, 0.00000000e+00, -17.0345548351, 10.0000000000, 565.1751017958, 2.3750350422
        2691, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.91308452e+00, -7.95561442e+00, -7.89209839e+00, -1.19824149e+00, 0.00000000e+00, -17.0412275319, 10.0000000000, 558.0779540373, 2.3759507325
        2692, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.89938907e+00, -7.94423496e+00, -7.87343314e+00, -1.20545496e+00, 0.00000000e+00, -17.0392331947, 10.0000000000, 554.5489447669, 2.3768273415
        2693, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.91466197e+00, -7.95607426e+00, -7.92230274e+00, -1.20791566e+00, 0.00000000e+00, -17.0265324066, 10.0000000000, 561.9667981739, 2.3777025949
        2694, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.88704375e+00, -7.91152833e+00, -7.84898910e+00, -1.19997703e+00, 0.00000000e+00, -17.0201558315, 10.0000000000, 564.5198479341, 2.3785780666
        2695, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.87808190e+00, -7.93488783e+00, -7.91884443e+00, -1.20309608e+00, 0.00000000e+00, -17.0084369695, 10.0000000000, 554.2945214957, 2.3794516105
        2696, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.87004804e+00, -7.92105699e+00, -7.91662632e+00, -1.20851569e+00, 0.00000000e+00, -17.0055799019, 10.0000000000, 557.4883864580, 2.3803298410
        2697, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.86562690e+00, -7.92828938e+00, -7.93883775e+00, -1.20796929e+00, 0.00000000e+00, -17.0059960894, 10.0000000000, 563.0818351041, 2.3812186875
        2698, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.88140318e+00, -7.95187681e+00, -7.95288249e+00, -1.20393667e+00, 0.00000000e+00, -17.0091288302, 10.0000000000, 562.3738497784, 2.3820983504
        2699, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.85148470e+00, -7.94742198e+00, -7.94264349e+00, -1.20563721e+00, 0.00000000e+00, -17.0175128212, 10.0000000000, 557.1761128565, 2.3829684403
        2700, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.86316477e+00, -7.95105255e+00, -7.95939908e+00, -1.21193684e+00, 0.00000000e+00, -17.0130918377, 10.0000000000, 558.9242133419, 2.3838489073
        2701, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.84355536e+00, -7.91787782e+00, -7.92845484e+00, -1.20618223e+00, 0.00000000e+00, -17.0256888689, 10.0000000000, 565.4479397490, 2.3847612296
        2702, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.82504054e+00, -7.93536140e+00, -7.93105031e+00, -1.20474761e+00, 0.00000000e+00, -17.0413248343, 10.0000000000, 558.0049054589, 2.3856433925
        2703, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.84116497e+00, -7.91836365e+00, -7.86688695e+00, -1.21035638e+00, 0.00000000e+00, -17.0474156147, 10.0000000000, 556.1646739954, 2.3865165411
        2704, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.84890592e+00, -7.91371135e+00, -7.88265898e+00, -1.21357741e+00, 0.00000000e+00, -17.0501737738, 10.0000000000, 561.9406015898, 2.3873915695
        2705, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.84599412e+00, -7.92354686e+00, -7.88876777e+00, -1.21013379e+00, 0.00000000e+00, -17.0511791683, 10.0000000000, 565.2847143227, 2.3882645948
        2706, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.84035873e+00, -7.91856363e+00, -7.87164983e+00, -1.20951419e+00, 0.00000000e+00, -17.0467210790, 10.0000000000, 560.8201592206, 2.3891396249
        2707, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.85531433e+00, -7.91145691e+00, -7.91151945e+00, -1.21627471e+00, 0.00000000e+00, -17.0408608113, 10.0000000000, 560.0206213147, 2.3900180289
        2708, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.84535571e+00, -7.92875239e+00, -7.94910538e+00, -1.21580625e+00, 0.00000000e+00, -17.0308245805, 10.0000000000, 567.0383528409, 2.3908940288
        2709, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.87628650e+00, -7.93486653e+00, -7.94320506e+00, -1.20895490e+00, 0.00000000e+00, -17.0259127362, 10.0000000000, 566.4270402314, 2.3917663115
        2710, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.86111223e+00, -7.92696324e+00, -7.95744822e+00, -1.21262451e+00, 0.00000000e+00, -17.0241136381, 10.0000000000, 557.5613043982, 2.3926527876
        2711, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.86846146e+00, -7.93459826e+00, -7.96495362e+00, -1.21849310e+00, 0.00000000e+00, -17.0289575935, 10.0000000000, 561.3429984972, 2.3935272996
        2712, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.87783973e+00, -7.94412875e+00, -7.97854033e+00, -1.21545188e+00, 0.00000000e+00, -17.0311099879, 10.0000000000, 567.4442325764, 2.3944073998
        2713, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.89223714e+00, -7.96068425e+00, -7.98085313e+00, -1.20923938e+00, 0.00000000e+00, -17.0354068273, 10.0000000000, 563.4844880267, 2.3952813643
        2714, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.89490028e+00, -7.96819481e+00, -7.96570463e+00, -1.21289757e+00, 0.00000000e+00, -17.0397339638, 10.0000000000, 555.4813226494, 2.3961619223
        2715, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.90907496e+00, -7.95649657e+00, -7.90560420e+00, -1.21602800e+00, 0.00000000e+00, -17.0459054289, 10.0000000000, 559.2371535295, 2.3970340310
        2716, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.91945126e+00, -7.95376824e+00, -7.90813536e+00, -1.21292136e+00, 0.00000000e+00, -17.0389690662, 10.0000000000, 562.4712926599, 2.3979207163
        2717, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.89857134e+00, -7.96548814e+00, -7.88797461e+00, -1.20857250e+00, 0.00000000e+00, -17.0377287773, 10.0000000000, 558.4621153579, 2.3987939430
        2718, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.91130007e+00, -7.96345521e+00, -7.92276839e+00, -1.21597168e+00, 0.00000000e+00, -17.0277390060, 10.0000000000, 552.8977995364, 2.3996667320
        2719, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.90500263e+00, -7.93426015e+00, -7.88307243e+00, -1.21848934e+00, 0.00000000e+00, -17.0166912602, 10.0000000000, 560.4852708561, 2.4005394748
        2720, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.89582455e+00, -7.95810992e+00, -7.95101855e+00, -1.21457939e+00, 0.00000000e+00, -17.0027231675, 10.0000000000, 563.0906679032, 2.4014131365
        2721, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.87766229e+00, -7.91471142e+00, -7.87524474e+00, -1.21090833e+00, 0.00000000e+00, -17.0002646781, 10.0000000000, 558.0439282482, 2.4022862541
        2722, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.87383167e+00, -7.93679932e+00, -7.92919390e+00, -1.21903862e+00, 0.00000000e+00, -17.0001118504, 10.0000000000, 553.3466920274, 2.4031603966
        2723, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.88447404e+00, -7.94889652e+00, -7.95987999e+00, -1.21975469e+00, 0.00000000e+00, -16.9970127808, 10.0000000000, 561.6962907832, 2.4040323978
        2724, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.86041201e+00, -7.94767463e+00, -7.96669572e+00, -1.21383123e+00, 0.00000000e+00, -17.0054815353, 10.0000000000, 562.4376804016, 2.4049140173
        2725, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.86994243e+00, -7.95157601e+00, -7.96259202e+00, -1.21623502e+00, 0.00000000e+00, -17.0086785385, 10.0000000000, 554.8185232470, 2.4058291229
        2726, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.85743663e+00, -7.93053249e+00, -7.87548462e+00, -1.21991261e+00, 0.00000000e+00, -17.0221418244, 10.0000000000, 557.2806733940, 2.4067899291
