"Pressure"	"Velocity:0"	"Velocity:1"	"Velocity:2"	"Temperature"	"Nu_Tilde"	"Residual_Pressure"	"Residual_Velocity:0"	"Residual_Velocity:1"	"Residual_Velocity:2"	"Residual_Temperature"	"Residual_Nu_Tilde"	"Pressure_Coefficient"	"Laminar_Viscosity"	"Skin_Friction_Coefficient:0"	"Skin_Friction_Coefficient:1"	"Skin_Friction_Coefficient:2"	"Heat_Flux"	"Y_Plus"	"Eddy_Viscosity"	"Thermal_Conductivity"	"vtkValidPointMask"	"arc_length"	"Points:0"	"Points:1"	"Points:2"
427.33	0.092206	-0.021501	0	332.25	2.4622e-006	1.5625e-014	-2.2369e-012	4.3107e-012	0	1.622e-005	1.1207e-018	13.699	0.001003	0	0	0	0	0	9.7101e-005	1.0512	1	0.0007485	0.0022	0.0007485	0
427.33	0.093821	-0.022469	0	332.25	2.4625e-006	1.3977e-014	-2.0115e-012	4.303e-012	0	1.7003e-005	1.128e-018	13.699	0.001003	0	0	0	0	0	9.7165e-005	1.0515	1	0.00075	0.0022	0.00075	0
427.33	0.095436	-0.023437	0	332.25	2.4629e-006	1.2329e-014	-1.786e-012	4.2953e-012	0	1.7787e-005	1.1353e-018	13.699	0.001003	0	0	0	0	0	9.7229e-005	1.0518	1	0.0007515	0.0022	0.0007515	0
427.32	0.09705	-0.024405	0	332.25	2.4632e-006	1.0682e-014	-1.5605e-012	4.2877e-012	0	1.857e-005	1.1426e-018	13.699	0.001003	0	0	0	0	0	9.7293e-005	1.0521	1	0.000753	0.0022	0.000753	0
427.32	0.098665	-0.025373	0	332.25	2.4635e-006	9.0336e-015	-1.3351e-012	4.28e-012	0	1.9353e-005	1.1499e-018	13.699	0.001003	0	0	0	0	0	9.7357e-005	1.0524	1	0.0007545	0.0022	0.0007545	0
427.32	0.10028	-0.026341	0	332.24	2.4639e-006	7.3857e-015	-1.1096e-012	4.2723e-012	0	2.0136e-005	1.1572e-018	13.699	0.001003	0	0	0	0	0	9.7421e-005	1.0527	1	0.000756	0.0022	0.000756	0
427.31	0.1019	-0.027308	0	332.24	2.4642e-006	5.7378e-015	-8.8415e-013	4.2646e-012	0	2.0919e-005	1.1645e-018	13.699	0.001003	0	0	0	0	0	9.7485e-005	1.053	1	0.0007575	0.0022	0.0007575	0
427.31	0.10351	-0.028276	0	332.24	2.4646e-006	4.0899e-015	-6.5869e-013	4.2569e-012	0	2.1702e-005	1.1718e-018	13.699	0.001003	0	0	0	0	0	9.7549e-005	1.0533	1	0.000759	0.0022	0.000759	0
427.31	0.10512	-0.029244	0	332.24	2.4649e-006	2.4419e-015	-4.3322e-013	4.2492e-012	0	2.2485e-005	1.1791e-018	13.699	0.001003	0	0	0	0	0	9.7613e-005	1.0536	1	0.0007605	0.0022	0.0007605	0
427.31	0.10674	-0.030212	0	332.24	2.4652e-006	7.9408e-016	-2.0777e-013	4.2415e-012	0	2.3268e-005	1.1864e-018	13.698	0.001003	0	0	0	0	0	9.7677e-005	1.0539	1	0.000762	0.0022	0.000762	0
427.3	0.10835	-0.03118	0	332.23	2.4656e-006	-8.5384e-016	1.7691e-014	4.2338e-012	0	2.4051e-005	1.1937e-018	13.698	0.001003	0	0	0	0	0	9.7741e-005	1.0542	1	0.0007635	0.0022	0.0007635	0
427.33	0.11009	-0.032161	0	332.21	2.4657e-006	-3.4558e-015	3.4048e-013	4.2706e-012	0	2.5497e-005	1.191e-018	13.699	0.001003	0	0	0	0	0	9.7762e-005	1.0543	1	0.000765	0.0022	0.000765	0
427.41	0.112	-0.033162	0	332.16	2.4655e-006	-7.5378e-015	8.1425e-013	4.3763e-012	0	2.797e-005	1.1729e-018	13.702	0.001003	0	0	0	0	0	9.7718e-005	1.0541	1	0.0007665	0.0022	0.0007665	0
427.48	0.11392	-0.034163	0	332.1	2.4653e-006	-1.162e-014	1.288e-012	4.4821e-012	0	3.0444e-005	1.1547e-018	13.704	0.001003	0	0	0	0	0	9.7674e-005	1.0539	1	0.000768	0.0022	0.000768	0
427.56	0.11583	-0.035163	0	332.05	2.465e-006	-1.5702e-014	1.7618e-012	4.5878e-012	0	3.2917e-005	1.1366e-018	13.707	0.001003	0	0	0	0	0	9.763e-005	1.0537	1	0.0007695	0.0022	0.0007695	0
427.64	0.11774	-0.036164	0	332	2.4648e-006	-1.9784e-014	2.2356e-012	4.6935e-012	0	3.539e-005	1.1184e-018	13.709	0.001003	0	0	0	0	0	9.7586e-005	1.0534	1	0.000771	0.0022	0.000771	0
427.71	0.11966	-0.037165	0	331.94	2.4646e-006	-2.3866e-014	2.7093e-012	4.7992e-012	0	3.7864e-005	1.1003e-018	13.711	0.001003	0	0	0	0	0	9.7542e-005	1.0532	1	0.0007725	0.0022	0.0007725	0
427.79	0.12157	-0.038166	0	331.89	2.4644e-006	-2.7948e-014	3.1831e-012	4.905e-012	0	4.0337e-005	1.0822e-018	13.714	0.001003	0	0	0	0	0	9.7498e-005	1.053	1	0.000774	0.0022	0.000774	0
427.87	0.12349	-0.039167	0	331.84	2.4641e-006	-3.203e-014	3.6569e-012	5.0107e-012	0	4.281e-005	1.064e-018	13.716	0.001003	0	0	0	0	0	9.7453e-005	1.0528	1	0.0007755	0.0022	0.0007755	0
427.94	0.1254	-0.040167	0	331.78	2.4639e-006	-3.6111e-014	4.1306e-012	5.1164e-012	0	4.5283e-005	1.0459e-018	13.719	0.001003	0	0	0	0	0	9.7409e-005	1.0526	1	0.000777	0.0022	0.000777	0
428.02	0.12732	-0.041168	0	331.73	2.4637e-006	-4.0193e-014	4.6044e-012	5.2221e-012	0	4.7757e-005	1.0277e-018	13.721	0.001003	0	0	0	0	0	9.7365e-005	1.0524	1	0.0007785	0.0022	0.0007785	0
428.09	0.12923	-0.042169	0	331.67	2.4635e-006	-4.4275e-014	5.0782e-012	5.3279e-012	0	5.023e-005	1.0096e-018	13.724	0.001003	0	0	0	0	0	9.7321e-005	1.0522	1	0.00078	0.0022	0.00078	0
428.17	0.13115	-0.04317	0	331.62	2.4633e-006	-4.8357e-014	5.552e-012	5.4336e-012	0	5.2703e-005	9.9146e-019	13.726	0.001003	0	0	0	0	0	9.7277e-005	1.052	1	0.0007815	0.0022	0.0007815	0
428.25	0.13306	-0.044171	0	331.57	2.463e-006	-5.2439e-014	6.0257e-012	5.5393e-012	0	5.5177e-005	9.7332e-019	13.729	0.001003	0	0	0	0	0	9.7233e-005	1.0518	1	0.000783	0.0022	0.000783	0
428.32	0.13498	-0.045171	0	331.51	2.4628e-006	-5.6521e-014	6.4995e-012	5.645e-012	0	5.765e-005	9.5518e-019	13.731	0.001003	0	0	0	0	0	9.7189e-005	1.0516	1	0.0007845	0.0022	0.0007845	0
428.4	0.13689	-0.046172	0	331.46	2.4626e-006	-6.0603e-014	6.9733e-012	5.7508e-012	0	6.0123e-005	9.3704e-019	13.734	0.001003	0	0	0	0	0	9.7145e-005	1.0514	1	0.000786	0.0022	0.000786	0
428.48	0.1388	-0.047173	0	331.41	2.4624e-006	-6.4685e-014	7.447e-012	5.8565e-012	0	6.2597e-005	9.189e-019	13.736	0.001003	0	0	0	0	0	9.71e-005	1.0512	1	0.0007875	0.0022	0.0007875	0
428.55	0.14072	-0.048174	0	331.35	2.4621e-006	-6.8767e-014	7.9208e-012	5.9622e-012	0	6.507e-005	9.0077e-019	13.738	0.001003	0	0	0	0	0	9.7056e-005	1.051	1	0.000789	0.0022	0.000789	0
428.58	0.14262	-0.049195	0	331.31	2.4622e-006	-7.1381e-014	8.2437e-012	5.9762e-012	0	6.6601e-005	8.9075e-019	13.739	0.001003	0	0	0	0	0	9.7067e-005	1.051	1	0.0007905	0.0022	0.0007905	0
428.59	0.14451	-0.050219	0	331.26	2.4623e-006	-7.3822e-014	8.5488e-012	5.9792e-012	0	6.802e-005	8.8169e-019	13.74	0.001003	0	0	0	0	0	9.7084e-005	1.0511	1	0.000792	0.0022	0.000792	0
428.61	0.1464	-0.051243	0	331.21	2.4623e-006	-7.6262e-014	8.8538e-012	5.9823e-012	0	6.9439e-005	8.7263e-019	13.74	0.001003	0	0	0	0	0	9.7102e-005	1.0512	1	0.0007935	0.0022	0.0007935	0
428.63	0.1483	-0.052267	0	331.17	2.4624e-006	-7.8702e-014	9.1589e-012	5.9853e-012	0	7.0858e-005	8.6358e-019	13.741	0.001003	0	0	0	0	0	9.7119e-005	1.0513	1	0.000795	0.0022	0.000795	0
428.71	0.15036	-0.053257	0	331.07	2.4619e-006	-4.8649e-014	9.5059e-012	5.7208e-012	0	7.0548e-005	8.4627e-019	13.743	0.001003	0	0	0	0	0	9.7042e-005	1.0509	1	0.0007965	0.0022	0.0007965	0
428.8	0.15245	-0.054239	0	330.97	2.4613e-006	-1.1189e-014	9.8626e-012	5.3953e-012	0	6.9845e-005	8.2709e-019	13.746	0.001003	0	0	0	0	0	9.6944e-005	1.0505	1	0.000798	0.0022	0.000798	0
428.88	0.15455	-0.055228	0	330.86	2.4604e-006	2.2571e-014	1.0059e-011	5.0572e-012	0	6.7668e-005	8.1128e-019	13.749	0.001003	0	0	0	0	0	9.6818e-005	1.0499	1	0.0007995	0.0022	0.0007995	0
428.87	0.15668	-0.056254	0	330.74	2.4586e-006	3.7188e-014	9.4234e-012	4.6544e-012	0	5.7861e-005	8.1295e-019	13.749	0.001003	0	0	0	0	0	9.655e-005	1.0486	1	0.000801	0.0022	0.000801	0
428.86	0.15882	-0.057281	0	330.62	2.4569e-006	5.1805e-014	8.7883e-012	4.2516e-012	0	4.8054e-005	8.1463e-019	13.748	0.001003	0	0	0	0	0	9.6282e-005	1.0474	1	0.0008025	0.0022	0.0008025	0
428.85	0.16096	-0.058307	0	330.5	2.4551e-006	6.6422e-014	8.1531e-012	3.8487e-012	0	3.8247e-005	8.163e-019	13.748	0.001003	0	0	0	0	0	9.6015e-005	1.0461	1	0.000804	0.0022	0.000804	0
428.84	0.16309	-0.059334	0	330.38	2.4533e-006	8.104e-014	7.5179e-012	3.4459e-012	0	2.844e-005	8.1797e-019	13.748	0.001003	0	0	0	0	0	9.5747e-005	1.0449	1	0.0008055	0.0022	0.0008055	0
428.83	0.16523	-0.06036	0	330.26	2.4515e-006	9.5656e-014	6.8828e-012	3.0431e-012	0	1.8633e-005	8.1964e-019	13.747	0.001003	0	0	0	0	0	9.5479e-005	1.0437	1	0.000807	0.0022	0.000807	0
428.82	0.16736	-0.061387	0	330.15	2.4497e-006	1.1027e-013	6.2476e-012	2.6402e-012	0	8.8261e-006	8.2132e-019	13.747	0.001003	0	0	0	0	0	9.5212e-005	1.0424	1	0.0008085	0.0022	0.0008085	0
428.82	0.1695	-0.062413	0	330.03	2.4479e-006	1.2489e-013	5.6125e-012	2.2374e-012	0	-9.8082e-007	8.2299e-019	13.747	0.001003	0	0	0	0	0	9.4944e-005	1.0412	1	0.00081	0.0022	0.00081	0
428.81	0.17164	-0.06344	0	329.91	2.4462e-006	1.3951e-013	4.9773e-012	1.8345e-012	0	-1.0788e-005	8.2466e-019	13.747	0.001003	0	0	0	0	0	9.4677e-005	1.0399	1	0.0008115	0.0022	0.0008115	0
428.8	0.17377	-0.064466	0	329.79	2.4444e-006	1.5412e-013	4.3421e-012	1.4317e-012	0	-2.0595e-005	8.2633e-019	13.746	0.001003	0	0	0	0	0	9.4409e-005	1.0387	1	0.000813	0.0022	0.000813	0
428.79	0.17591	-0.065493	0	329.67	2.4426e-006	1.6874e-013	3.707e-012	1.0289e-012	0	-3.0401e-005	8.2801e-019	13.746	0.001003	0	0	0	0	0	9.4141e-005	1.0374	1	0.0008145	0.0022	0.0008145	0
428.78	0.17805	-0.066519	0	329.55	2.4408e-006	1.8336e-013	3.0718e-012	6.2602e-013	0	-4.0208e-005	8.2968e-019	13.746	0.001003	0	0	0	0	0	9.3874e-005	1.0362	1	0.000816	0.0022	0.000816	0
428.77	0.18018	-0.067546	0	329.43	2.439e-006	1.9798e-013	2.4366e-012	2.2318e-013	0	-5.0015e-005	8.3135e-019	13.745	0.001003	0	0	0	0	0	9.3606e-005	1.035	1	0.0008175	0.0022	0.0008175	0
428.76	0.18232	-0.068572	0	329.31	2.4372e-006	2.1259e-013	1.8015e-012	-1.7966e-013	0	-5.9822e-005	8.3302e-019	13.745	0.001003	0	0	0	0	0	9.3338e-005	1.0337	1	0.000819	0.0022	0.000819	0
428.75	0.18445	-0.069599	0	329.19	2.4355e-006	2.2721e-013	1.1663e-012	-5.825e-013	0	-6.9629e-005	8.347e-019	13.745	0.001003	0	0	0	0	0	9.3071e-005	1.0325	1	0.0008205	0.0022	0.0008205	0
428.75	0.18659	-0.070625	0	329.07	2.4337e-006	2.4183e-013	5.3117e-013	-9.8533e-013	0	-7.9436e-005	8.3637e-019	13.745	0.001003	0	0	0	0	0	9.2803e-005	1.0312	1	0.000822	0.0022	0.000822	0
428.74	0.18873	-0.071652	0	328.95	2.4319e-006	2.5644e-013	-1.04e-013	-1.3882e-012	0	-8.9243e-005	8.3804e-019	13.744	0.001003	0	0	0	0	0	9.2535e-005	1.03	1	0.0008235	0.0022	0.0008235	0
428.73	0.19086	-0.072678	0	328.84	2.4301e-006	2.7106e-013	-7.3916e-013	-1.791e-012	0	-9.905e-005	8.3971e-019	13.744	0.001003	0	0	0	0	0	9.2268e-005	1.0287	1	0.000825	0.0022	0.000825	0
428.72	0.19321	-0.073693	0	328.66	2.4275e-006	2.7249e-013	-4.1423e-013	-1.727e-012	0	-9.5132e-005	8.8269e-019	13.744	0.001003	0	0	0	0	0	9.1897e-005	1.027	1	0.0008265	0.0022	0.0008265	0
428.71	0.1956	-0.074706	0	328.48	2.4248e-006	2.718e-013	6.4848e-014	-1.5881e-012	0	-8.9011e-005	9.323e-019	13.743	0.001003	0	0	0	0	0	9.1509e-005	1.0252	1	0.000828	0.0022	0.000828	0
428.7	0.19799	-0.075718	0	328.29	2.4221e-006	2.7111e-013	5.4391e-013	-1.4491e-012	0	-8.289e-005	9.819e-019	13.743	0.001003	0	0	0	0	0	9.1122e-005	1.0234	1	0.0008295	0.0022	0.0008295	0
428.69	0.20037	-0.076731	0	328.11	2.4195e-006	2.7042e-013	1.023e-012	-1.3102e-012	0	-7.6768e-005	1.0315e-018	13.743	0.001003	0	0	0	0	0	9.0734e-005	1.0216	1	0.000831	0.0022	0.000831	0
428.68	0.20276	-0.077744	0	327.93	2.4168e-006	2.6973e-013	1.5021e-012	-1.1712e-012	0	-7.0647e-005	1.0811e-018	13.742	0.001003	0	0	0	0	0	9.0347e-005	1.0198	1	0.0008325	0.0022	0.0008325	0
428.67	0.20515	-0.078757	0	327.74	2.4141e-006	2.6905e-013	1.9811e-012	-1.0323e-012	0	-6.4526e-005	1.1307e-018	13.742	0.001003	0	0	0	0	0	8.9959e-005	1.018	1	0.000834	0.0022	0.000834	0
428.65	0.20753	-0.07977	0	327.56	2.4114e-006	2.6836e-013	2.4602e-012	-8.9333e-013	0	-5.8404e-005	1.1803e-018	13.742	0.001003	0	0	0	0	0	8.9572e-005	1.0162	1	0.0008355	0.0022	0.0008355	0
428.64	0.20992	-0.080782	0	327.37	2.4087e-006	2.6767e-013	2.9393e-012	-7.5438e-013	0	-5.2283e-005	1.2299e-018	13.741	0.001003	0	0	0	0	0	8.9184e-005	1.0144	1	0.000837	0.0022	0.000837	0
428.63	0.21231	-0.081795	0	327.19	2.406e-006	2.6698e-013	3.4183e-012	-6.1544e-013	0	-4.6162e-005	1.2795e-018	13.741	0.001003	0	0	0	0	0	8.8797e-005	1.0126	1	0.0008385	0.0022	0.0008385	0
428.62	0.21469	-0.082808	0	327.01	2.4033e-006	2.6629e-013	3.8974e-012	-4.7649e-013	0	-4.0041e-005	1.3291e-018	13.741	0.001003	0	0	0	0	0	8.8409e-005	1.0108	1	0.00084	0.0022	0.00084	0
428.61	0.21708	-0.083821	0	326.82	2.4006e-006	2.656e-013	4.3765e-012	-3.3754e-013	0	-3.392e-005	1.3787e-018	13.74	0.001003	0	0	0	0	0	8.8022e-005	1.009	1	0.0008415	0.0022	0.0008415	0
428.6	0.21947	-0.084834	0	326.64	2.3979e-006	2.6491e-013	4.8556e-012	-1.9859e-013	0	-2.7798e-005	1.4284e-018	13.74	0.001003	0	0	0	0	0	8.7634e-005	1.0072	1	0.000843	0.0022	0.000843	0
428.59	0.22185	-0.085846	0	326.46	2.3952e-006	2.6422e-013	5.3347e-012	-5.9645e-014	0	-2.1677e-005	1.478e-018	13.74	0.001003	0	0	0	0	0	8.7247e-005	1.0054	1	0.0008445	0.0022	0.0008445	0
428.58	0.22424	-0.086859	0	326.27	2.3925e-006	2.6353e-013	5.8137e-012	7.9298e-014	0	-1.5556e-005	1.5276e-018	13.739	0.001003	0	0	0	0	0	8.6859e-005	1.0036	1	0.000846	0.0022	0.000846	0
428.57	0.22662	-0.087872	0	326.09	2.3898e-006	2.6285e-013	6.2928e-012	2.1825e-013	0	-9.4347e-006	1.5772e-018	13.739	0.001003	0	0	0	0	0	8.6472e-005	1.0018	1	0.0008475	0.0022	0.0008475	0
428.56	0.22901	-0.088885	0	325.91	2.3871e-006	2.6216e-013	6.7719e-012	3.572e-013	0	-3.3134e-006	1.6268e-018	13.739	0.001003	0	0	0	0	0	8.6084e-005	1	1	0.000849	0.0022	0.000849	0
428.55	0.2314	-0.089898	0	325.72	2.3844e-006	2.6147e-013	7.2509e-012	4.9614e-013	0	2.8079e-006	1.6764e-018	13.738	0.001003	0	0	0	0	0	8.5697e-005	0.9982	1	0.0008505	0.0022	0.0008505	0
428.54	0.23378	-0.09091	0	325.54	2.3817e-006	2.6078e-013	7.73e-012	6.3509e-013	0	8.9292e-006	1.726e-018	13.738	0.001003	0	0	0	0	0	8.5309e-005	0.9964	1	0.000852	0.0022	0.000852	0
428.53	0.23617	-0.091923	0	325.35	2.379e-006	2.6009e-013	8.2091e-012	7.7403e-013	0	1.505e-005	1.7756e-018	13.738	0.001003	0	0	0	0	0	8.4922e-005	0.9946	1	0.0008535	0.0022	0.0008535	0
428.51	0.23856	-0.092944	0	325.18	2.3767e-006	2.4598e-013	8.1717e-012	7.6665e-013	0	1.4937e-005	1.8338e-018	13.737	0.001003	0	0	0	0	0	8.4593e-005	0.99308	1	0.000855	0.0022	0.000855	0
428.49	0.24095	-0.093963	0	325	2.3744e-006	2.2966e-013	8.08e-012	7.4777e-013	0	1.3202e-005	1.89e-018	13.736	0.001003	0	0	0	0	0	8.428e-005	0.99162	1	0.0008565	0.0022	0.0008565	0
428.57	0.2435	-0.094877	0	324.77	2.3711e-006	2.635e-013	1.0505e-011	1.5144e-012	0	2.3711e-005	1.8491e-018	13.739	0.001003	0	0	0	0	0	8.385e-005	0.98962	1	0.000858	0.0022	0.000858	0
428.65	0.24606	-0.095791	0	324.54	2.3678e-006	2.9735e-013	1.293e-011	2.2811e-012	0	3.4219e-005	1.8082e-018	13.741	0.001003	0	0	0	0	0	8.3421e-005	0.98763	1	0.0008595	0.0022	0.0008595	0
428.85	0.24851	-0.096683	0	324.32	2.3641e-006	3.1683e-013	1.4414e-011	2.7368e-012	0	3.9636e-005	1.7648e-018	13.748	0.001003	0	0	0	0	0	8.2933e-005	0.98536	1	0.000861	0.0022	0.000861	0
429.06	0.25095	-0.097573	0	324.1	2.3603e-006	3.3545e-013	1.5842e-011	3.174e-012	0	4.4749e-005	1.7213e-018	13.755	0.001003	0	0	0	0	0	8.2442e-005	0.98308	1	0.0008625	0.0022	0.0008625	0
429.27	0.25339	-0.098464	0	323.88	2.3566e-006	3.5406e-013	1.727e-011	3.6111e-012	0	4.9862e-005	1.6778e-018	13.761	0.001003	0	0	0	0	0	8.1951e-005	0.9808	1	0.000864	0.0022	0.000864	0
429.48	0.25584	-0.099354	0	323.66	2.3528e-006	3.7268e-013	1.8698e-011	4.0483e-012	0	5.4975e-005	1.6343e-018	13.768	0.001003	0	0	0	0	0	8.146e-005	0.97852	1	0.0008655	0.0022	0.0008655	0
429.69	0.25828	-0.10024	0	323.44	2.3491e-006	3.913e-013	2.0126e-011	4.4854e-012	0	6.0088e-005	1.5908e-018	13.775	0.001003	0	0	0	0	0	8.0969e-005	0.97623	1	0.000867	0.0022	0.000867	0
429.9	0.26072	-0.10113	0	323.22	2.3453e-006	4.0992e-013	2.1554e-011	4.9225e-012	0	6.52e-005	1.5473e-018	13.782	0.001003	0	0	0	0	0	8.0478e-005	0.97395	1	0.0008685	0.0022	0.0008685	0
430.11	0.26317	-0.10202	0	322.99	2.3416e-006	4.2853e-013	2.2982e-011	5.3597e-012	0	7.0313e-005	1.5038e-018	13.788	0.001003	0	0	0	0	0	7.9986e-005	0.97167	1	0.00087	0.0022	0.00087	0
430.32	0.26561	-0.10292	0	322.77	2.3378e-006	4.4715e-013	2.441e-011	5.7968e-012	0	7.5426e-005	1.4603e-018	13.795	0.001003	0	0	0	0	0	7.9495e-005	0.96939	1	0.0008715	0.0022	0.0008715	0
430.53	0.26805	-0.10381	0	322.55	2.3341e-006	4.6577e-013	2.5838e-011	6.2339e-012	0	8.0539e-005	1.4168e-018	13.802	0.001003	0	0	0	0	0	7.9004e-005	0.96711	1	0.000873	0.0022	0.000873	0
430.74	0.27049	-0.1047	0	322.33	2.3303e-006	4.8438e-013	2.7266e-011	6.6711e-012	0	8.5652e-005	1.3733e-018	13.808	0.001003	0	0	0	0	0	7.8513e-005	0.96482	1	0.0008745	0.0022	0.0008745	0
430.95	0.27294	-0.10559	0	322.11	2.3266e-006	5.03e-013	2.8694e-011	7.1082e-012	0	9.0764e-005	1.3298e-018	13.815	0.001003	0	0	0	0	0	7.8022e-005	0.96254	1	0.000876	0.0022	0.000876	0
431.16	0.27538	-0.10648	0	321.89	2.3228e-006	5.2162e-013	3.0122e-011	7.5453e-012	0	9.5877e-005	1.2863e-018	13.822	0.001003	0	0	0	0	0	7.7531e-005	0.96026	1	0.0008775	0.0022	0.0008775	0
431.37	0.27782	-0.10737	0	321.67	2.3191e-006	5.4024e-013	3.155e-011	7.9825e-012	0	0.00010099	1.2428e-018	13.829	0.001003	0	0	0	0	0	7.7039e-005	0.95798	1	0.000879	0.0022	0.000879	0
431.58	0.28027	-0.10826	0	321.45	2.3153e-006	5.5885e-013	3.2978e-011	8.4196e-012	0	0.0001061	1.1993e-018	13.835	0.001003	0	0	0	0	0	7.6548e-005	0.95569	1	0.0008805	0.0022	0.0008805	0
431.79	0.28271	-0.10915	0	321.23	2.3116e-006	5.7747e-013	3.4406e-011	8.8568e-012	0	0.00011122	1.1558e-018	13.842	0.001003	0	0	0	0	0	7.6057e-005	0.95341	1	0.000882	0.0022	0.000882	0
432	0.28515	-0.11004	0	321.01	2.3078e-006	5.9609e-013	3.5834e-011	9.2939e-012	0	0.00011633	1.1123e-018	13.849	0.001003	0	0	0	0	0	7.5566e-005	0.95113	1	0.0008835	0.0022	0.0008835	0
432.21	0.2876	-0.11093	0	320.79	2.3041e-006	6.147e-013	3.7262e-011	9.731e-012	0	0.00012144	1.0688e-018	13.856	0.001003	0	0	0	0	0	7.5075e-005	0.94885	1	0.000885	0.0022	0.000885	0
432.41	0.29004	-0.11182	0	320.57	2.3003e-006	6.3332e-013	3.8689e-011	1.0168e-011	0	0.00012655	1.0253e-018	13.862	0.001003	0	0	0	0	0	7.4584e-005	0.94657	1	0.0008865	0.0022	0.0008865	0
432.62	0.29248	-0.11271	0	320.35	2.2966e-006	6.5194e-013	4.0117e-011	1.0605e-011	0	0.00013167	9.8178e-019	13.869	0.001003	0	0	0	0	0	7.4092e-005	0.94428	1	0.000888	0.0022	0.000888	0
432.83	0.29492	-0.1136	0	320.13	2.2928e-006	6.7056e-013	4.1545e-011	1.1042e-011	0	0.00013678	9.3828e-019	13.876	0.001003	0	0	0	0	0	7.3601e-005	0.942	1	0.0008895	0.0022	0.0008895	0
433.04	0.29737	-0.11449	0	319.91	2.2891e-006	6.8917e-013	4.2973e-011	1.148e-011	0	0.00014189	8.9477e-019	13.882	0.001003	0	0	0	0	0	7.311e-005	0.93972	1	0.000891	0.0022	0.000891	0
433.25	0.29981	-0.11538	0	319.69	2.2854e-006	7.0779e-013	4.4401e-011	1.1917e-011	0	0.000147	8.5127e-019	13.889	0.001003	0	0	0	0	0	7.2619e-005	0.93744	1	0.0008925	0.0022	0.0008925	0
433.52	0.30229	-0.11615	0	319.45	2.2809e-006	6.9193e-013	4.1547e-011	1.1543e-011	0	0.00013594	8.5881e-019	13.898	0.001003	0	0	0	0	0	7.209e-005	0.93498	1	0.000894	0.0022	0.000894	0
433.8	0.30476	-0.11689	0	319.21	2.2764e-006	6.7076e-013	3.8033e-011	1.1045e-011	0	0.00012238	8.7421e-019	13.907	0.001003	0	0	0	0	0	7.1555e-005	0.93249	1	0.0008955	0.0022	0.0008955	0
434.08	0.30724	-0.11764	0	318.97	2.2718e-006	6.496e-013	3.452e-011	1.0547e-011	0	0.00010882	8.8961e-019	13.916	0.001003	0	0	0	0	0	7.1019e-005	0.93	1	0.000897	0.0022	0.000897	0
434.36	0.30972	-0.11839	0	318.73	2.2673e-006	6.2843e-013	3.1006e-011	1.0049e-011	0	9.5262e-005	9.0501e-019	13.924	0.001003	0	0	0	0	0	7.0484e-005	0.92752	1	0.0008985	0.0022	0.0008985	0
434.63	0.3122	-0.11914	0	318.5	2.2627e-006	6.0727e-013	2.7493e-011	9.5509e-012	0	8.1704e-005	9.2042e-019	13.933	0.001003	0	0	0	0	0	6.9949e-005	0.92503	1	0.0009	0.0022	0.0009	0
434.91	0.31468	-0.11989	0	318.26	2.2582e-006	5.861e-013	2.3979e-011	9.0528e-012	0	6.8145e-005	9.3582e-019	13.942	0.001003	0	0	0	0	0	6.9414e-005	0.92254	1	0.0009015	0.0022	0.0009015	0
435.19	0.31716	-0.12063	0	318.02	2.2537e-006	5.6493e-013	2.0466e-011	8.5547e-012	0	5.4587e-005	9.5122e-019	13.951	0.001003	0	0	0	0	0	6.8879e-005	0.92006	1	0.000903	0.0022	0.000903	0
435.47	0.31964	-0.12138	0	317.78	2.2491e-006	5.4377e-013	1.6952e-011	8.0566e-012	0	4.1028e-005	9.6662e-019	13.96	0.001003	0	0	0	0	0	6.8344e-005	0.91757	1	0.0009045	0.0022	0.0009045	0
435.75	0.32212	-0.12213	0	317.54	2.2446e-006	5.226e-013	1.3439e-011	7.5585e-012	0	2.747e-005	9.8202e-019	13.969	0.001003	0	0	0	0	0	6.7808e-005	0.91508	1	0.000906	0.0022	0.000906	0
436.03	0.3246	-0.12288	0	317.3	2.24e-006	5.0143e-013	9.9253e-012	7.0604e-012	0	1.3912e-005	9.9742e-019	13.978	0.001003	0	0	0	0	0	6.7273e-005	0.9126	1	0.0009075	0.0022	0.0009075	0
436.3	0.32708	-0.12362	0	317.07	2.2355e-006	4.8027e-013	6.4118e-012	6.5623e-012	0	3.5347e-007	1.0128e-018	13.987	0.001003	0	0	0	0	0	6.6738e-005	0.91011	1	0.000909	0.0022	0.000909	0
436.58	0.32956	-0.12437	0	316.83	2.2309e-006	4.591e-013	2.8982e-012	6.0642e-012	0	-1.3205e-005	1.0282e-018	13.996	0.001003	0	0	0	0	0	6.6203e-005	0.90762	1	0.0009105	0.0022	0.0009105	0
436.86	0.33204	-0.12512	0	316.59	2.2264e-006	4.3793e-013	-6.1531e-013	5.566e-012	0	-2.6763e-005	1.0436e-018	14.005	0.001003	0	0	0	0	0	6.5668e-005	0.90514	1	0.000912	0.0022	0.000912	0
437.01	0.3346	-0.12587	0	316.34	2.2222e-006	4.3884e-013	-1.1115e-012	5.4683e-012	0	-3.2085e-005	1.0598e-018	14.01	0.001003	0	0	0	0	0	6.5185e-005	0.90289	1	0.0009135	0.0022	0.0009135	0
