"Pressure"	"Velocity:0"	"Velocity:1"	"Velocity:2"	"Temperature"	"Nu_Tilde"	"Residual_Pressure"	"Residual_Velocity:0"	"Residual_Velocity:1"	"Residual_Velocity:2"	"Residual_Temperature"	"Residual_Nu_Tilde"	"Pressure_Coefficient"	"Laminar_Viscosity"	"Skin_Friction_Coefficient:0"	"Skin_Friction_Coefficient:1"	"Skin_Friction_Coefficient:2"	"Heat_Flux"	"Y_Plus"	"Eddy_Viscosity"	"Thermal_Conductivity"	"vtkValidPointMask"	"arc_length"	"Points:0"	"Points:1"	"Points:2"
426.59	-0.0064095	0.065232	0	320.93	2.4966e-006	1.3355e-012	-5.8072e-012	3.4243e-012	0	1.4496e-006	6.7088e-020	13.675	0.001003	0	0	0	0	0	0.0001037	1.0819	1	0.0003645	0.0022	0.0003645	0
426.61	-0.0061324	0.06523	0	320.92	2.4937e-006	1.3469e-012	-5.8598e-012	3.343e-012	0	7.384e-007	6.9878e-020	13.676	0.001003	0	0	0	0	0	0.00010335	1.0802	1	0.000366	0.0022	0.000366	0
426.63	-0.0058576	0.065224	0	320.91	2.4907e-006	1.386e-012	-6.0245e-012	3.3796e-012	0	-4.793e-007	7.5945e-020	13.677	0.001003	0	0	0	0	0	0.00010286	1.078	1	0.0003675	0.0022	0.0003675	0
426.64	-0.0055864	0.065213	0	320.9	2.4873e-006	1.4684e-012	-6.3627e-012	3.5992e-012	0	-2.4822e-006	8.7096e-020	13.677	0.001003	0	0	0	0	0	0.00010215	1.0746	1	0.000369	0.0022	0.000369	0
426.64	-0.0053151	0.065202	0	320.88	2.484e-006	1.5507e-012	-6.701e-012	3.8188e-012	0	-4.4852e-006	9.8246e-020	13.677	0.001003	0	0	0	0	0	0.00010143	1.0713	1	0.0003705	0.0022	0.0003705	0
426.65	-0.0050439	0.065191	0	320.87	2.4806e-006	1.6331e-012	-7.0392e-012	4.0383e-012	0	-6.4882e-006	1.094e-019	13.677	0.001003	0	0	0	0	0	0.00010072	1.068	1	0.000372	0.0022	0.000372	0
426.62	-0.0047931	0.065168	0	320.86	2.4778e-006	1.7361e-012	-7.7943e-012	3.9886e-012	0	1.2239e-007	1.082e-019	13.676	0.001003	0	0	0	0	0	0.00010032	1.0662	1	0.0003735	0.0022	0.0003735	0
426.58	-0.0045483	0.065142	0	320.85	2.475e-006	1.8452e-012	-8.6731e-012	3.8589e-012	0	9.2891e-006	1.0335e-019	13.675	0.001003	0	0	0	0	0	0.00010003	1.0648	1	0.000375	0.0022	0.000375	0
426.54	-0.0043035	0.065116	0	320.84	2.4722e-006	1.9543e-012	-9.5519e-012	3.7292e-012	0	1.8456e-005	9.8492e-020	13.674	0.001003	0	0	0	0	0	9.9731e-005	1.0634	1	0.0003765	0.0022	0.0003765	0
426.5	-0.0040588	0.06509	0	320.84	2.4695e-006	2.0634e-012	-1.0431e-011	3.5995e-012	0	2.7622e-005	9.3636e-020	13.673	0.001003	0	0	0	0	0	9.9434e-005	1.062	1	0.000378	0.0022	0.000378	0
426.46	-0.003814	0.065064	0	320.83	2.4667e-006	2.1725e-012	-1.131e-011	3.4697e-012	0	3.6789e-005	8.878e-020	13.671	0.001003	0	0	0	0	0	9.9137e-005	1.0607	1	0.0003795	0.0022	0.0003795	0
426.42	-0.0035692	0.065038	0	320.82	2.4639e-006	2.2816e-012	-1.2188e-011	3.34e-012	0	4.5956e-005	8.3925e-020	13.67	0.001003	0	0	0	0	0	9.884e-005	1.0593	1	0.000381	0.0022	0.000381	0
426.38	-0.0033245	0.065012	0	320.81	2.4612e-006	2.3907e-012	-1.3067e-011	3.2103e-012	0	5.5123e-005	7.9069e-020	13.669	0.001003	0	0	0	0	0	9.8543e-005	1.0579	1	0.0003825	0.0022	0.0003825	0
426.35	-0.0030797	0.064986	0	320.8	2.4584e-006	2.4998e-012	-1.3946e-011	3.0806e-012	0	6.4289e-005	7.4213e-020	13.668	0.001003	0	0	0	0	0	9.8246e-005	1.0565	1	0.000384	0.0022	0.000384	0
426.31	-0.0028349	0.06496	0	320.79	2.4557e-006	2.6089e-012	-1.4825e-011	2.9509e-012	0	7.3456e-005	6.9357e-020	13.666	0.001003	0	0	0	0	0	9.7949e-005	1.0551	1	0.0003855	0.0022	0.0003855	0
426.27	-0.00259	0.064933	0	320.79	2.4528e-006	2.7003e-012	-1.5592e-011	2.8135e-012	0	8.1093e-005	6.5777e-020	13.665	0.001003	0	0	0	0	0	9.7598e-005	1.0535	1	0.000387	0.0022	0.000387	0
426.27	-0.0023445	0.064899	0	320.77	2.4496e-006	2.6957e-012	-1.5754e-011	2.6343e-012	0	8.0428e-005	6.9118e-020	13.665	0.001003	0	0	0	0	0	9.6952e-005	1.0505	1	0.0003885	0.0022	0.0003885	0
426.27	-0.0020989	0.064864	0	320.76	2.4463e-006	2.691e-012	-1.5915e-011	2.4551e-012	0	7.9764e-005	7.2459e-020	13.665	0.001003	0	0	0	0	0	9.6307e-005	1.0475	1	0.00039	0.0022	0.00039	0
426.26	-0.0018533	0.06483	0	320.75	2.4431e-006	2.6864e-012	-1.6077e-011	2.2759e-012	0	7.91e-005	7.58e-020	13.665	0.001003	0	0	0	0	0	9.5661e-005	1.0445	1	0.0003915	0.0022	0.0003915	0
426.26	-0.0016078	0.064796	0	320.74	2.4399e-006	2.6818e-012	-1.6239e-011	2.0968e-012	0	7.8435e-005	7.914e-020	13.665	0.001003	0	0	0	0	0	9.5015e-005	1.0415	1	0.000393	0.0022	0.000393	0
426.26	-0.0013622	0.064762	0	320.72	2.4366e-006	2.6771e-012	-1.64e-011	1.9176e-012	0	7.7771e-005	8.2481e-020	13.665	0.001003	0	0	0	0	0	9.437e-005	1.0385	1	0.0003945	0.0022	0.0003945	0
426.25	-0.0011167	0.064727	0	320.71	2.4334e-006	2.6725e-012	-1.6562e-011	1.7384e-012	0	7.7106e-005	8.5822e-020	13.665	0.001003	0	0	0	0	0	9.3724e-005	1.0355	1	0.000396	0.0022	0.000396	0
426.27	-0.00088903	0.06469	0	320.7	2.4304e-006	2.6296e-012	-1.5601e-011	1.6812e-012	0	6.7651e-005	9.3152e-020	13.665	0.001003	0	0	0	0	0	9.3212e-005	1.0331	1	0.0003975	0.0022	0.0003975	0
426.31	-0.00068005	0.064649	0	320.69	2.4277e-006	2.5468e-012	-1.3471e-011	1.7509e-012	0	4.9048e-005	1.0463e-019	13.666	0.001003	0	0	0	0	0	9.2838e-005	1.0314	1	0.000399	0.0022	0.000399	0
426.34	-0.00047108	0.064608	0	320.67	2.4249e-006	2.464e-012	-1.1341e-011	1.8207e-012	0	3.0446e-005	1.1611e-019	13.668	0.001003	0	0	0	0	0	9.2464e-005	1.0296	1	0.0004005	0.0022	0.0004005	0
426.38	-0.00026211	0.064567	0	320.66	2.4221e-006	2.3813e-012	-9.2106e-012	1.8905e-012	0	1.1843e-005	1.2759e-019	13.669	0.001003	0	0	0	0	0	9.209e-005	1.0279	1	0.000402	0.0022	0.000402	0
426.41	-5.3144e-005	0.064527	0	320.65	2.4194e-006	2.2985e-012	-7.0806e-012	1.9602e-012	0	-6.7591e-006	1.3908e-019	13.67	0.001003	0	0	0	0	0	9.1716e-005	1.0262	1	0.0004035	0.0022	0.0004035	0
426.45	0.00015583	0.064486	0	320.64	2.4166e-006	2.2158e-012	-4.9505e-012	2.03e-012	0	-2.5362e-005	1.5056e-019	13.671	0.001003	0	0	0	0	0	9.1342e-005	1.0244	1	0.000405	0.0022	0.000405	0
426.48	0.00036159	0.064441	0	320.63	2.4138e-006	2.1764e-012	-3.5793e-012	2.003e-012	0	-3.7929e-005	1.7076e-019	13.672	0.001003	0	0	0	0	0	9.0928e-005	1.0225	1	0.0004065	0.0022	0.0004065	0
426.5	0.0005583	0.064384	0	320.62	2.4108e-006	2.2591e-012	-4.3455e-012	1.7034e-012	0	-3.3492e-005	2.1553e-019	13.673	0.001003	0	0	0	0	0	9.0402e-005	1.0201	1	0.000408	0.0022	0.000408	0
426.52	0.00075501	0.064328	0	320.61	2.4078e-006	2.3419e-012	-5.1118e-012	1.4037e-012	0	-2.9056e-005	2.6031e-019	13.673	0.001003	0	0	0	0	0	8.9876e-005	1.0176	1	0.0004095	0.0022	0.0004095	0
426.53	0.00095172	0.064271	0	320.61	2.4048e-006	2.4246e-012	-5.878e-012	1.1041e-012	0	-2.4619e-005	3.0509e-019	13.674	0.001003	0	0	0	0	0	8.935e-005	1.0152	1	0.000411	0.0022	0.000411	0
426.55	0.0011484	0.064215	0	320.6	2.4018e-006	2.5074e-012	-6.6443e-012	8.0449e-013	0	-2.0183e-005	3.4986e-019	13.674	0.001003	0	0	0	0	0	8.8823e-005	1.0127	1	0.0004125	0.0022	0.0004125	0
426.57	0.0013451	0.064158	0	320.6	2.3988e-006	2.5901e-012	-7.4106e-012	5.0486e-013	0	-1.5746e-005	3.9464e-019	13.675	0.001003	0	0	0	0	0	8.8297e-005	1.0103	1	0.000414	0.0022	0.000414	0
426.59	0.0015419	0.064102	0	320.59	2.3958e-006	2.6729e-012	-8.1768e-012	2.0525e-013	0	-1.131e-005	4.3941e-019	13.675	0.001003	0	0	0	0	0	8.7771e-005	1.0078	1	0.0004155	0.0022	0.0004155	0
426.61	0.0017386	0.064045	0	320.59	2.3928e-006	2.7557e-012	-8.9431e-012	-9.4378e-014	0	-6.8729e-006	4.8419e-019	13.676	0.001003	0	0	0	0	0	8.7245e-005	1.0054	1	0.000417	0.0022	0.000417	0
426.62	0.0019353	0.063989	0	320.58	2.3898e-006	2.8384e-012	-9.7094e-012	-3.94e-013	0	-2.4363e-006	5.2896e-019	13.677	0.001003	0	0	0	0	0	8.6718e-005	1.003	1	0.0004185	0.0022	0.0004185	0
426.64	0.002132	0.063932	0	320.58	2.3868e-006	2.9212e-012	-1.0476e-011	-6.9362e-013	0	2.0002e-006	5.7374e-019	13.677	0.001003	0	0	0	0	0	8.6192e-005	1.0005	1	0.00042	0.0022	0.00042	0
426.66	0.0023287	0.063876	0	320.57	2.3838e-006	3.0039e-012	-1.1242e-011	-9.9324e-013	0	6.4368e-006	6.1851e-019	13.678	0.001003	0	0	0	0	0	8.5666e-005	0.99806	1	0.0004215	0.0022	0.0004215	0
426.68	0.0025175	0.0638	0	320.57	2.3812e-006	3.1387e-012	-1.3385e-011	-1.3566e-012	0	2.1142e-005	6.2633e-019	13.678	0.001003	0	0	0	0	0	8.5409e-005	0.99687	1	0.000423	0.0022	0.000423	0
426.68	0.0026817	0.063735	0	320.57	2.3789e-006	3.3056e-012	-1.2851e-011	-2.16e-012	0	1.7819e-005	5.845e-019	13.678	0.001003	0	0	0	0	0	8.5066e-005	0.99527	1	0.0004245	0.0022	0.0004245	0
426.69	0.0028577	0.063646	0	320.57	2.3764e-006	3.2797e-012	-1.1455e-011	-2.5866e-012	0	1.6494e-005	5.0029e-019	13.679	0.001003	0	0	0	0	0	8.4846e-005	0.99425	1	0.000426	0.0022	0.000426	0
426.7	0.0030337	0.063557	0	320.58	2.3739e-006	3.2538e-012	-1.0059e-011	-3.0133e-012	0	1.517e-005	4.1609e-019	13.679	0.001003	0	0	0	0	0	8.4626e-005	0.99323	1	0.0004275	0.0022	0.0004275	0
426.71	0.0032098	0.063467	0	320.58	2.3713e-006	3.2278e-012	-8.6634e-012	-3.44e-012	0	1.3846e-005	3.3189e-019	13.679	0.001003	0	0	0	0	0	8.4406e-005	0.99221	1	0.000429	0.0022	0.000429	0
426.73	0.0033858	0.063378	0	320.58	2.3688e-006	3.2019e-012	-7.2676e-012	-3.8667e-012	0	1.2522e-005	2.4768e-019	13.68	0.001003	0	0	0	0	0	8.4186e-005	0.99119	1	0.0004305	0.0022	0.0004305	0
426.74	0.0035618	0.063289	0	320.59	2.3663e-006	3.176e-012	-5.8717e-012	-4.2933e-012	0	1.1197e-005	1.6348e-019	13.68	0.001003	0	0	0	0	0	8.3967e-005	0.99016	1	0.000432	0.0022	0.000432	0
426.75	0.0037379	0.063199	0	320.59	2.3638e-006	3.15e-012	-4.4758e-012	-4.72e-012	0	9.8732e-006	7.9275e-020	13.681	0.001003	0	0	0	0	0	8.3747e-005	0.98914	1	0.0004335	0.0022	0.0004335	0
426.76	0.0039139	0.06311	0	320.59	2.3612e-006	3.1241e-012	-3.08e-012	-5.1467e-012	0	8.549e-006	-4.9275e-021	13.681	0.001003	0	0	0	0	0	8.3527e-005	0.98812	1	0.000435	0.0022	0.000435	0
426.77	0.0040899	0.06302	0	320.6	2.3587e-006	3.0982e-012	-1.6841e-012	-5.5734e-012	0	7.2248e-006	-8.9132e-020	13.681	0.001003	0	0	0	0	0	8.3307e-005	0.9871	1	0.0004365	0.0022	0.0004365	0
426.78	0.004266	0.062931	0	320.6	2.3562e-006	3.0722e-012	-2.8829e-013	-6e-012	0	5.9006e-006	-1.7333e-019	13.682	0.001003	0	0	0	0	0	8.3087e-005	0.98608	1	0.000438	0.0022	0.000438	0
426.79	0.004442	0.062842	0	320.6	2.3537e-006	3.0463e-012	1.1076e-012	-6.4267e-012	0	4.5764e-006	-2.5754e-019	13.682	0.001003	0	0	0	0	0	8.2868e-005	0.98506	1	0.0004395	0.0022	0.0004395	0
426.8	0.004618	0.062752	0	320.61	2.3511e-006	3.0204e-012	2.5034e-012	-6.8534e-012	0	3.2521e-006	-3.4174e-019	13.682	0.001003	0	0	0	0	0	8.2648e-005	0.98404	1	0.000441	0.0022	0.000441	0
426.82	0.004772	0.06267	0	320.61	2.3488e-006	2.9649e-012	4.0515e-012	-6.6287e-012	0	1.9827e-006	-3.667e-019	13.683	0.001003	0	0	0	0	0	8.2318e-005	0.98251	1	0.0004425	0.0022	0.0004425	0
426.84	0.004913	0.062591	0	320.61	2.3465e-006	2.8919e-012	5.6901e-012	-6.0171e-012	0	7.4587e-007	-3.5644e-019	13.683	0.001003	0	0	0	0	0	8.1924e-005	0.98067	1	0.000444	0.0022	0.000444	0
426.85	0.0050539	0.062512	0	320.61	2.3442e-006	2.8189e-012	7.3286e-012	-5.4054e-012	0	-4.9097e-007	-3.4619e-019	13.684	0.001003	0	0	0	0	0	8.153e-005	0.97884	1	0.0004455	0.0022	0.0004455	0
426.87	0.0051948	0.062433	0	320.62	2.342e-006	2.7459e-012	8.9672e-012	-4.7937e-012	0	-1.7278e-006	-3.3594e-019	13.685	0.001003	0	0	0	0	0	8.1135e-005	0.97701	1	0.000447	0.0022	0.000447	0
426.89	0.0053357	0.062354	0	320.62	2.3397e-006	2.6729e-012	1.0606e-011	-4.182e-012	0	-2.9647e-006	-3.2569e-019	13.685	0.001003	0	0	0	0	0	8.0741e-005	0.97518	1	0.0004485	0.0022	0.0004485	0
426.91	0.0054766	0.062275	0	320.62	2.3374e-006	2.5999e-012	1.2244e-011	-3.5703e-012	0	-4.2016e-006	-3.1543e-019	13.686	0.001003	0	0	0	0	0	8.0346e-005	0.97334	1	0.00045	0.0022	0.00045	0
426.92	0.0056176	0.062196	0	320.62	2.3352e-006	2.5269e-012	1.3883e-011	-2.9587e-012	0	-5.4384e-006	-3.0518e-019	13.686	0.001003	0	0	0	0	0	7.9952e-005	0.97151	1	0.0004515	0.0022	0.0004515	0
426.94	0.0057585	0.062117	0	320.62	2.3329e-006	2.4539e-012	1.5521e-011	-2.347e-012	0	-6.6753e-006	-2.9493e-019	13.687	0.001003	0	0	0	0	0	7.9557e-005	0.96968	1	0.000453	0.0022	0.000453	0
426.96	0.0058994	0.062038	0	320.62	2.3306e-006	2.3809e-012	1.716e-011	-1.7353e-012	0	-7.9121e-006	-2.8468e-019	13.687	0.001003	0	0	0	0	0	7.9163e-005	0.96784	1	0.0004545	0.0022	0.0004545	0
426.98	0.0060403	0.061959	0	320.63	2.3283e-006	2.3079e-012	1.8799e-011	-1.1236e-012	0	-9.149e-006	-2.7442e-019	13.688	0.001003	0	0	0	0	0	7.8769e-005	0.96601	1	0.000456	0.0022	0.000456	0
426.98	0.0061867	0.061859	0	320.63	2.3258e-006	2.374e-012	1.9456e-011	-5.8986e-013	0	-5.8028e-006	-2.4058e-019	13.688	0.001003	0	0	0	0	0	7.8451e-005	0.96454	1	0.0004575	0.0022	0.0004575	0
426.98	0.0063364	0.061747	0	320.64	2.3232e-006	2.5256e-012	1.9509e-011	-1.0403e-013	0	3.6342e-007	-1.9221e-019	13.688	0.001003	0	0	0	0	0	7.8182e-005	0.96328	1	0.000459	0.0022	0.000459	0
426.98	0.0064861	0.061635	0	320.65	2.3205e-006	2.6772e-012	1.9562e-011	3.818e-013	0	6.5297e-006	-1.4385e-019	13.688	0.001003	0	0	0	0	0	7.7912e-005	0.96203	1	0.0004605	0.0022	0.0004605	0
426.98	0.0066241	0.061526	0	320.66	2.318e-006	2.8612e-012	1.9939e-011	1.0157e-012	0	1.0871e-005	-1.0798e-019	13.688	0.001003	0	0	0	0	0	7.763e-005	0.96072	1	0.000462	0.0022	0.000462	0
426.97	0.0067294	0.061423	0	320.67	2.316e-006	3.1367e-012	2.1235e-011	2.0691e-012	0	1.0045e-005	-1.0747e-019	13.688	0.001003	0	0	0	0	0	7.7312e-005	0.95924	1	0.0004635	0.0022	0.0004635	0
426.96	0.0068346	0.061321	0	320.67	2.3139e-006	3.4123e-012	2.2531e-011	3.1224e-012	0	9.2198e-006	-1.0697e-019	13.687	0.001003	0	0	0	0	0	7.6994e-005	0.95777	1	0.000465	0.0022	0.000465	0
426.94	0.0069398	0.061219	0	320.68	2.3119e-006	3.6878e-012	2.3827e-011	4.1758e-012	0	8.3942e-006	-1.0647e-019	13.687	0.001003	0	0	0	0	0	7.6676e-005	0.95629	1	0.0004665	0.0022	0.0004665	0
426.93	0.007045	0.061117	0	320.69	2.3098e-006	3.9634e-012	2.5123e-011	5.2292e-012	0	7.5686e-006	-1.0597e-019	13.686	0.001003	0	0	0	0	0	7.6358e-005	0.95481	1	0.000468	0.0022	0.000468	0
426.91	0.0071502	0.061015	0	320.7	2.3078e-006	4.2389e-012	2.6419e-011	6.2825e-012	0	6.743e-006	-1.0547e-019	13.686	0.001003	0	0	0	0	0	7.604e-005	0.95333	1	0.0004695	0.0022	0.0004695	0
426.9	0.0072555	0.060913	0	320.7	2.3057e-006	4.5144e-012	2.7714e-011	7.3359e-012	0	5.9174e-006	-1.0496e-019	13.685	0.001003	0	0	0	0	0	7.5723e-005	0.95186	1	0.000471	0.0022	0.000471	0
426.89	0.0073607	0.060811	0	320.71	2.3037e-006	4.79e-012	2.901e-011	8.3892e-012	0	5.0918e-006	-1.0446e-019	13.685	0.001003	0	0	0	0	0	7.5405e-005	0.95038	1	0.0004725	0.0022	0.0004725	0
426.87	0.0074659	0.060709	0	320.72	2.3016e-006	5.0655e-012	3.0306e-011	9.4426e-012	0	4.2662e-006	-1.0396e-019	13.685	0.001003	0	0	0	0	0	7.5087e-005	0.9489	1	0.000474	0.0022	0.000474	0
426.86	0.0075711	0.060607	0	320.73	2.2996e-006	5.3411e-012	3.1602e-011	1.0496e-011	0	3.4406e-006	-1.0346e-019	13.684	0.001003	0	0	0	0	0	7.4769e-005	0.94743	1	0.0004755	0.0022	0.0004755	0
426.85	0.0076763	0.060505	0	320.73	2.2975e-006	5.6166e-012	3.2898e-011	1.1549e-011	0	2.615e-006	-1.0296e-019	13.684	0.001003	0	0	0	0	0	7.4451e-005	0.94595	1	0.000477	0.0022	0.000477	0
426.83	0.0077816	0.060403	0	320.74	2.2955e-006	5.8922e-012	3.4194e-011	1.2603e-011	0	1.7894e-006	-1.0245e-019	13.683	0.001003	0	0	0	0	0	7.4133e-005	0.94447	1	0.0004785	0.0022	0.0004785	0
426.82	0.0078868	0.060301	0	320.75	2.2934e-006	6.1677e-012	3.5489e-011	1.3656e-011	0	9.6386e-007	-1.0195e-019	13.683	0.001003	0	0	0	0	0	7.3816e-005	0.943	1	0.00048	0.0022	0.00048	0
426.81	0.007992	0.060199	0	320.75	2.2914e-006	6.4433e-012	3.6785e-011	1.4709e-011	0	1.3826e-007	-1.0145e-019	13.682	0.001003	0	0	0	0	0	7.3498e-005	0.94152	1	0.0004815	0.0022	0.0004815	0
426.79	0.0080972	0.060097	0	320.76	2.2893e-006	6.7188e-012	3.8081e-011	1.5763e-011	0	-6.8734e-007	-1.0095e-019	13.682	0.001003	0	0	0	0	0	7.318e-005	0.94004	1	0.000483	0.0022	0.000483	0
426.79	0.0081931	0.059983	0	320.77	2.2874e-006	6.8497e-012	3.8602e-011	1.63e-011	0	-1.5643e-006	-1.0549e-019	13.682	0.001003	0	0	0	0	0	7.289e-005	0.9387	1	0.0004845	0.0022	0.0004845	0
426.79	0.0082594	0.059847	0	320.79	2.2859e-006	6.768e-012	3.7717e-011	1.6191e-011	0	3.9008e-007	-1.0302e-019	13.682	0.001003	0	0	0	0	0	7.2738e-005	0.93799	1	0.000486	0.0022	0.000486	0
426.8	0.0083257	0.059712	0	320.8	2.2844e-006	6.6863e-012	3.6831e-011	1.6082e-011	0	2.3444e-006	-1.0054e-019	13.682	0.001003	0	0	0	0	0	7.2586e-005	0.93728	1	0.0004875	0.0022	0.0004875	0
426.81	0.008392	0.059576	0	320.82	2.2829e-006	6.6045e-012	3.5946e-011	1.5973e-011	0	4.2988e-006	-9.8066e-020	13.683	0.001003	0	0	0	0	0	7.2435e-005	0.93658	1	0.000489	0.0022	0.000489	0
426.82	0.0084584	0.059441	0	320.84	2.2814e-006	6.5228e-012	3.5061e-011	1.5865e-011	0	6.2532e-006	-9.5591e-020	13.683	0.001003	0	0	0	0	0	7.2283e-005	0.93587	1	0.0004905	0.0022	0.0004905	0
426.83	0.0085247	0.059306	0	320.85	2.2799e-006	6.441e-012	3.4175e-011	1.5756e-011	0	8.2076e-006	-9.3116e-020	13.683	0.001003	0	0	0	0	0	7.2131e-005	0.93517	1	0.000492	0.0022	0.000492	0
426.84	0.008591	0.05917	0	320.87	2.2784e-006	6.3593e-012	3.329e-011	1.5647e-011	0	1.0162e-005	-9.0641e-020	13.683	0.001003	0	0	0	0	0	7.1979e-005	0.93446	1	0.0004935	0.0022	0.0004935	0
426.84	0.0086573	0.059035	0	320.88	2.2769e-006	6.2776e-012	3.2405e-011	1.5538e-011	0	1.2116e-005	-8.8166e-020	13.684	0.001003	0	0	0	0	0	7.1828e-005	0.93376	1	0.000495	0.0022	0.000495	0
426.85	0.0087237	0.0589	0	320.9	2.2754e-006	6.1958e-012	3.1519e-011	1.5429e-011	0	1.4071e-005	-8.5691e-020	13.684	0.001003	0	0	0	0	0	7.1676e-005	0.93305	1	0.0004965	0.0022	0.0004965	0
426.86	0.00879	0.058764	0	320.92	2.2739e-006	6.1141e-012	3.0634e-011	1.532e-011	0	1.6025e-005	-8.3216e-020	13.684	0.001003	0	0	0	0	0	7.1524e-005	0.93235	1	0.000498	0.0022	0.000498	0
426.87	0.0088563	0.058629	0	320.93	2.2724e-006	6.0323e-012	2.9749e-011	1.5211e-011	0	1.7979e-005	-8.0742e-020	13.684	0.001003	0	0	0	0	0	7.1372e-005	0.93164	1	0.0004995	0.0022	0.0004995	0
426.88	0.0089227	0.058494	0	320.95	2.2709e-006	5.9506e-012	2.8863e-011	1.5102e-011	0	1.9934e-005	-7.8267e-020	13.685	0.001003	0	0	0	0	0	7.122e-005	0.93094	1	0.000501	0.0022	0.000501	0
426.88	0.008989	0.058358	0	320.96	2.2693e-006	5.8688e-012	2.7978e-011	1.4993e-011	0	2.1888e-005	-7.5792e-020	13.685	0.001003	0	0	0	0	0	7.1069e-005	0.93023	1	0.0005025	0.0022	0.0005025	0
426.89	0.0090553	0.058223	0	320.98	2.2678e-006	5.7871e-012	2.7092e-011	1.4884e-011	0	2.3843e-005	-7.3317e-020	13.685	0.001003	0	0	0	0	0	7.0917e-005	0.92953	1	0.000504	0.0022	0.000504	0
426.9	0.0091216	0.058088	0	321	2.2663e-006	5.7054e-012	2.6207e-011	1.4776e-011	0	2.5797e-005	-7.0842e-020	13.685	0.001003	0	0	0	0	0	7.0765e-005	0.92882	1	0.0005055	0.0022	0.0005055	0
426.91	0.009188	0.057952	0	321.01	2.2648e-006	5.6236e-012	2.5322e-011	1.4667e-011	0	2.7751e-005	-6.8367e-020	13.686	0.001003	0	0	0	0	0	7.0613e-005	0.92812	1	0.000507	0.0022	0.000507	0
426.92	0.0092543	0.057817	0	321.03	2.2633e-006	5.5419e-012	2.4436e-011	1.4558e-011	0	2.9706e-005	-6.5893e-020	13.686	0.001003	0	0	0	0	0	7.0462e-005	0.92741	1	0.0005085	0.0022	0.0005085	0
426.94	0.0093243	0.057667	0	321.05	2.262e-006	5.4892e-012	2.3817e-011	1.4196e-011	0	3.0858e-005	-7.7895e-020	13.687	0.001003	0	0	0	0	0	7.0255e-005	0.92645	1	0.00051	0.0022	0.00051	0
426.99	0.0093976	0.057504	0	321.08	2.2607e-006	5.4613e-012	2.3426e-011	1.3616e-011	0	3.1323e-005	-1.0231e-019	13.688	0.001003	0	0	0	0	0	7.0002e-005	0.92528	1	0.0005115	0.0022	0.0005115	0
427.03	0.0094708	0.057341	0	321.11	2.2594e-006	5.4335e-012	2.3035e-011	1.3037e-011	0	3.1787e-005	-1.2673e-019	13.69	0.001003	0	0	0	0	0	6.9749e-005	0.9241	1	0.000513	0.0022	0.000513	0
427.08	0.0095249	0.057163	0	321.14	2.2586e-006	5.1529e-012	2.1519e-011	1.1757e-011	0	3.0835e-005	-1.5491e-019	13.691	0.001003	0	0	0	0	0	6.9675e-005	0.92376	1	0.0005145	0.0022	0.0005145	0
427.14	0.0095705	0.056978	0	321.18	2.2579e-006	4.7607e-012	1.9506e-011	1.0169e-011	0	2.9256e-005	-1.8475e-019	13.693	0.001003	0	0	0	0	0	6.968e-005	0.92378	1	0.000516	0.0022	0.000516	0
427.19	0.0096161	0.056793	0	321.21	2.2573e-006	4.3684e-012	1.7493e-011	8.5799e-012	0	2.7677e-005	-2.146e-019	13.695	0.001003	0	0	0	0	0	6.9685e-005	0.9238	1	0.0005175	0.0022	0.0005175	0
427.25	0.0096616	0.056608	0	321.25	2.2566e-006	3.9761e-012	1.548e-011	6.991e-012	0	2.6098e-005	-2.4444e-019	13.697	0.001003	0	0	0	0	0	6.969e-005	0.92383	1	0.000519	0.0022	0.000519	0
427.31	0.0097072	0.056423	0	321.29	2.2559e-006	3.5838e-012	1.3466e-011	5.4022e-012	0	2.4519e-005	-2.7429e-019	13.698	0.001003	0	0	0	0	0	6.9696e-005	0.92385	1	0.0005205	0.0022	0.0005205	0
427.36	0.0097528	0.056238	0	321.32	2.2553e-006	3.1916e-012	1.1453e-011	3.8134e-012	0	2.294e-005	-3.0413e-019	13.7	0.001003	0	0	0	0	0	6.9701e-005	0.92388	1	0.000522	0.0022	0.000522	0
427.42	0.0097984	0.056053	0	321.36	2.2546e-006	2.7993e-012	9.4398e-012	2.2246e-012	0	2.1361e-005	-3.3397e-019	13.702	0.001003	0	0	0	0	0	6.9706e-005	0.9239	1	0.0005235	0.0022	0.0005235	0
427.48	0.009844	0.055868	0	321.4	2.254e-006	2.4071e-012	7.4266e-012	6.3579e-013	0	1.9782e-005	-3.6382e-019	13.704	0.001003	0	0	0	0	0	6.9711e-005	0.92393	1	0.000525	0.0022	0.000525	0
427.53	0.0098895	0.055683	0	321.44	2.2533e-006	2.0148e-012	5.4134e-012	-9.5304e-013	0	1.8204e-005	-3.9366e-019	13.706	0.001003	0	0	0	0	0	6.9716e-005	0.92395	1	0.0005265	0.0022	0.0005265	0
427.59	0.0099351	0.055497	0	321.47	2.2526e-006	1.6225e-012	3.4001e-012	-2.5419e-012	0	1.6625e-005	-4.2351e-019	13.708	0.001003	0	0	0	0	0	6.9722e-005	0.92397	1	0.000528	0.0022	0.000528	0
