"Iteration","HeatFlux_Total","HeatFlux_Maximum","Temperature_Total","Res_Heat","Linear_Solver_Iterations","CFL_Number","Time(min)"
        1365, -3.51537869e+03, 0.00000000e+00, 0.00000000e+00, -6.99892470e+00, 0.0000000000, 5688.1840156396, 1.2077931946
        1366, -3.51530510e+03, 0.00000000e+00, 0.00000000e+00, -6.99965214e+00, 0.0000000000, 5695.9534656236, 1.2086728112
        1367, -3.51517927e+03, 0.00000000e+00, 0.00000000e+00, -6.99980380e+00, 0.0000000000, 5703.5911283145, 1.2095593493
        1368, -3.51627093e+03, 0.00000000e+00, 0.00000000e+00, -7.00015506e+00, 0.0000000000, 5705.1847794193, 1.2104399511
        1369, -3.51777148e+03, 0.00000000e+00, 0.00000000e+00, -7.00129741e+00, 0.0000000000, 5708.8774393987, 1.2113191671
        1370, -3.51732819e+03, 0.00000000e+00, 0.00000000e+00, -7.00217258e+00, 0.0000000000, 5720.9031619540, 1.2121996865
        1371, -3.51795698e+03, 0.00000000e+00, 0.00000000e+00, -7.00244953e+00, 0.0000000000, 5730.1334016810, 1.2130788512
        1372, -3.52000814e+03, 0.00000000e+00, 0.00000000e+00, -7.00350917e+00, 0.0000000000, 5733.0574571938, 1.2139590371
        1373, -3.52042642e+03, 0.00000000e+00, 0.00000000e+00, -7.00493739e+00, 0.0000000000, 5744.2589553786, 1.2148386300
        1374, -3.52012514e+03, 0.00000000e+00, 0.00000000e+00, -7.00544303e+00, 0.0000000000, 5759.3912913701, 1.2157247348
        1375, -3.52066010e+03, 0.00000000e+00, 0.00000000e+00, -7.00556999e+00, 0.0000000000, 5764.7581894343, 1.2166030846
        1376, -3.52189118e+03, 0.00000000e+00, 0.00000000e+00, -7.00620073e+00, 0.0000000000, 5766.1065394258, 1.2174762623
        1377, -3.52235892e+03, 0.00000000e+00, 0.00000000e+00, -7.00711406e+00, 0.0000000000, 5772.8099377558, 1.2183439818
        1378, -3.52223936e+03, 0.00000000e+00, 0.00000000e+00, -7.00755331e+00, 0.0000000000, 5782.5302916887, 1.2192272088
        1379, -3.52324416e+03, 0.00000000e+00, 0.00000000e+00, -7.00791407e+00, 0.0000000000, 5787.2110674908, 1.2201086472
        1380, -3.52388167e+03, 0.00000000e+00, 0.00000000e+00, -7.00868318e+00, 0.0000000000, 5791.0581927800, 1.2209863531
        1381, -3.52427458e+03, 0.00000000e+00, 0.00000000e+00, -7.00932410e+00, 0.0000000000, 5799.2684664283, 1.2218587903
        1382, -3.52507745e+03, 0.00000000e+00, 0.00000000e+00, -7.00993647e+00, 0.0000000000, 5806.1192834960, 1.2227369497
        1383, -3.52472609e+03, 0.00000000e+00, 0.00000000e+00, -7.01038672e+00, 0.0000000000, 5812.6723977676, 1.2236163001
        1384, -3.52558944e+03, 0.00000000e+00, 0.00000000e+00, -7.01056356e+00, 0.0000000000, 5817.4953973790, 1.2244937373
        1385, -3.52612819e+03, 0.00000000e+00, 0.00000000e+00, -7.01120261e+00, 0.0000000000, 5819.3907293820, 1.2253767675
        1386, -3.52677148e+03, 0.00000000e+00, 0.00000000e+00, -7.01182920e+00, 0.0000000000, 5826.2452240603, 1.2262551540
        1387, -3.52667783e+03, 0.00000000e+00, 0.00000000e+00, -7.01231767e+00, 0.0000000000, 5832.9739289240, 1.2271327131
        1388, -3.52704130e+03, 0.00000000e+00, 0.00000000e+00, -7.01246658e+00, 0.0000000000, 5838.2247669579, 1.2280171352
        1389, -3.52908471e+03, 0.00000000e+00, 0.00000000e+00, -7.01326467e+00, 0.0000000000, 5839.8263630663, 1.2289026384
        1390, -3.52719475e+03, 0.00000000e+00, 0.00000000e+00, -7.01402376e+00, 0.0000000000, 5848.4180853671, 1.2297844046
        1391, -3.52680695e+03, 0.00000000e+00, 0.00000000e+00, -7.01307970e+00, 0.0000000000, 5856.6016223965, 1.2309209583
        1392, -3.52984013e+03, 0.00000000e+00, 0.00000000e+00, -7.01339774e+00, 0.0000000000, 5843.8844314293, 1.2318188761
        1393, -3.52935355e+03, 0.00000000e+00, 0.00000000e+00, -7.01504466e+00, 0.0000000000, 5847.3090813011, 1.2326948744
        1394, -3.52832096e+03, 0.00000000e+00, 0.00000000e+00, -7.01496213e+00, 0.0000000000, 5865.0751927065, 1.2335796551
        1395, -3.53049430e+03, 0.00000000e+00, 0.00000000e+00, -7.01488819e+00, 0.0000000000, 5863.9607837730, 1.2344625677
        1396, -3.53264665e+03, 0.00000000e+00, 0.00000000e+00, -7.01664247e+00, 0.0000000000, 5862.9625817241, 1.2353464019
        1397, -3.53079407e+03, 0.00000000e+00, 0.00000000e+00, -7.01782630e+00, 0.0000000000, 5881.9393846642, 1.2362255207
        1398, -3.53125647e+03, 0.00000000e+00, 0.00000000e+00, -7.01719077e+00, 0.0000000000, 5894.7800280139, 1.2371096942
        1399, -3.53433401e+03, 0.00000000e+00, 0.00000000e+00, -7.01797778e+00, 0.0000000000, 5886.1602450538, 1.2379906677
        1400, -3.53551734e+03, 0.00000000e+00, 0.00000000e+00, -7.02028763e+00, 0.0000000000, 5894.6997117781, 1.2388660954
        1401, -3.53351844e+03, 0.00000000e+00, 0.00000000e+00, -7.02105435e+00, 0.0000000000, 5919.8344760503, 1.2397641152
        1402, -3.53439416e+03, 0.00000000e+00, 0.00000000e+00, -7.02017941e+00, 0.0000000000, 5928.2012773215, 1.2406408094
        1403, -3.53794693e+03, 0.00000000e+00, 0.00000000e+00, -7.02118932e+00, 0.0000000000, 5916.2702414537, 1.2415215353
        1404, -3.53591031e+03, 0.00000000e+00, 0.00000000e+00, -7.02311529e+00, 0.0000000000, 5927.2866075604, 1.2424081528
        1405, -3.53430973e+03, 0.00000000e+00, 0.00000000e+00, -7.02197481e+00, 0.0000000000, 5948.3526168650, 1.2432890031
        1406, -3.53720896e+03, 0.00000000e+00, 0.00000000e+00, -7.02126637e+00, 0.0000000000, 5932.7524203010, 1.2441700473
        1407, -3.53870636e+03, 0.00000000e+00, 0.00000000e+00, -7.02320448e+00, 0.0000000000, 5923.0826169328, 1.2450479870
        1408, -3.53586408e+03, 0.00000000e+00, 0.00000000e+00, -7.02393855e+00, 0.0000000000, 5944.2665308278, 1.2459333658
        1409, -3.53572304e+03, 0.00000000e+00, 0.00000000e+00, -7.02232491e+00, 0.0000000000, 5952.3098410108, 1.2468129010
        1410, -3.53951013e+03, 0.00000000e+00, 0.00000000e+00, -7.02255486e+00, 0.0000000000, 5930.2348702006, 1.2476907411
        1411, -3.53852372e+03, 0.00000000e+00, 0.00000000e+00, -7.02479271e+00, 0.0000000000, 5932.7473497235, 1.2485797287
        1412, -3.53659380e+03, 0.00000000e+00, 0.00000000e+00, -7.02433585e+00, 0.0000000000, 5957.2542291743, 1.2494536909
        1413, -3.53922839e+03, 0.00000000e+00, 0.00000000e+00, -7.02354646e+00, 0.0000000000, 5950.9907573075, 1.2503359340
        1414, -3.54197125e+03, 0.00000000e+00, 0.00000000e+00, -7.02559180e+00, 0.0000000000, 5940.1838196993, 1.2512215956
        1415, -3.53949335e+03, 0.00000000e+00, 0.00000000e+00, -7.02726844e+00, 0.0000000000, 5962.6065268200, 1.2521062856
        1416, -3.53942404e+03, 0.00000000e+00, 0.00000000e+00, -7.02606911e+00, 0.0000000000, 5981.0504618613, 1.2529960729
        1417, -3.54406095e+03, 0.00000000e+00, 0.00000000e+00, -7.02654353e+00, 0.0000000000, 5964.5562576457, 1.2538961024
        1418, -3.54352309e+03, 0.00000000e+00, 0.00000000e+00, -7.02960640e+00, 0.0000000000, 5969.7709703883, 1.2547697861
        1419, -3.54153432e+03, 0.00000000e+00, 0.00000000e+00, -7.02954436e+00, 0.0000000000, 6003.5477497891, 1.2556500127
        1420, -3.54372558e+03, 0.00000000e+00, 0.00000000e+00, -7.02856764e+00, 0.0000000000, 6002.6901790603, 1.2565287611
        1421, -3.54583167e+03, 0.00000000e+00, 0.00000000e+00, -7.03012606e+00, 0.0000000000, 5989.2054213393, 1.2574156578
        1422, -3.54371089e+03, 0.00000000e+00, 0.00000000e+00, -7.03144930e+00, 0.0000000000, 6006.4234197922, 1.2582903548
        1423, -3.54345441e+03, 0.00000000e+00, 0.00000000e+00, -7.03025329e+00, 0.0000000000, 6021.0819679713, 1.2591721604
        1424, -3.54701126e+03, 0.00000000e+00, 0.00000000e+00, -7.03033024e+00, 0.0000000000, 6004.5231680539, 1.2600622555
        1425, -3.54728239e+03, 0.00000000e+00, 0.00000000e+00, -7.03285605e+00, 0.0000000000, 6005.3743773301, 1.2609406400
        1426, -3.54472818e+03, 0.00000000e+00, 0.00000000e+00, -7.03311346e+00, 0.0000000000, 6033.3807195700, 1.2618254006
        1427, -3.54642231e+03, 0.00000000e+00, 0.00000000e+00, -7.03164242e+00, 0.0000000000, 6036.2422851537, 1.2627248803
        1428, -3.54852309e+03, 0.00000000e+00, 0.00000000e+00, -7.03277646e+00, 0.0000000000, 6015.8309952398, 1.2636067993
        1429, -3.54745069e+03, 0.00000000e+00, 0.00000000e+00, -7.03427336e+00, 0.0000000000, 6028.4109823732, 1.2644862230
        1430, -3.54636943e+03, 0.00000000e+00, 0.00000000e+00, -7.03372915e+00, 0.0000000000, 6045.0566102179, 1.2653593747
        1431, -3.54856730e+03, 0.00000000e+00, 0.00000000e+00, -7.03316120e+00, 0.0000000000, 6037.4864151459, 1.2662373661
        1432, -3.54997862e+03, 0.00000000e+00, 0.00000000e+00, -7.03481836e+00, 0.0000000000, 6029.5959879852, 1.2671081276
        1433, -3.54697047e+03, 0.00000000e+00, 0.00000000e+00, -7.03561452e+00, 0.0000000000, 6048.0301200188, 1.2679871477
        1434, -3.54762001e+03, 0.00000000e+00, 0.00000000e+00, -7.03376424e+00, 0.0000000000, 6056.9065526344, 1.2688617754
        1435, -3.55183458e+03, 0.00000000e+00, 0.00000000e+00, -7.03442824e+00, 0.0000000000, 6031.1563533089, 1.2697406631
        1436, -3.54911188e+03, 0.00000000e+00, 0.00000000e+00, -7.03710403e+00, 0.0000000000, 6038.5378041190, 1.2706137630
        1437, -3.54736149e+03, 0.00000000e+00, 0.00000000e+00, -7.03549712e+00, 0.0000000000, 6068.3751399286, 1.2714977385
        1438, -3.55224736e+03, 0.00000000e+00, 0.00000000e+00, -7.03456180e+00, 0.0000000000, 6045.9633249875, 1.2723818274
        1439, -3.55313664e+03, 0.00000000e+00, 0.00000000e+00, -7.03805994e+00, 0.0000000000, 6032.9564455351, 1.2732690018
        1440, -3.54960244e+03, 0.00000000e+00, 0.00000000e+00, -7.03881039e+00, 0.0000000000, 6071.9572332467, 1.2741687119
        1441, -3.55123053e+03, 0.00000000e+00, 0.00000000e+00, -7.03664950e+00, 0.0000000000, 6080.3568129459, 1.2750452481
        1442, -3.55635081e+03, 0.00000000e+00, 0.00000000e+00, -7.03799074e+00, 0.0000000000, 6050.1782473561, 1.2759180323
        1443, -3.55466728e+03, 0.00000000e+00, 0.00000000e+00, -7.04181913e+00, 0.0000000000, 6065.1446625807, 1.2767900820
        1444, -3.55211570e+03, 0.00000000e+00, 0.00000000e+00, -7.04098980e+00, 0.0000000000, 6108.0682283106, 1.2776781856
        1445, -3.55573846e+03, 0.00000000e+00, 0.00000000e+00, -7.03926384e+00, 0.0000000000, 6096.4152810952, 1.2785640324
        1446, -3.55903862e+03, 0.00000000e+00, 0.00000000e+00, -7.04202712e+00, 0.0000000000, 6072.2352274500, 1.2794461933
        1447, -3.55548263e+03, 0.00000000e+00, 0.00000000e+00, -7.04453028e+00, 0.0000000000, 6103.2225807254, 1.2803330512
        1448, -3.55446881e+03, 0.00000000e+00, 0.00000000e+00, -7.04218959e+00, 0.0000000000, 6131.4294584821, 1.2812192037
        1449, -3.55959676e+03, 0.00000000e+00, 0.00000000e+00, -7.04138831e+00, 0.0000000000, 6098.4721599478, 1.2821044770
        1450, -3.55988512e+03, 0.00000000e+00, 0.00000000e+00, -7.04527279e+00, 0.0000000000, 6087.2308622293, 1.2829858078
        1451, -3.55545089e+03, 0.00000000e+00, 0.00000000e+00, -7.04561499e+00, 0.0000000000, 6130.9440633051, 1.2838579093
        1452, -3.55693250e+03, 0.00000000e+00, 0.00000000e+00, -7.04242618e+00, 0.0000000000, 6134.8099140892, 1.2847276548
        1453, -3.56151570e+03, 0.00000000e+00, 0.00000000e+00, -7.04336971e+00, 0.0000000000, 6089.9300092187, 1.2855989038
        1454, -3.55988907e+03, 0.00000000e+00, 0.00000000e+00, -7.04691494e+00, 0.0000000000, 6100.5238152353, 1.2864873790
        1455, -3.55725984e+03, 0.00000000e+00, 0.00000000e+00, -7.04609481e+00, 0.0000000000, 6140.4940024997, 1.2873603847
        1456, -3.55897374e+03, 0.00000000e+00, 0.00000000e+00, -7.04404352e+00, 0.0000000000, 6128.9091533248, 1.2882386308
        1457, -3.56182590e+03, 0.00000000e+00, 0.00000000e+00, -7.04522265e+00, 0.0000000000, 6100.0288863682, 1.2891139100
        1458, -3.56119932e+03, 0.00000000e+00, 0.00000000e+00, -7.04765440e+00, 0.0000000000, 6113.2928021969, 1.2899877560
        1459, -3.55886704e+03, 0.00000000e+00, 0.00000000e+00, -7.04738711e+00, 0.0000000000, 6140.7384061215, 1.2908725904
        1460, -3.56014661e+03, 0.00000000e+00, 0.00000000e+00, -7.04557211e+00, 0.0000000000, 6136.9601558183, 1.2917558724
        1461, -3.56336590e+03, 0.00000000e+00, 0.00000000e+00, -7.04652785e+00, 0.0000000000, 6111.3661433980, 1.2926319932
        1462, -3.56277392e+03, 0.00000000e+00, 0.00000000e+00, -7.04924287e+00, 0.0000000000, 6122.1349461658, 1.2935150938
        1463, -3.56069463e+03, 0.00000000e+00, 0.00000000e+00, -7.04905413e+00, 0.0000000000, 6152.8299550015, 1.2944016717
        1464, -3.56243711e+03, 0.00000000e+00, 0.00000000e+00, -7.04745497e+00, 0.0000000000, 6150.1565678740, 1.2952784949
        1465, -3.56552132e+03, 0.00000000e+00, 0.00000000e+00, -7.04878739e+00, 0.0000000000, 6127.5520658922, 1.2961547543
        1466, -3.56484439e+03, 0.00000000e+00, 0.00000000e+00, -7.05146915e+00, 0.0000000000, 6142.6101236934, 1.2970388565
        1467, -3.56289597e+03, 0.00000000e+00, 0.00000000e+00, -7.05118522e+00, 0.0000000000, 6173.0295487432, 1.2979197892
        1468, -3.56569244e+03, 0.00000000e+00, 0.00000000e+00, -7.04968772e+00, 0.0000000000, 6168.9951610922, 1.2988097753
        1469, -3.56937797e+03, 0.00000000e+00, 0.00000000e+00, -7.05200019e+00, 0.0000000000, 6147.7603766473, 1.2996926087
        1470, -3.56814922e+03, 0.00000000e+00, 0.00000000e+00, -7.05532219e+00, 0.0000000000, 6174.0039743316, 1.3005852882
        1471, -3.56539061e+03, 0.00000000e+00, 0.00000000e+00, -7.05456695e+00, 0.0000000000, 6211.9006905626, 1.3014699579
        1472, -3.56828555e+03, 0.00000000e+00, 0.00000000e+00, -7.05215367e+00, 0.0000000000, 6201.1075808358, 1.3023457404
        1473, -3.57234891e+03, 0.00000000e+00, 0.00000000e+00, -7.05448108e+00, 0.0000000000, 6166.7448435915, 1.3032286424
        1474, -3.56952125e+03, 0.00000000e+00, 0.00000000e+00, -7.05809824e+00, 0.0000000000, 6193.2400126338, 1.3041157950
        1475, -3.56636355e+03, 0.00000000e+00, 0.00000000e+00, -7.05605270e+00, 0.0000000000, 6234.6436921956, 1.3049883418
        1476, -3.57078427e+03, 0.00000000e+00, 0.00000000e+00, -7.05310541e+00, 0.0000000000, 6205.3474082090, 1.3058672448
        1477, -3.57384794e+03, 0.00000000e+00, 0.00000000e+00, -7.05668007e+00, 0.0000000000, 6163.3780645766, 1.3067451707
        1478, -3.56994416e+03, 0.00000000e+00, 0.00000000e+00, -7.05952679e+00, 0.0000000000, 6204.0963737554, 1.3076237202
        1479, -3.56724797e+03, 0.00000000e+00, 0.00000000e+00, -7.05655852e+00, 0.0000000000, 6236.7152140970, 1.3085065492
        1480, -3.57242817e+03, 0.00000000e+00, 0.00000000e+00, -7.05389152e+00, 0.0000000000, 6194.2344922822, 1.3093842494
        1481, -3.57526299e+03, 0.00000000e+00, 0.00000000e+00, -7.05822933e+00, 0.0000000000, 6156.3122464794, 1.3102664599
        1482, -3.56992570e+03, 0.00000000e+00, 0.00000000e+00, -7.06087470e+00, 0.0000000000, 6205.7016610161, 1.3111494812
        1483, -3.56856475e+03, 0.00000000e+00, 0.00000000e+00, -7.05675939e+00, 0.0000000000, 6236.0154590464, 1.3120252334
        1484, -3.57474002e+03, 0.00000000e+00, 0.00000000e+00, -7.05512360e+00, 0.0000000000, 6177.2030361970, 1.3129028378
        1485, -3.57643278e+03, 0.00000000e+00, 0.00000000e+00, -7.06042151e+00, 0.0000000000, 6153.9801582188, 1.3137992233
        1486, -3.57135655e+03, 0.00000000e+00, 0.00000000e+00, -7.06233997e+00, 0.0000000000, 6214.3314821653, 1.3146864586
        1487, -3.57115860e+03, 0.00000000e+00, 0.00000000e+00, -7.05830532e+00, 0.0000000000, 6236.3314283308, 1.3155677621
        1488, -3.57803979e+03, 0.00000000e+00, 0.00000000e+00, -7.05764375e+00, 0.0000000000, 6178.6633039555, 1.3164474574
        1489, -3.57930703e+03, 0.00000000e+00, 0.00000000e+00, -7.06378257e+00, 0.0000000000, 6169.2584899627, 1.3173317855
        1490, -3.57296748e+03, 0.00000000e+00, 0.00000000e+00, -7.06533680e+00, 0.0000000000, 6239.4171574250, 1.3182184063
        1491, -3.57382680e+03, 0.00000000e+00, 0.00000000e+00, -7.06005750e+00, 0.0000000000, 6257.3061493761, 1.3190979661
        1492, -3.58291968e+03, 0.00000000e+00, 0.00000000e+00, -7.06018220e+00, 0.0000000000, 6181.7025421724, 1.3199785886
        1493, -3.58096385e+03, 0.00000000e+00, 0.00000000e+00, -7.06836069e+00, 0.0000000000, 6183.1226889440, 1.3208530720
        1494, -3.57280451e+03, 0.00000000e+00, 0.00000000e+00, -7.06728549e+00, 0.0000000000, 6276.9786863630, 1.3217332375
        1495, -3.57796810e+03, 0.00000000e+00, 0.00000000e+00, -7.05994123e+00, 0.0000000000, 6261.4577173740, 1.3226137645
        1496, -3.58784820e+03, 0.00000000e+00, 0.00000000e+00, -7.06391876e+00, 0.0000000000, 6156.4618833238, 1.3234930345
        1497, -3.58122451e+03, 0.00000000e+00, 0.00000000e+00, -7.07285618e+00, 0.0000000000, 6201.7351798964, 1.3243673920
        1498, -3.57331640e+03, 0.00000000e+00, 0.00000000e+00, -7.06813837e+00, 0.0000000000, 6304.6815722335, 1.3252454600
        1499, -3.58301959e+03, 0.00000000e+00, 0.00000000e+00, -7.06023987e+00, 0.0000000000, 6236.5634179622, 1.3261255500
        1500, -3.59110104e+03, 0.00000000e+00, 0.00000000e+00, -7.06864035e+00, 0.0000000000, 6124.1644271778, 1.3270051181
        1501, -3.57985642e+03, 0.00000000e+00, 0.00000000e+00, -7.07579620e+00, 0.0000000000, 6219.6683627977, 1.3281282147
        1502, -3.57520043e+03, 0.00000000e+00, 0.00000000e+00, -7.06738531e+00, 0.0000000000, 6302.1960839978, 1.3290121379
        1503, -3.58805240e+03, 0.00000000e+00, 0.00000000e+00, -7.06186152e+00, 0.0000000000, 6181.3170467060, 1.3298854848
        1504, -3.59105348e+03, 0.00000000e+00, 0.00000000e+00, -7.07324051e+00, 0.0000000000, 6103.1947819599, 1.3307618417
        1505, -3.57736314e+03, 0.00000000e+00, 0.00000000e+00, -7.07595190e+00, 0.0000000000, 6232.4732718966, 1.3316407616
        1506, -3.57794378e+03, 0.00000000e+00, 0.00000000e+00, -7.06523145e+00, 0.0000000000, 6263.6795392516, 1.3325208943
        1507, -3.59147795e+03, 0.00000000e+00, 0.00000000e+00, -7.06442709e+00, 0.0000000000, 6110.9550292758, 1.3334101842
        1508, -3.58819378e+03, 0.00000000e+00, 0.00000000e+00, -7.07601100e+00, 0.0000000000, 6099.6472620998, 1.3342954711
        1509, -3.57712138e+03, 0.00000000e+00, 0.00000000e+00, -7.07422256e+00, 0.0000000000, 6231.2023463393, 1.3351747804
        1510, -3.58329827e+03, 0.00000000e+00, 0.00000000e+00, -7.06490599e+00, 0.0000000000, 6205.5947375241, 1.3360495960
        1511, -3.59428433e+03, 0.00000000e+00, 0.00000000e+00, -7.06957703e+00, 0.0000000000, 6073.8889104107, 1.3369238480
        1512, -3.58667764e+03, 0.00000000e+00, 0.00000000e+00, -7.07881484e+00, 0.0000000000, 6126.3763443541, 1.3378011340
        1513, -3.58050493e+03, 0.00000000e+00, 0.00000000e+00, -7.07390190e+00, 0.0000000000, 6231.5189839437, 1.3386806114
        1514, -3.58870543e+03, 0.00000000e+00, 0.00000000e+00, -7.06799882e+00, 0.0000000000, 6161.4223442222, 1.3395610156
        1515, -3.59551763e+03, 0.00000000e+00, 0.00000000e+00, -7.07486481e+00, 0.0000000000, 6078.2407725048, 1.3404370973
        1516, -3.58847278e+03, 0.00000000e+00, 0.00000000e+00, -7.08109097e+00, 0.0000000000, 6155.6042400658, 1.3413097847
        1517, -3.58384878e+03, 0.00000000e+00, 0.00000000e+00, -7.07597116e+00, 0.0000000000, 6226.6093877875, 1.3421814733
        1518, -3.59310790e+03, 0.00000000e+00, 0.00000000e+00, -7.07127320e+00, 0.0000000000, 6153.6360746553, 1.3430531868
        1519, -3.59738662e+03, 0.00000000e+00, 0.00000000e+00, -7.07933045e+00, 0.0000000000, 6087.4281660476, 1.3439452767
        1520, -3.58765415e+03, 0.00000000e+00, 0.00000000e+00, -7.08303024e+00, 0.0000000000, 6178.4516234978, 1.3448162675
        1521, -3.58682681e+03, 0.00000000e+00, 0.00000000e+00, -7.07561514e+00, 0.0000000000, 6220.7032144239, 1.3457042338
        1522, -3.59780427e+03, 0.00000000e+00, 0.00000000e+00, -7.07404107e+00, 0.0000000000, 6115.3932030911, 1.3465811851
        1523, -3.59767586e+03, 0.00000000e+00, 0.00000000e+00, -7.08368305e+00, 0.0000000000, 6093.2684242822, 1.3474526289
        1524, -3.58804360e+03, 0.00000000e+00, 0.00000000e+00, -7.08404958e+00, 0.0000000000, 6202.4589062532, 1.3483256497
        1525, -3.59065610e+03, 0.00000000e+00, 0.00000000e+00, -7.07613055e+00, 0.0000000000, 6206.6480757385, 1.3491951645
        1526, -3.60171328e+03, 0.00000000e+00, 0.00000000e+00, -7.07767866e+00, 0.0000000000, 6094.5000667727, 1.3500668316
        1527, -3.59718278e+03, 0.00000000e+00, 0.00000000e+00, -7.08729678e+00, 0.0000000000, 6111.9046793369, 1.3509387358
        1528, -3.58926184e+03, 0.00000000e+00, 0.00000000e+00, -7.08439754e+00, 0.0000000000, 6221.1557242597, 1.3518098891
        1529, -3.59531418e+03, 0.00000000e+00, 0.00000000e+00, -7.07730600e+00, 0.0000000000, 6179.7632463327, 1.3526812135
        1530, -3.60327163e+03, 0.00000000e+00, 0.00000000e+00, -7.08218009e+00, 0.0000000000, 6079.6739913589, 1.3535599418
        1531, -3.59623466e+03, 0.00000000e+00, 0.00000000e+00, -7.08904398e+00, 0.0000000000, 6134.5055735885, 1.3544288264
        1532, -3.58902746e+03, 0.00000000e+00, 0.00000000e+00, -7.08371750e+00, 0.0000000000, 6212.5610898616, 1.3553173635
        1533, -3.59794330e+03, 0.00000000e+00, 0.00000000e+00, -7.07696531e+00, 0.0000000000, 6136.8315072431, 1.3561887274
        1534, -3.60478598e+03, 0.00000000e+00, 0.00000000e+00, -7.08463671e+00, 0.0000000000, 6042.1569692201, 1.3570640766
        1535, -3.59352081e+03, 0.00000000e+00, 0.00000000e+00, -7.08980379e+00, 0.0000000000, 6128.1463613695, 1.3579428490
        1536, -3.59051155e+03, 0.00000000e+00, 0.00000000e+00, -7.08166915e+00, 0.0000000000, 6186.7531338297, 1.3588200183
        1537, -3.60329074e+03, 0.00000000e+00, 0.00000000e+00, -7.07830783e+00, 0.0000000000, 6071.9494375683, 1.3597044201
        1538, -3.60447172e+03, 0.00000000e+00, 0.00000000e+00, -7.08931500e+00, 0.0000000000, 6025.1356354105, 1.3605835276
        1539, -3.59243372e+03, 0.00000000e+00, 0.00000000e+00, -7.09021661e+00, 0.0000000000, 6148.5480382769, 1.3614619578
        1540, -3.59558640e+03, 0.00000000e+00, 0.00000000e+00, -7.08114293e+00, 0.0000000000, 6158.7681615527, 1.3623442128
        1541, -3.60969864e+03, 0.00000000e+00, 0.00000000e+00, -7.08323203e+00, 0.0000000000, 6031.4283722083, 1.3632236554
        1542, -3.60361859e+03, 0.00000000e+00, 0.00000000e+00, -7.09502092e+00, 0.0000000000, 6054.6836572285, 1.3641030676
        1543, -3.59385602e+03, 0.00000000e+00, 0.00000000e+00, -7.09107818e+00, 0.0000000000, 6187.6048117236, 1.3649837871
        1544, -3.60350193e+03, 0.00000000e+00, 0.00000000e+00, -7.08265265e+00, 0.0000000000, 6131.6849127915, 1.3658601802
        1545, -3.61196976e+03, 0.00000000e+00, 0.00000000e+00, -7.09083822e+00, 0.0000000000, 6013.8736462676, 1.3667370110
        1546, -3.60117589e+03, 0.00000000e+00, 0.00000000e+00, -7.09743406e+00, 0.0000000000, 6105.2401999309, 1.3676214332
        1547, -3.59744612e+03, 0.00000000e+00, 0.00000000e+00, -7.08989460e+00, 0.0000000000, 6179.8712383006, 1.3685056463
        1548, -3.60946855e+03, 0.00000000e+00, 0.00000000e+00, -7.08590208e+00, 0.0000000000, 6073.5129986364, 1.3693865700
        1549, -3.61124378e+03, 0.00000000e+00, 0.00000000e+00, -7.09625845e+00, 0.0000000000, 6017.9343754304, 1.3702699490
        1550, -3.59982523e+03, 0.00000000e+00, 0.00000000e+00, -7.09754667e+00, 0.0000000000, 6133.8413441175, 1.3711521905
        1551, -3.60169100e+03, 0.00000000e+00, 0.00000000e+00, -7.08891991e+00, 0.0000000000, 6148.4142246136, 1.3720394125
        1552, -3.61337442e+03, 0.00000000e+00, 0.00000000e+00, -7.08988183e+00, 0.0000000000, 6027.4880418518, 1.3729185669
        1553, -3.60967000e+03, 0.00000000e+00, 0.00000000e+00, -7.09972529e+00, 0.0000000000, 6038.1777086071, 1.3738035964
        1554, -3.60003684e+03, 0.00000000e+00, 0.00000000e+00, -7.09709327e+00, 0.0000000000, 6148.6625640132, 1.3746793502
        1555, -3.60608854e+03, 0.00000000e+00, 0.00000000e+00, -7.08917109e+00, 0.0000000000, 6111.5115482076, 1.3755580547
        1556, -3.61485314e+03, 0.00000000e+00, 0.00000000e+00, -7.09402669e+00, 0.0000000000, 6001.0391253798, 1.3764296952
        1557, -3.60753319e+03, 0.00000000e+00, 0.00000000e+00, -7.10096635e+00, 0.0000000000, 6054.9552805975, 1.3773084515
        1558, -3.60105485e+03, 0.00000000e+00, 0.00000000e+00, -7.09569626e+00, 0.0000000000, 6132.8545938283, 1.3781897310
        1559, -3.60920357e+03, 0.00000000e+00, 0.00000000e+00, -7.09001988e+00, 0.0000000000, 6058.8831044825, 1.3790675231
        1560, -3.61476894e+03, 0.00000000e+00, 0.00000000e+00, -7.09684794e+00, 0.0000000000, 5980.2066794663, 1.3799491955
        1561, -3.60627586e+03, 0.00000000e+00, 0.00000000e+00, -7.10098521e+00, 0.0000000000, 6055.8993508421, 1.3808229410
        1562, -3.60349727e+03, 0.00000000e+00, 0.00000000e+00, -7.09494906e+00, 0.0000000000, 6102.2284269395, 1.3817129853
        1563, -3.61230150e+03, 0.00000000e+00, 0.00000000e+00, -7.09232719e+00, 0.0000000000, 6018.0017843382, 1.3825857235
        1564, -3.61508500e+03, 0.00000000e+00, 0.00000000e+00, -7.09988463e+00, 0.0000000000, 5981.7800199644, 1.3834662024
        1565, -3.60662540e+03, 0.00000000e+00, 0.00000000e+00, -7.10188500e+00, 0.0000000000, 6065.6366829953, 1.3843472355
