"Iteration","CL","CD","CSF","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","AoA","Custom_ObjFunc","HeatFlux_Total","HeatFlux_Maximum","Temperature_Total","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Res_Turb[0]","Linear_Solver_Iterations","CFL_Number","Time(min)"
         569, -2.78680840e-02, 4.44114307e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85712102e-05, 4.44114307e-03, -2.78680840e-02, 0.00000000e+00, -6.27498002e+00, 0.00000000e+00, 0.00000000e+00, -4.19613662e+03, 3.37838548e+06, 0.00000000e+00, -8.43178113e+00, -7.42798542e+00, -7.49663287e+00, -1.09764239e+00, 0.00000000e+00, -16.8879180093, 10.0000000000, 1087.1403031558, 0.5046765691
         570, -2.78673144e-02, 4.44167383e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85704346e-05, 4.44167383e-03, -2.78673144e-02, 0.00000000e+00, -6.27405690e+00, 0.00000000e+00, 0.00000000e+00, -4.19608478e+03, 3.37839790e+06, 0.00000000e+00, -8.54665352e+00, -7.61751192e+00, -7.49269161e+00, -1.14016332e+00, 0.00000000e+00, -16.8797852370, 10.0000000000, 1079.7500575232, 0.5055513716
         571, -2.78678591e-02, 4.44144307e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85709610e-05, 4.44144307e-03, -2.78678591e-02, 0.00000000e+00, -6.27450552e+00, 0.00000000e+00, 0.00000000e+00, -4.19603764e+03, 3.37840935e+06, 0.00000000e+00, -8.48092702e+00, -7.56950804e+00, -7.70653418e+00, -1.11872798e+00, 0.00000000e+00, -16.8294718371, 10.0000000000, 1167.7233925070, 0.5064275929
         572, -2.78680587e-02, 4.44092278e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85711934e-05, 4.44092278e-03, -2.78680587e-02, 0.00000000e+00, -6.27528559e+00, 0.00000000e+00, 0.00000000e+00, -4.19573732e+03, 3.37836953e+06, 0.00000000e+00, -8.45395455e+00, -7.43369443e+00, -7.40710055e+00, -1.12458791e+00, 0.00000000e+00, -16.9058185707, 10.0000000000, 1111.4876363590, 0.5073024123
         573, -2.78674768e-02, 4.44160367e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85706011e-05, 4.44160367e-03, -2.78674768e-02, 0.00000000e+00, -6.27419257e+00, 0.00000000e+00, 0.00000000e+00, -4.19557963e+03, 3.37836569e+06, 0.00000000e+00, -8.55899198e+00, -7.61686296e+00, -7.46319573e+00, -1.16223384e+00, 0.00000000e+00, -16.9002357154, 10.0000000000, 1123.5504490644, 0.5081823380
         574, -2.78678063e-02, 4.44140445e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85709038e-05, 4.44140445e-03, -2.78678063e-02, 0.00000000e+00, -6.27454820e+00, 0.00000000e+00, 0.00000000e+00, -4.19554544e+03, 3.37837621e+06, 0.00000000e+00, -8.49263748e+00, -7.59238674e+00, -7.73417435e+00, -1.08703414e+00, 0.00000000e+00, -16.8099831020, 10.0000000000, 1204.2296733952, 0.5090578445
         575, -2.78682271e-02, 4.44091558e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85713623e-05, 4.44091558e-03, -2.78682271e-02, 0.00000000e+00, -6.27533369e+00, 0.00000000e+00, 0.00000000e+00, -4.19538165e+03, 3.37836658e+06, 0.00000000e+00, -8.43991392e+00, -7.43194236e+00, -7.39485385e+00, -1.14565880e+00, 0.00000000e+00, -16.9000753393, 10.0000000000, 1012.7671881141, 0.5099361516
         576, -2.78674705e-02, 4.44163465e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85705944e-05, 4.44163465e-03, -2.78674705e-02, 0.00000000e+00, -6.27414740e+00, 0.00000000e+00, 0.00000000e+00, -4.19515612e+03, 3.37834661e+06, 0.00000000e+00, -8.57144480e+00, -7.60034618e+00, -7.46083661e+00, -1.16330337e+00, 0.00000000e+00, -16.9491095422, 10.0000000000, 1128.2604249056, 0.5108141198
         577, -2.78677939e-02, 4.44142344e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85708983e-05, 4.44142344e-03, -2.78677939e-02, 0.00000000e+00, -6.27451860e+00, 0.00000000e+00, 0.00000000e+00, -4.19513570e+03, 3.37836032e+06, 0.00000000e+00, -8.49246896e+00, -7.61191468e+00, -7.75330362e+00, -1.12146234e+00, 0.00000000e+00, -16.8450804459, 10.0000000000, 1165.5341574359, 0.5116931973
         578, -2.78681488e-02, 4.44081708e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85712909e-05, 4.44081708e-03, -2.78681488e-02, 0.00000000e+00, -6.27545525e+00, 0.00000000e+00, 0.00000000e+00, -4.19506252e+03, 3.37837054e+06, 0.00000000e+00, -8.45378160e+00, -7.46685911e+00, -7.44636027e+00, -1.14739349e+00, 0.00000000e+00, -16.9194894515, 10.0000000000, 1058.4832277647, 0.5125709119
         579, -2.78675911e-02, 4.44165551e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85707204e-05, 4.44165551e-03, -2.78675911e-02, 0.00000000e+00, -6.27414509e+00, 0.00000000e+00, 0.00000000e+00, -4.19476835e+03, 3.37833620e+06, 0.00000000e+00, -8.57178492e+00, -7.62516733e+00, -7.48711125e+00, -1.16916010e+00, 0.00000000e+00, -16.9438951819, 10.0000000000, 1110.2707517087, 0.5134467257
         580, -2.78678158e-02, 4.44145185e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85709163e-05, 4.44145185e-03, -2.78678158e-02, 0.00000000e+00, -6.27448337e+00, 0.00000000e+00, 0.00000000e+00, -4.19467555e+03, 3.37833312e+06, 0.00000000e+00, -8.48585569e+00, -7.58733233e+00, -7.74836343e+00, -1.13365461e+00, 0.00000000e+00, -16.8456517921, 10.0000000000, 1155.6922070927, 0.5143273905
         581, -2.78681556e-02, 4.44094375e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85712890e-05, 4.44094375e-03, -2.78681556e-02, 0.00000000e+00, -6.27527777e+00, 0.00000000e+00, 0.00000000e+00, -4.19458601e+03, 3.37833880e+06, 0.00000000e+00, -8.45100078e+00, -7.45632657e+00, -7.44754253e+00, -1.15968830e+00, 0.00000000e+00, -16.9176189510, 10.0000000000, 1064.9683364114, 0.5152057444
         582, -2.78675872e-02, 4.44163957e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85707136e-05, 4.44163957e-03, -2.78675872e-02, 0.00000000e+00, -6.27416674e+00, 0.00000000e+00, 0.00000000e+00, -4.19438204e+03, 3.37832093e+06, 0.00000000e+00, -8.56155592e+00, -7.61510612e+00, -7.50459095e+00, -1.16819682e+00, 0.00000000e+00, -16.9272803185, 10.0000000000, 1117.2841834407, 0.5160842687
         583, -2.78677928e-02, 4.44151809e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85708909e-05, 4.44151809e-03, -2.78677928e-02, 0.00000000e+00, -6.27438462e+00, 0.00000000e+00, 0.00000000e+00, -4.19429327e+03, 3.37831900e+06, 0.00000000e+00, -8.48260105e+00, -7.55946596e+00, -7.71586386e+00, -1.16070614e+00, 0.00000000e+00, -16.8574367389, 10.0000000000, 1134.9336363374, 0.5169593935
         584, -2.78679926e-02, 4.44101956e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85711193e-05, 4.44101956e-03, -2.78679926e-02, 0.00000000e+00, -6.27513394e+00, 0.00000000e+00, 0.00000000e+00, -4.19423302e+03, 3.37833018e+06, 0.00000000e+00, -8.46601131e+00, -7.46925458e+00, -7.44297428e+00, -1.16900469e+00, 0.00000000e+00, -16.9347140032, 10.0000000000, 1115.5262129507, 0.5178359190
         585, -2.78676320e-02, 4.44164289e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85707580e-05, 4.44164289e-03, -2.78676320e-02, 0.00000000e+00, -6.27417213e+00, 0.00000000e+00, 0.00000000e+00, -4.19406842e+03, 3.37832070e+06, 0.00000000e+00, -8.55504721e+00, -7.63594895e+00, -7.53341876e+00, -1.18310801e+00, 0.00000000e+00, -16.9136072591, 10.0000000000, 1132.7097161969, 0.5187080951
         586, -2.78677864e-02, 4.44150012e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85708855e-05, 4.44150012e-03, -2.78677864e-02, 0.00000000e+00, -6.27440856e+00, 0.00000000e+00, 0.00000000e+00, -4.19395217e+03, 3.37831268e+06, 0.00000000e+00, -8.48094453e+00, -7.55067501e+00, -7.71453491e+00, -1.17004067e+00, 0.00000000e+00, -16.8456530440, 10.0000000000, 1162.5222746363, 0.5195819849
         587, -2.78678935e-02, 4.44090436e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85710157e-05, 4.44090436e-03, -2.78678935e-02, 0.00000000e+00, -6.27527441e+00, 0.00000000e+00, 0.00000000e+00, -4.19387268e+03, 3.37832010e+06, 0.00000000e+00, -8.48311298e+00, -7.48105869e+00, -7.43581717e+00, -1.17804562e+00, 0.00000000e+00, -16.9404573357, 10.0000000000, 1128.0645087641, 0.5204545261
         588, -2.78674460e-02, 4.44158376e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85705702e-05, 4.44158376e-03, -2.78674460e-02, 0.00000000e+00, -6.27421378e+00, 0.00000000e+00, 0.00000000e+00, -4.19375194e+03, 3.37831883e+06, 0.00000000e+00, -8.53340419e+00, -7.60098508e+00, -7.52078655e+00, -1.17380962e+00, 0.00000000e+00, -16.9349007184, 10.0000000000, 1144.8218255070, 0.5213300661
         589, -2.78678103e-02, 4.44157743e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85709107e-05, 4.44157743e-03, -2.78678103e-02, 0.00000000e+00, -6.27430474e+00, 0.00000000e+00, 0.00000000e+00, -4.19363013e+03, 3.37830996e+06, 0.00000000e+00, -8.47229478e+00, -7.53938213e+00, -7.68793454e+00, -1.20041118e+00, 0.00000000e+00, -16.8649848599, 10.0000000000, 1133.7097897089, 0.5222033605
         590, -2.78679715e-02, 4.44108457e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85710903e-05, 4.44108457e-03, -2.78679715e-02, 0.00000000e+00, -6.27503735e+00, 0.00000000e+00, 0.00000000e+00, -4.19354721e+03, 3.37831602e+06, 0.00000000e+00, -8.50192429e+00, -7.50668282e+00, -7.44998906e+00, -1.18880076e+00, 0.00000000e+00, -16.9629926130, 10.0000000000, 1190.6473293302, 0.5230762435
         591, -2.78675645e-02, 4.44183747e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85706836e-05, 4.44183747e-03, -2.78675645e-02, 0.00000000e+00, -6.27388208e+00, 0.00000000e+00, 0.00000000e+00, -4.19348172e+03, 3.37832383e+06, 0.00000000e+00, -8.53626785e+00, -7.61599754e+00, -7.52119443e+00, -1.19246716e+00, 0.00000000e+00, -16.9307475776, 10.0000000000, 1159.2383241268, 0.5239590849
         592, -2.78679146e-02, 4.44138574e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85710197e-05, 4.44138574e-03, -2.78679146e-02, 0.00000000e+00, -6.27459901e+00, 0.00000000e+00, 0.00000000e+00, -4.19338388e+03, 3.37831972e+06, 0.00000000e+00, -8.46966760e+00, -7.54798256e+00, -7.73194917e+00, -1.21216101e+00, 0.00000000e+00, -16.8635918958, 10.0000000000, 1167.0940199585, 0.5248339184
         593, -2.78678809e-02, 4.44096664e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85710075e-05, 4.44096664e-03, -2.78678809e-02, 0.00000000e+00, -6.27518357e+00, 0.00000000e+00, 0.00000000e+00, -4.19325460e+03, 3.37831452e+06, 0.00000000e+00, -8.47608200e+00, -7.47744132e+00, -7.48866181e+00, -1.19181713e+00, 0.00000000e+00, -16.9545055431, 10.0000000000, 1210.2105216813, 0.5257118607
         594, -2.78674744e-02, 4.44173914e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85705950e-05, 4.44173914e-03, -2.78674744e-02, 0.00000000e+00, -6.27400068e+00, 0.00000000e+00, 0.00000000e+00, -4.19318225e+03, 3.37832201e+06, 0.00000000e+00, -8.57782865e+00, -7.64607037e+00, -7.53662674e+00, -1.22141284e+00, 0.00000000e+00, -16.9550782648, 10.0000000000, 1154.8273083619, 0.5265842861
         595, -2.78678685e-02, 4.44137487e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85709728e-05, 4.44137487e-03, -2.78678685e-02, 0.00000000e+00, -6.27460398e+00, 0.00000000e+00, 0.00000000e+00, -4.19312306e+03, 3.37832579e+06, 0.00000000e+00, -8.50718856e+00, -7.58448636e+00, -7.75434570e+00, -1.19772793e+00, 0.00000000e+00, -16.8595978017, 10.0000000000, 1219.5331561903, 0.5274591284
         596, -2.78679838e-02, 4.44095861e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85711135e-05, 4.44095861e-03, -2.78679838e-02, 0.00000000e+00, -6.27521810e+00, 0.00000000e+00, 0.00000000e+00, -4.19293997e+03, 3.37830952e+06, 0.00000000e+00, -8.47207662e+00, -7.46805717e+00, -7.48722720e+00, -1.20422463e+00, 0.00000000e+00, -16.9291666755, 10.0000000000, 1154.8051229617, 0.5283315441
         597, -2.78674479e-02, 4.44177218e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85705655e-05, 4.44177218e-03, -2.78674479e-02, 0.00000000e+00, -6.27394805e+00, 0.00000000e+00, 0.00000000e+00, -4.19282091e+03, 3.37830534e+06, 0.00000000e+00, -8.59161878e+00, -7.63598001e+00, -7.52052321e+00, -1.22625374e+00, 0.00000000e+00, -16.9606812962, 10.0000000000, 1168.7081347466, 0.5292096057
         598, -2.78678435e-02, 4.44142061e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85709461e-05, 4.44142061e-03, -2.78678435e-02, 0.00000000e+00, -6.27453374e+00, 0.00000000e+00, 0.00000000e+00, -4.19279381e+03, 3.37831595e+06, 0.00000000e+00, -8.50996424e+00, -7.60612901e+00, -7.76414333e+00, -1.22534017e+00, 0.00000000e+00, -16.8872481857, 10.0000000000, 1217.1086627828, 0.5300852794
         599, -2.78680041e-02, 4.44099591e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85711347e-05, 4.44099591e-03, -2.78680041e-02, 0.00000000e+00, -6.27516995e+00, 0.00000000e+00, 0.00000000e+00, -4.19264589e+03, 3.37830766e+06, 0.00000000e+00, -8.50134156e+00, -7.49795253e+00, -7.51609426e+00, -1.20235216e+00, 0.00000000e+00, -16.9392125089, 10.0000000000, 1214.5510799408, 0.5309565171
         600, -2.78674611e-02, 4.44179261e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85705772e-05, 4.44179261e-03, -2.78674611e-02, 0.00000000e+00, -6.27392216e+00, 0.00000000e+00, 0.00000000e+00, -4.19245965e+03, 3.37828910e+06, 0.00000000e+00, -8.59369559e+00, -7.64091801e+00, -7.51428976e+00, -1.22765684e+00, 0.00000000e+00, -16.9632312008, 10.0000000000, 1151.9344532787, 0.5318337808
         601, -2.78677717e-02, 4.44142553e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85708724e-05, 4.44142553e-03, -2.78677717e-02, 0.00000000e+00, -6.27451063e+00, 0.00000000e+00, 0.00000000e+00, -4.19242907e+03, 3.37829811e+06, 0.00000000e+00, -8.50916494e+00, -7.62376428e+00, -7.78545510e+00, -1.23936459e+00, 0.00000000e+00, -16.9007386355, 10.0000000000, 1206.9006295852, 0.5327360368
         602, -2.78679708e-02, 4.44100387e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85711017e-05, 4.44100387e-03, -2.78679708e-02, 0.00000000e+00, -6.27515120e+00, 0.00000000e+00, 0.00000000e+00, -4.19234741e+03, 3.37830389e+06, 0.00000000e+00, -8.50145178e+00, -7.50377773e+00, -7.53190606e+00, -1.21253316e+00, 0.00000000e+00, -16.9528045772, 10.0000000000, 1233.2119205506, 0.5336124247
         603, -2.78674411e-02, 4.44178427e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85705566e-05, 4.44178427e-03, -2.78674411e-02, 0.00000000e+00, -6.27392943e+00, 0.00000000e+00, 0.00000000e+00, -4.19213485e+03, 3.37828013e+06, 0.00000000e+00, -8.62436136e+00, -7.66075804e+00, -7.53274487e+00, -1.23106256e+00, 0.00000000e+00, -16.9612407226, 10.0000000000, 1159.3278871558, 0.5344846816
         604, -2.78677303e-02, 4.44149230e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85708267e-05, 4.44149230e-03, -2.78677303e-02, 0.00000000e+00, -6.27440699e+00, 0.00000000e+00, 0.00000000e+00, -4.19205284e+03, 3.37827791e+06, 0.00000000e+00, -8.51836742e+00, -7.62836647e+00, -7.79467862e+00, -1.24348457e+00, 0.00000000e+00, -16.9182869506, 10.0000000000, 1199.5816271576, 0.5353586816
         605, -2.78678906e-02, 4.44109746e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85710112e-05, 4.44109746e-03, -2.78678906e-02, 0.00000000e+00, -6.27500090e+00, 0.00000000e+00, 0.00000000e+00, -4.19200461e+03, 3.37828961e+06, 0.00000000e+00, -8.51424031e+00, -7.52043390e+00, -7.53074310e+00, -1.22225808e+00, 0.00000000e+00, -16.9721061683, 10.0000000000, 1227.3471389847, 0.5362708666
         606, -2.78676521e-02, 4.44168497e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85707723e-05, 4.44168497e-03, -2.78676521e-02, 0.00000000e+00, -6.27411721e+00, 0.00000000e+00, 0.00000000e+00, -4.19183913e+03, 3.37827497e+06, 0.00000000e+00, -8.60135983e+00, -7.64275473e+00, -7.52685658e+00, -1.24270634e+00, 0.00000000e+00, -16.9892406369, 10.0000000000, 1168.8019303003, 0.5372238532
         607, -2.78677688e-02, 4.44145610e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85708675e-05, 4.44145610e-03, -2.78677688e-02, 0.00000000e+00, -6.27446678e+00, 0.00000000e+00, 0.00000000e+00, -4.19170942e+03, 3.37826244e+06, 0.00000000e+00, -8.54348321e+00, -7.64318286e+00, -7.76599968e+00, -1.25575927e+00, 0.00000000e+00, -16.9410006689, 10.0000000000, 1213.6669569799, 0.5381650441
         608, -2.78677814e-02, 4.44113109e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85709005e-05, 4.44113109e-03, -2.78677814e-02, 0.00000000e+00, -6.27492880e+00, 0.00000000e+00, 0.00000000e+00, -4.19168632e+03, 3.37827761e+06, 0.00000000e+00, -8.54142588e+00, -7.54978721e+00, -7.55080732e+00, -1.22698230e+00, 0.00000000e+00, -16.9981196460, 10.0000000000, 1243.2024930395, 0.5390311332
         609, -2.78676535e-02, 4.44178532e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85707699e-05, 4.44178532e-03, -2.78676535e-02, 0.00000000e+00, -6.27397578e+00, 0.00000000e+00, 0.00000000e+00, -4.19160710e+03, 3.37828171e+06, 0.00000000e+00, -8.62836369e+00, -7.65226623e+00, -7.53246386e+00, -1.26893448e+00, 0.00000000e+00, -17.0206970027, 10.0000000000, 1163.4960225824, 0.5399066110
         610, -2.78678627e-02, 4.44142687e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85709627e-05, 4.44142687e-03, -2.78678627e-02, 0.00000000e+00, -6.27452924e+00, 0.00000000e+00, 0.00000000e+00, -4.19141991e+03, 3.37825842e+06, 0.00000000e+00, -8.55571995e+00, -7.67449998e+00, -7.77720421e+00, -1.25433140e+00, 0.00000000e+00, -16.9644201374, 10.0000000000, 1256.9750211644, 0.5407782734
         611, -2.78677713e-02, 4.44124605e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85708884e-05, 4.44124605e-03, -2.78677713e-02, 0.00000000e+00, -6.27476411e+00, 0.00000000e+00, 0.00000000e+00, -4.19135838e+03, 3.37826396e+06, 0.00000000e+00, -8.53864696e+00, -7.55846520e+00, -7.61669287e+00, -1.22636666e+00, 0.00000000e+00, -17.0009353064, 10.0000000000, 1215.4121364223, 0.5416508671
         612, -2.78676968e-02, 4.44182314e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85708099e-05, 4.44182314e-03, -2.78676968e-02, 0.00000000e+00, -6.27393211e+00, 0.00000000e+00, 0.00000000e+00, -4.19133836e+03, 3.37827909e+06, 0.00000000e+00, -8.63222723e+00, -7.65462180e+00, -7.54968244e+00, -1.28618398e+00, 0.00000000e+00, -17.0329083662, 10.0000000000, 1139.6167558070, 0.5425213440
         613, -2.78678702e-02, 4.44133986e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85709733e-05, 4.44133986e-03, -2.78678702e-02, 0.00000000e+00, -6.27465383e+00, 0.00000000e+00, 0.00000000e+00, -4.19114451e+03, 3.37825527e+06, 0.00000000e+00, -8.58079020e+00, -7.70120016e+00, -7.77475058e+00, -1.26366896e+00, 0.00000000e+00, -16.9792824970, 10.0000000000, 1272.3678392894, 0.5434224511
         614, -2.78677878e-02, 4.44126100e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85709069e-05, 4.44126100e-03, -2.78677878e-02, 0.00000000e+00, -6.27474671e+00, 0.00000000e+00, 0.00000000e+00, -4.19100163e+03, 3.37824303e+06, 0.00000000e+00, -8.54286968e+00, -7.56883097e+00, -7.66957195e+00, -1.23078722e+00, 0.00000000e+00, -17.0017268409, 10.0000000000, 1208.0854714808, 0.5442951454
         615, -2.78676692e-02, 4.44178056e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85707826e-05, 4.44178056e-03, -2.78676692e-02, 0.00000000e+00, -6.27398602e+00, 0.00000000e+00, 0.00000000e+00, -4.19099869e+03, 3.37826058e+06, 0.00000000e+00, -8.64428926e+00, -7.66470245e+00, -7.56921081e+00, -1.29570158e+00, 0.00000000e+00, -17.0430322019, 10.0000000000, 1119.9945869388, 0.5451690545
         616, -2.78679010e-02, 4.44134917e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85710045e-05, 4.44134917e-03, -2.78679010e-02, 0.00000000e+00, -6.27464763e+00, 0.00000000e+00, 0.00000000e+00, -4.19089293e+03, 3.37825654e+06, 0.00000000e+00, -8.60373042e+00, -7.73024336e+00, -7.78482290e+00, -1.26923600e+00, 0.00000000e+00, -17.0041083286, 10.0000000000, 1262.2559071081, 0.5460374997
         617, -2.78678337e-02, 4.44128651e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85709530e-05, 4.44128651e-03, -2.78678337e-02, 0.00000000e+00, -6.27472099e+00, 0.00000000e+00, 0.00000000e+00, -4.19068552e+03, 3.37823030e+06, 0.00000000e+00, -8.57163170e+00, -7.58791615e+00, -7.68968758e+00, -1.23740949e+00, 0.00000000e+00, -17.0147353333, 10.0000000000, 1187.6318521952, 0.5469130944
         618, -2.78677183e-02, 4.44180673e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85708317e-05, 4.44180673e-03, -2.78677183e-02, 0.00000000e+00, -6.27396012e+00, 0.00000000e+00, 0.00000000e+00, -4.19067129e+03, 3.37824397e+06, 0.00000000e+00, -8.65756978e+00, -7.67775666e+00, -7.57748519e+00, -1.31077222e+00, 0.00000000e+00, -17.0517962400, 10.0000000000, 1103.7108877280, 0.5477859210
         619, -2.78678919e-02, 4.44130812e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85709973e-05, 4.44130812e-03, -2.78678919e-02, 0.00000000e+00, -6.27470357e+00, 0.00000000e+00, 0.00000000e+00, -4.19062371e+03, 3.37825163e+06, 0.00000000e+00, -8.60966688e+00, -7.75843313e+00, -7.78517603e+00, -1.28179958e+00, 0.00000000e+00, -17.0044939913, 10.0000000000, 1263.4134928461, 0.5486604856
         620, -2.78678495e-02, 4.44127029e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85709726e-05, 4.44127029e-03, -2.78678495e-02, 0.00000000e+00, -6.27474745e+00, 0.00000000e+00, 0.00000000e+00, -4.19040142e+03, 3.37822190e+06, 0.00000000e+00, -8.57202793e+00, -7.60061311e+00, -7.71737799e+00, -1.24784016e+00, 0.00000000e+00, -17.0161795910, 10.0000000000, 1181.8785869287, 0.5495675568
         621, -2.78676745e-02, 4.44176530e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85707887e-05, 4.44176530e-03, -2.78676745e-02, 0.00000000e+00, -6.27400877e+00, 0.00000000e+00, 0.00000000e+00, -4.19033759e+03, 3.37822484e+06, 0.00000000e+00, -8.67317827e+00, -7.68263857e+00, -7.59467874e+00, -1.32162912e+00, 0.00000000e+00, -17.0697155894, 10.0000000000, 1092.9830976611, 0.5505092204
         622, -2.78679019e-02, 4.44133144e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85710072e-05, 4.44133144e-03, -2.78679019e-02, 0.00000000e+00, -6.27467286e+00, 0.00000000e+00, 0.00000000e+00, -4.19028801e+03, 3.37823172e+06, 0.00000000e+00, -8.63147105e+00, -7.78939695e+00, -7.78442365e+00, -1.28503904e+00, 0.00000000e+00, -17.0330979536, 10.0000000000, 1252.1161388772, 0.5514885006
         623, -2.78678472e-02, 4.44129529e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85709700e-05, 4.44129529e-03, -2.78678472e-02, 0.00000000e+00, -6.27471163e+00, 0.00000000e+00, 0.00000000e+00, -4.19013681e+03, 3.37821657e+06, 0.00000000e+00, -8.59069281e+00, -7.62493620e+00, -7.74001639e+00, -1.25663193e+00, 0.00000000e+00, -17.0268226964, 10.0000000000, 1150.9449090179, 0.5523601294
         624, -2.78677244e-02, 4.44178691e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85708373e-05, 4.44178691e-03, -2.78677244e-02, 0.00000000e+00, -6.27398949e+00, 0.00000000e+00, 0.00000000e+00, -4.19006322e+03, 3.37821677e+06, 0.00000000e+00, -8.68269288e+00, -7.68443360e+00, -7.60133283e+00, -1.33974235e+00, 0.00000000e+00, -17.0809398281, 10.0000000000, 1078.0711627177, 0.5532330077
         625, -2.78678724e-02, 4.44126701e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85709799e-05, 4.44126701e-03, -2.78678724e-02, 0.00000000e+00, -6.27475727e+00, 0.00000000e+00, 0.00000000e+00, -4.19002505e+03, 3.37822564e+06, 0.00000000e+00, -8.64685484e+00, -7.80633362e+00, -7.76634436e+00, -1.29846265e+00, 0.00000000e+00, -17.0386881866, 10.0000000000, 1256.4226631603, 0.5541056026
         626, -2.78678616e-02, 4.44126498e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.85709886e-05, 4.44126498e-03, -2.78678616e-02, 0.00000000e+00, -6.27475769e+00, 0.00000000e+00, 0.00000000e+00, -4.18992621e+03, 3.37822146e+06, 0.00000000e+00, -8.58573577e+00, -7.64224430e+00, -7.78890578e+00, -1.26521712e+00, 0.00000000e+00, -17.0296681808, 10.0000000000, 1142.4996158840, 0.5549779177
