"Conservative_1"	"Residual_1"	"Points:0"	"Points:1"	"Points:2"
394.86	-1.1808e-016	0.0015094	0.00086316	0
394.9	4.8968e-016	0.001523	0.00085509	0
394.94	-2.298e-017	0.0015328	0.0008411	0
394.9	-1.0213e-017	0.0015195	0.00084933	0
394.91	1.5768e-018	0.0015173	0.00084566	0
394.94	9.0921e-018	0.0015306	0.00083746	0
394.43	6.808e-018	0.0013796	0.00091965	0
394.44	-1.8842e-017	0.001378	0.00091568	0
391.66	1.1004e-016	0.00064265	0.00093149	0
391.7	-1.4918e-017	0.0006574	0.00093709	0
390.26	-1.6006e-017	9.0365e-006	7.878e-005	0
390.26	9.2592e-017	1.0404e-005	9.4492e-005	0
390.26	-2.7693e-016	9.9964e-006	9.4531e-005	0
390.26	2.8264e-017	8.6281e-006	7.8812e-005	0
394.36	4.5527e-016	0.0020027	6.3089e-005	0
394.36	-1.7918e-016	0.0020036	4.7331e-005	0
394.53	-1.0286e-017	0.0019804	0.00021916	0
394.51	2.505e-016	0.0019838	0.00020374	0
393.66	2.4483e-016	0.0011855	0.00098331	0
392.24	2.0108e-016	0.00082446	0.00098347	0
392.24	-3.3426e-016	0.00082449	0.00098331	0
394.93	2.0786e-016	0.0019016	0.00044177	0
394.91	-3.2626e-016	0.0019084	0.00042756	0
390.42	-4.4511e-016	0.00010822	0.00044188	0
390.38	-4.7705e-018	8.8301e-005	0.00039893	0
390.4	2.4878e-017	9.4713e-005	0.00041335	0
390.35	3.9809e-017	5.3764e-005	0.0002942	0
390.33	-8.1225e-017	5.2161e-005	0.0002947	0
390.33	9.3708e-018	4.7628e-005	0.00027962	0
390.34	-3.5363e-017	4.9238e-005	0.00027915	0
393.34	-3.6607e-016	0.0011074	0.00099448	0
390.35	1.0593e-017	1.7396e-005	4.6809e-005	0
390.35	8.538e-018	1.8258e-005	6.2393e-005	0
390.31	9.9052e-018	1.3971e-005	6.2664e-005	0
390.31	2.0468e-017	1.3105e-005	4.7012e-005	0
391.74	2.8276e-016	0.00067215	0.0009427	0
394.61	-7.0805e-017	0.001969	0.0002651	0
390.92	1.0964e-016	0.00035903	0.00076302	0
393.67	-1.8965e-018	0.001167	0.00096838	0
393.73	-2.6427e-019	0.0011823	0.0009657	0
393.7	1.0523e-017	0.0011835	0.00097246	0
393.64	9.0573e-018	0.0011681	0.00097516	0
393.66	-1.4398e-017	0.0011853	0.00098201	0
393.6	-2.1074e-017	0.0011697	0.00098473	0
393.61	-3.7983e-017	0.0011696	0.0009837	0
393.67	5.9135e-018	0.0011851	0.00098098	0
390.82	3.547e-016	0.00031234	0.00072055	0
390.85	1.8993e-016	0.0003238	0.00073139	0
394.98	9.0488e-017	0.0018778	0.00048269	0
394.97	4.1642e-017	0.0018853	0.00046885	0
394.96	2.4201e-017	0.0018862	0.00046935	0
394.98	-6.3669e-017	0.0018787	0.0004832	0
390.48	4.7237e-017	0.00013811	0.00049746	0
390.49	2.1735e-016	0.00014607	0.00051109	0
394.81	-5.2527e-017	0.0019336	0.00036969	0
394.78	6.9061e-017	0.0019393	0.00035499	0
394.43	-5.5106e-017	0.0019934	0.00014138	0
394.41	-8.8639e-017	0.0019955	0.00012576	0
394.41	-9.0863e-017	0.0019961	0.00012584	0
394.43	-1.2194e-016	0.001994	0.00014147	0
390.41	-4.6129e-016	0.00010135	0.00042767	0
394.89	1.0357e-017	0.0019116	0.00041167	0
394.87	-2.4222e-017	0.001918	0.00039731	0
394.86	-1.6751e-017	0.0019195	0.00039798	0
394.89	-1.7348e-017	0.0019131	0.00041237	0
394.99	1.718e-016	0.0018641	0.00051122	0
391.01	2.4894e-016	0.00039588	0.00079275	0
390.52	4.2797e-017	0.00016263	0.00053795	0
390.54	-1.3671e-016	0.00017123	0.00055118	0
395	-2.7259e-016	0.001839	0.00055132	0
391.45	8.7445e-017	0.00057033	0.00090001	0
391.49	-2.5321e-016	0.00058459	0.00090676	0
394.82	1.2593e-017	0.0014957	0.00087101	0
390.48	1.3758e-017	0.00013221	0.00048269	0
390.49	5.0691e-017	0.00013994	0.00049641	0
390.48	-2.1045e-017	0.00013903	0.00049693	0
390.47	8.0316e-018	0.0001313	0.0004832	0
390.27	2.9958e-016	6.0142e-006	3.1552e-005	0
390.26	-7.6296e-017	6.6367e-006	4.7319e-005	0
390.27	-6.584e-017	5.3846e-006	1.5782e-005	0
391.27	2.2429e-018	0.00047945	0.00083746	0
391.28	-1.1207e-017	0.00049051	0.00084933	0
391.24	-9.5545e-018	0.00047716	0.0008411	0
391.26	6.8213e-017	0.00050058	0.00086316	0
394.75	-5.7851e-017	0.0019448	0.0003402	0
394.72	5.043e-017	0.0019501	0.00032532	0
394.81	6.6805e-017	0.0019332	0.00036954	0
394.78	-5.4224e-017	0.0019389	0.00035484	0
394.83	-2.6809e-016	0.0019276	0.00038431	0
394.86	-2.2541e-016	0.0019215	0.00039882	0
394.88	2.6633e-016	0.0019151	0.00041324	0
394.93	-2.8565e-016	0.0019012	0.00044158	0
394.91	1.4703e-016	0.001908	0.00042738	0
394.95	2.2078e-017	0.0018945	0.00045586	0
394.96	2.5777e-016	0.0018872	0.00046985	0
394.98	-1.8543e-016	0.0018796	0.00048372	0
394.99	1.2201e-016	0.0018719	0.00049746	0
394.99	-5.8303e-017	0.0018639	0.00051109	0
395	-3.574e-016	0.0018558	0.00052458	0
395	8.4141e-017	0.0018474	0.00053795	0
395	1.3527e-016	0.0018388	0.00055118	0
395	1.8757e-016	0.0018206	0.00057699	0
395	1.2744e-016	0.0018296	0.00056404	0
395	-2.3291e-016	0.0018117	0.00059003	0
394.99	2.7018e-016	0.0018023	0.00060269	0
394.99	-1.1265e-016	0.0017927	0.00061521	0
394.98	1.173e-016	0.0017829	0.00062756	0
394.98	2.6769e-016	0.0017729	0.00063977	0
394.98	-2.1626e-016	0.0017627	0.00065181	0
394.98	1.4926e-017	0.0017523	0.00066369	0
394.98	3.0053e-016	0.0017417	0.0006754	0
394.99	-2.6612e-016	0.0017198	0.00069804	0
394.99	4.0109e-017	0.0017307	0.00068667	0
395	-6.6925e-017	0.0017089	0.00070953	0
395.01	-1.0817e-017	0.0016977	0.00072055	0
395.02	1.094e-016	0.0016862	0.00073139	0
395.03	6.0809e-017	0.0016746	0.00074206	0
395.04	1.2542e-016	0.0016628	0.00075253	0
395.05	-1.9676e-016	0.0016508	0.00076282	0
395.05	3.3607e-017	0.0016387	0.00077292	0
395.05	-1.4719e-016	0.0016264	0.00078283	0
395.04	-5.9828e-017	0.0016011	0.00080173	0
395.05	6.8403e-017	0.0016137	0.00079222	0
395.03	6.1272e-017	0.0015886	0.00081137	0
395.02	-3.943e-017	0.0015758	0.00082049	0
394.99	-2.6085e-016	0.0015627	0.00082939	0
394.97	8.6695e-017	0.0015496	0.00083809	0
394.94	-2.9626e-016	0.0015363	0.00084659	0
394.9	-1.5435e-016	0.0015229	0.00085487	0
394.86	2.361e-016	0.0015093	0.00086294	0
394.77	1.8143e-016	0.0014818	0.00087843	0
394.82	2.2428e-016	0.0014956	0.00087079	0
394.72	6.3228e-017	0.0014679	0.00088584	0
394.67	2.7665e-017	0.0014538	0.00089304	0
394.57	-6.5535e-017	0.001425	0.0009058	0
394.63	-6.6575e-017	0.0014392	0.00089906	0
394.47	2.6267e-016	0.0013966	0.00091958	0
394.52	2.3486e-016	0.001411	0.00091329	0
394.42	-2.989e-016	0.001382	0.00092565	0
394.31	-7.5798e-017	0.0013527	0.00093733	0
394.31	-4.3219e-017	0.0013522	0.00093609	0
394.37	1.0571e-016	0.001367	0.00093049	0
394.2	-1.1803e-016	0.0013228	0.0009476	0
394.25	1.4329e-016	0.0013378	0.00094246	0
394.09	9.1812e-017	0.0012927	0.00095677	0
394.14	2.1464e-016	0.0013077	0.00095211	0
394.03	2.161e-016	0.0012776	0.00096158	0
393.97	-8.1365e-017	0.0012624	0.00096577	0
393.91	-2.3672e-016	0.0012471	0.00096971	0
393.85	-2.9317e-016	0.0012318	0.00097341	0
393.79	-1.1842e-016	0.0012164	0.00097687	0
393.72	-6.2873e-017	0.001201	0.00098009	0
393.66	9.8729e-017	0.0011855	0.00098306	0
393.53	9.6371e-017	0.0011543	0.00098786	0
393.6	2.578e-017	0.0011699	0.00098538	0
393.47	-2.7432e-016	0.0011387	0.0009905	0
393.4	1.0562e-016	0.0011231	0.00099249	0
393.34	1.0405e-016	0.0011074	0.00099423	0
393.21	-9.1607e-017	0.0010759	0.00099655	0
393.28	-2.3898e-017	0.0010916	0.00099531	0
393.15	-8.6966e-017	0.0010602	0.00099796	0
393.08	3.1252e-017	0.0010444	0.00099871	0
393.02	2.192e-016	0.0010287	0.0009992	0
392.96	-1.6496e-016	0.0010129	0.00099945	0
392.89	1.5311e-016	0.00099711	0.00099945	0
392.83	-9.5525e-017	0.00098133	0.0009992	0
392.77	1.8635e-018	0.00096556	0.00099871	0
392.65	6.1317e-017	0.00093408	0.00099655	0
392.71	2.7186e-017	0.00094983	0.00099755	0
392.59	1.3657e-016	0.00091833	0.00099572	0
392.53	1.5476e-016	0.00090262	0.00099423	0
392.47	2.5709e-016	0.00088694	0.00099249	0
392.41	-3.8757e-016	0.00087128	0.0009905	0
392.31	-1.3085e-017	0.00084026	0.00098473	0
392.36	-7.6819e-017	0.00085582	0.00098721	0
392.19	-1.0308e-016	0.00080904	0.00098009	0
392.24	3.1295e-016	0.00082454	0.00098306	0
392.09	-5.05e-017	0.00077829	0.00097301	0
392.14	4.7624e-017	0.00079368	0.00097647	0
392.03	1.9756e-016	0.00076286	0.00096971	0
391.98	2.3122e-016	0.00074758	0.00096577	0
391.93	-2.7692e-016	0.00073237	0.00096158	0
391.88	1.5011e-016	0.00071723	0.00095716	0
391.84	2.3875e-016	0.00070215	0.0009525	0
391.79	1.5834e-016	0.00068715	0.0009476	0
391.74	-2.1067e-016	0.00067223	0.00094246	0
391.66	-7.711e-017	0.0006428	0.00093111	0
391.7	7.358e-017	0.00065754	0.00093671	0
391.61	2.6598e-016	0.00062799	0.00092565	0
391.57	5.8186e-017	0.00061342	0.00091958	0
391.53	-2.103e-016	0.00059895	0.00091329	0
391.45	-6.769e-017	0.0005705	0.00089965	0
391.49	2.6132e-017	0.00058476	0.00090639	0
391.37	1.9061e-016	0.00054232	0.00088548	0
391.41	-1.5843e-016	0.00055636	0.00089267	0
391.33	-3.4637e-016	0.0005282	0.00087843	0
391.3	-1.2766e-016	0.0005144	0.00087079	0
391.31	4.4149e-017	0.00051543	0.00086895	0
391.35	-1.841e-017	0.00052921	0.00087657	0
391.26	2.006e-016	0.00050071	0.00086294	0
391.2	-1.5689e-016	0.00047394	0.00084624	0
391.23	2.6826e-017	0.00048736	0.00085452	0
391.16	3.5612e-016	0.00046042	0.00083809	0
391.13	-2.4813e-016	0.00044726	0.00082939	0
391.1	3.214e-016	0.00043424	0.00082049	0
391.07	5.8776e-017	0.00042135	0.00081137	0
391.04	3.2808e-016	0.00040862	0.00080206	0
391.01	1.0797e-016	0.00039603	0.00079254	0
390.95	1.5337e-016	0.00037158	0.00077261	0
390.98	-1.5688e-016	0.00038385	0.00078251	0
390.92	1.0312e-016	0.00035919	0.00076282	0
390.9	4.9571e-017	0.00034723	0.00075253	0
390.87	-8.6907e-017	0.00033543	0.00074206	0
390.82	-2.8626e-016	0.00031263	0.00072025	0
390.85	2.5628e-017	0.00032408	0.00073109	0
390.8	2.2404e-017	0.00030105	0.00070953	0
390.77	-6.1622e-017	0.00028994	0.00069832	0
390.75	1.4278e-017	0.00027901	0.00068695	0
390.73	3.321e-017	0.00026825	0.0006754	0
390.71	-2.7702e-016	0.00025768	0.00066369	0
390.67	-8.3175e-017	0.00023742	0.0006395	0
390.69	-2.2388e-016	0.00024761	0.00065154	0
390.65	-1.1391e-016	0.0002271	0.00062756	0
390.63	-9.3667e-017	0.00021729	0.00061521	0
390.61	-1.8961e-016	0.00020767	0.00060269	0
390.59	-1.8504e-016	0.00019826	0.00059003	0
390.57	1.3904e-016	0.00018905	0.00057722	0
390.56	1.1533e-016	0.00018003	0.00056427	0
390.53	-4.3112e-017	0.00016298	0.00053773	0
390.54	1.7914e-016	0.00017157	0.00055095	0
390.51	-2.2e-016	0.00015425	0.00052458	0
390.48	7.8102e-017	0.00013846	0.00049726	0
390.49	-1.5102e-016	0.00014642	0.00051088	0
390.46	2.9032e-016	0.00013036	0.00048372	0
390.44	-1.011e-017	0.00011589	0.00045568	0
390.45	-1.971e-016	0.0001232	0.00046966	0
390.42	-7.2506e-019	0.00010844	0.00044177	0
390.41	-2.7024e-017	0.00010158	0.00042756	0
390.4	-1.5479e-017	9.4946e-005	0.00041324	0
390.39	1.3004e-016	8.8536e-005	0.00039882	0
390.38	1.8233e-016	8.2354e-005	0.00038431	0
390.36	1.008e-016	7.6402e-005	0.00036969	0
390.35	1.8634e-016	7.0682e-005	0.00035499	0
390.34	3.4731e-016	6.5194e-005	0.0003402	0
390.34	-6.5696e-018	5.9941e-005	0.00032532	0
390.33	-8.6956e-018	5.4923e-005	0.00031036	0
390.32	-2.2599e-016	5.0142e-005	0.00029532	0
390.31	-1.4616e-016	4.169e-005	0.00026492	0
390.31	-1.2516e-016	4.5992e-005	0.0002801	0
390.3	-3.9773e-016	3.7231e-005	0.00024978	0
390.29	4.2786e-016	3.3409e-005	0.00023448	0
390.28	-1.2899e-016	2.9828e-005	0.00021911	0
390.28	-1.4189e-016	2.6491e-005	0.00020369	0
390.27	-1.3046e-016	2.3397e-005	0.00018821	0
390.27	2.7314e-016	2.0549e-005	0.0001727	0
390.27	3.4453e-016	1.7945e-005	0.00015713	0
390.26	2.1012e-016	1.5588e-005	0.00014153	0
390.26	1.7852e-016	1.3477e-005	0.00012589	0
390.26	-9.4695e-017	1.1613e-005	0.00011023	0
390.26	1.8272e-016	8.3729e-006	7.8832e-005	0
390.27	2.6774e-017	9.6898e-006	7.8728e-005	0
390.27	-6.9008e-017	1.1057e-005	9.443e-005	0
390.26	8.2921e-017	7.5081e-006	6.3073e-005	0
390.27	-1.4037e-016	6.4236e-006	3.1539e-005	0
390.27	1.024e-016	7.0459e-006	4.7299e-005	0
390.27	1.9745e-016	5.6406e-006	1.5778e-005	0
394.36	1.2273e-016	0.002004	3.1552e-005	0
394.36	2.5589e-016	0.0020044	1.5778e-005	0
394.36	-2.0358e-016	0.0020034	4.7319e-005	0
394.37	-2.1543e-016	0.0020025	6.3073e-005	0
394.37	9.0629e-017	0.0020014	7.8812e-005	0
394.4	-8.7017e-017	0.001998	0.00011018	0
394.39	5.0197e-017	0.0019996	9.4492e-005	0
394.41	1.943e-016	0.0019965	0.00012589	0
394.43	5.9499e-017	0.0019944	0.00014153	0
394.46	-1.6237e-016	0.001989	0.00017262	0
394.45	1.3935e-016	0.0019917	0.00015707	0
394.49	1.3417e-016	0.0019862	0.00018814	0
394.51	-9.6194e-017	0.0019835	0.00020369	0
394.53	-3.6117e-017	0.0019802	0.00021911	0
394.56	-1.3196e-016	0.0019766	0.00023448	0
394.58	1.5968e-016	0.0019728	0.00024978	0
394.64	-2.9171e-016	0.0019646	0.00028028	0
394.64	3.8939e-017	0.0019634	0.00027991	0
394.61	-6.806e-017	0.0019677	0.00026475	0
394.69	-3.2939e-016	0.0019551	0.00031036	0
394.66	-3.0054e-017	0.0019599	0.00029532	0
394.75	2.0514e-017	0.0019444	0.00034006	0
394.72	-2.0922e-016	0.0019497	0.00032518	0
394.81	1.2836e-017	0.0019326	0.0003693	0
394.78	-1.4275e-019	0.0019383	0.00035461	0
394.83	1.3326e-016	0.0019273	0.00038415	0
394.86	-1.2732e-017	0.0019211	0.00039866	0
394.88	-1.2908e-016	0.0019147	0.00041307	0
394.93	1.4738e-016	0.0019006	0.00044129	0
394.91	6.4906e-018	0.0019075	0.0004271	0
394.95	-1.0344e-016	0.0018941	0.00045568	0
394.96	-6.0284e-017	0.0018868	0.00046966	0
394.98	-1.7246e-017	0.0018793	0.00048352	0
394.99	-1.5567e-016	0.0018715	0.00049726	0
395	-9.8375e-017	0.0018636	0.00051088	0
395	1.347e-016	0.0018554	0.00052437	0
395	-5.965e-017	0.001847	0.00053773	0
395	1.1403e-016	0.0018384	0.00055095	0
395	-6.8019e-017	0.0018201	0.00057661	0
395	-1.8477e-017	0.0018291	0.00056367	0
395	4.5165e-017	0.0018114	0.00058979	0
394.99	-2.4408e-016	0.001802	0.00060245	0
394.99	-1.3204e-016	0.0017924	0.00061495	0
394.99	-1.7051e-016	0.0017826	0.00062731	0
394.98	-3.7002e-017	0.0017726	0.0006395	0
394.98	1.1266e-016	0.0017624	0.00065154	0
394.98	-1.5815e-016	0.001752	0.00066342	0
394.99	5.6959e-017	0.0017414	0.00067513	0
395	1.6998e-016	0.0017193	0.00069758	0
394.99	3.0468e-017	0.0017302	0.00068622	0
395	1.1388e-016	0.0017087	0.00070923	0
395.01	5.9394e-017	0.0016974	0.00072025	0
395.02	-6.5843e-017	0.0016859	0.00073109	0
395.03	-1.1783e-016	0.0016743	0.00074175	0
395.04	-1.2824e-016	0.0016625	0.00075223	0
395.05	1.1609e-016	0.0016505	0.00076251	0
395.05	8.4553e-017	0.0016384	0.00077261	0
395.05	-5.1669e-017	0.0016261	0.00078251	0
395.05	-7.7921e-017	0.0016007	0.0008012	0
395.05	-4.1769e-017	0.0016133	0.0007917	0
395.03	8.8113e-019	0.0015884	0.00081104	0
395.02	2.0013e-016	0.0015755	0.00082015	0
394.99	2.3758e-016	0.0015625	0.00082905	0
394.97	-5.1819e-017	0.0015494	0.00083775	0
394.94	8.9999e-017	0.0015361	0.00084624	0
394.9	-9.2466e-018	0.0015226	0.00085452	0
394.86	-1.4539e-016	0.0015091	0.00086258	0
394.77	-2.8959e-017	0.0014816	0.00087807	0
394.82	-9.2682e-017	0.0014954	0.00087043	0
394.72	9.0388e-017	0.0014677	0.00088548	0
394.67	6.6374e-017	0.0014536	0.00089267	0
394.58	6.9516e-017	0.0014245	0.00090485	0
394.63	3.9501e-017	0.0014388	0.00089811	0
394.47	-1.5133e-016	0.0013964	0.00091921	0
394.52	-1.6169e-016	0.0014109	0.00091291	0
394.42	2.5122e-016	0.0013819	0.00092527	0
394.31	4.4563e-017	0.0013519	0.00093511	0
394.37	-4.81e-017	0.0013666	0.00092952	0
394.2	1.9772e-016	0.0013227	0.00094721	0
394.26	-1.2027e-016	0.0013376	0.00094208	0
394.09	-1.0726e-016	0.0012925	0.00095614	0
394.15	-1.6875e-016	0.0013075	0.00095148	0
394.03	-1.0473e-016	0.0012775	0.00096119	0
393.97	1.8512e-016	0.0012623	0.00096537	0
393.91	1.6123e-016	0.001247	0.00096931	0
393.85	1.4765e-016	0.0012317	0.00097301	0
393.79	8.3194e-017	0.0012163	0.00097647	0
393.72	-5.8862e-017	0.0012009	0.00097968	0
393.66	-6.8017e-018	0.0011854	0.00098265	0
393.54	5.5658e-017	0.0011542	0.00098721	0
393.47	1.3664e-016	0.0011387	0.00099009	0
393.41	-6.9048e-017	0.001123	0.00099208	0
393.34	-1.386e-016	0.0011073	0.00099382	0
393.22	-4.4833e-018	0.0010759	0.0009959	0
393.28	-8.9545e-017	0.0010916	0.00099466	0
393.15	1.2914e-016	0.0010602	0.00099755	0
393.08	-1.1611e-016	0.0010444	0.0009983	0
393.02	-1.1079e-016	0.0010287	0.00099879	0
392.96	-1.0876e-016	0.0010129	0.00099904	0
392.89	3.2706e-017	0.00099711	0.00099904	0
392.83	-4.2267e-017	0.00098134	0.00099879	0
392.77	-5.8239e-017	0.00096558	0.0009983	0
392.65	6.9209e-017	0.00093413	0.0009959	0
392.71	4.6896e-018	0.00094986	0.0009969	0
392.59	-9.5376e-017	0.00091836	0.00099531	0
392.53	-1.141e-016	0.00090266	0.00099382	0
392.47	3.0737e-017	0.00088698	0.00099208	0
392.41	1.9769e-016	0.00087134	0.00099009	0
392.31	2.1127e-017	0.00084043	0.0009837	0
392.37	1.1295e-018	0.00085598	0.00098617	0
392.19	1.3613e-016	0.00080912	0.00097968	0
392.25	-1.9929e-016	0.00082461	0.00098265	0
392.09	-4.6677e-017	0.00077844	0.00097237	0
392.14	-1.6856e-018	0.00079382	0.00097583	0
392.04	-1.6514e-016	0.00076296	0.00096931	0
391.99	-1.6484e-016	0.00074769	0.00096537	0
391.94	-4.1188e-017	0.00073248	0.00096119	0
391.89	-1.6821e-016	0.00071734	0.00095677	0
391.84	-5.9909e-017	0.00070228	0.00095211	0
391.79	-2.929e-018	0.00068728	0.00094721	0
391.75	9.3872e-017	0.00067237	0.00094208	0
391.66	8.4666e-017	0.00064303	0.00093049	0
391.71	-8.56e-017	0.00065777	0.00093609	0
391.62	8.0587e-018	0.00062814	0.00092527	0
391.57	4.0066e-017	0.00061358	0.00091921	0
391.53	1.855e-016	0.00059912	0.00091291	0
391.46	-4.3346e-017	0.00057079	0.00089906	0
391.5	8.3338e-017	0.00058504	0.0009058	0
391.38	-6.8374e-017	0.00054262	0.0008849	0
391.42	6.1106e-017	0.00055665	0.00089209	0
391.33	-4.4129e-017	0.00051626	0.00086749	0
391.36	-3.8262e-017	0.00053001	0.00087509	0
391.27	-1.273e-016	0.00050092	0.00086258	0
391.2	5.3773e-017	0.00047429	0.00084568	0
391.24	-8.4876e-017	0.0004877	0.00085396	0
391.16	-1.1767e-016	0.00046064	0.00083775	0
391.13	1.1017e-016	0.00044749	0.00082905	0
391.1	-1.0184e-016	0.00043447	0.00082015	0
391.07	5.4305e-017	0.00042159	0.00081104	0
391.04	-2.4938e-017	0.00040886	0.00080173	0
391.01	-1.344e-016	0.00039628	0.00079222	0
390.96	-5.1232e-017	0.00037199	0.0007721	0
390.99	5.3414e-018	0.00038426	0.000782	0
390.93	6.9035e-017	0.00035946	0.00076251	0
390.9	-1.8047e-016	0.0003475	0.00075223	0
390.87	-5.1393e-017	0.00033571	0.00074175	0
390.83	1.7337e-016	0.00031308	0.00071978	0
390.85	-1.6125e-017	0.00032453	0.00073062	0
390.8	-1.8791e-016	0.00030134	0.00070923	0
390.78	6.1137e-017	0.00029023	0.00069804	0
390.75	1.3361e-016	0.0002793	0.00068667	0
390.73	4.8711e-017	0.00026855	0.00067513	0
390.71	1.8879e-016	0.00025799	0.00066342	0
390.67	5.5211e-017	0.00023792	0.00063908	0
390.69	7.3306e-017	0.0002481	0.00065111	0
390.65	1.3151e-016	0.00022742	0.00062731	0
390.63	9.4392e-017	0.00021761	0.00061495	0
390.61	-1.3054e-017	0.000208	0.00060245	0
390.59	2.7978e-017	0.00019859	0.00058979	0
390.58	-1.6062e-016	0.00018938	0.00057699	0
390.56	-7.4127e-017	0.00018037	0.00056404	0
390.53	-6.576e-017	0.00016353	0.00053737	0
390.55	-1.068e-016	0.00017212	0.00055059	0
390.51	2.128e-016	0.00015459	0.00052437	0
390.5	1.0275e-016	0.00014699	0.00051054	0
390.47	-7.8401e-017	0.00013072	0.00048352	0
390.44	3.7495e-017	0.00011648	0.00045538	0
390.46	-1.4399e-017	0.00012378	0.00046935	0
390.43	1.2943e-018	0.00010881	0.00044158	0
390.41	1.9221e-016	0.00010195	0.00042738	0
390.4	-5.9086e-017	9.5319e-005	0.00041307	0
390.39	-1.955e-017	8.8911e-005	0.00039866	0
390.38	-2.7065e-016	8.2732e-005	0.00038415	0
390.37	-9.873e-017	7.6783e-005	0.00036954	0
390.36	-2.2664e-016	7.1065e-005	0.00035484	0
390.35	-1.3835e-016	6.5579e-005	0.00034006	0
390.34	-8.6848e-017	6.0328e-005	0.00032518	0
390.33	-2.4056e-017	5.5312e-005	0.00031023	0
390.32	2.267e-017	5.0533e-005	0.0002952	0
390.31	5.8411e-017	4.2322e-005	0.00026475	0
390.32	1.0483e-016	4.6621e-005	0.00027991	0
390.3	1.6779e-016	3.7628e-005	0.00024968	0
390.29	-2.243e-016	3.3807e-005	0.00023438	0
390.29	1.5308e-016	3.0228e-005	0.00021902	0
390.28	1.4767e-016	2.6892e-005	0.0002036	0
390.28	1.8125e-016	2.38e-005	0.00018814	0
390.27	-8.3568e-017	2.0952e-005	0.00017262	0
390.27	-3.2032e-017	1.3883e-005	0.00012584	0
390.26	5.4586e-017	1.202e-005	0.00011018	0
390.28	-4.1692e-017	1.0735e-005	7.8645e-005	0
390.28	5.4213e-017	1.2101e-005	9.4331e-005	0
390.27	-6.6244e-017	7.9169e-006	6.3047e-005	0
390.27	-5.7796e-018	7.0786e-006	3.1519e-005	0
390.27	1.3366e-017	7.7005e-006	4.7268e-005	0
390.27	-9.7563e-017	6.0501e-006	1.5772e-005	0
394.36	-1.1339e-016	0.0020036	3.1539e-005	0
394.36	-1.6044e-016	0.002004	1.5772e-005	0
394.36	1.655e-016	0.002003	4.7299e-005	0
394.37	-3.4688e-017	0.0020021	6.3047e-005	0
394.38	1.299e-016	0.002001	7.878e-005	0
394.4	3.1662e-017	0.0019973	0.00011011	0
394.39	-1.5667e-017	0.0019989	9.443e-005	0
394.47	1.682e-017	0.0019884	0.00017251	0
394.45	-8.9326e-017	0.001991	0.00015697	0
394.49	-8.638e-018	0.0019856	0.00018801	0
394.51	3.5571e-017	0.0019831	0.0002036	0
394.53	5.4924e-017	0.0019798	0.00021902	0
394.56	7.9624e-017	0.0019762	0.00023438	0
394.58	-2.2212e-016	0.0019724	0.00024968	0
394.65	3.8856e-017	0.0019624	0.00027962	0
394.62	1.2887e-018	0.0019667	0.00026447	0
394.69	2.1253e-016	0.0019547	0.00031023	0
394.67	-3.0461e-017	0.0019595	0.0002952	0
394.75	-1.2096e-017	0.0019438	0.00033983	0
394.73	9.3503e-017	0.0019491	0.00032497	0
394.81	-3.9484e-017	0.0019316	0.00036891	0
394.78	4.2604e-017	0.0019373	0.00035424	0
394.84	-1.124e-016	0.0019267	0.0003839	0
394.86	4.3659e-017	0.0019205	0.0003984	0
394.89	7.1315e-017	0.0019141	0.0004128	0
394.93	-3.1604e-017	0.0018997	0.00044083	0
394.91	-2.0919e-017	0.0019065	0.00042665	0
394.95	-1.522e-017	0.0018935	0.00045538	0
394.99	6.46e-017	0.001871	0.00049693	0
395	7.7525e-018	0.001863	0.00051054	0
395	3.985e-017	0.0018548	0.00052402	0
395	8.2816e-017	0.0018465	0.00053737	0
395	-9.4899e-017	0.0018379	0.00055059	0
395	5.0355e-017	0.0018192	0.000576	0
395.01	1.6891e-017	0.0018282	0.00056308	0
395	-5.9275e-017	0.0018109	0.0005894	0
394.99	9.0739e-017	0.0018015	0.00060205	0
394.99	3.3663e-017	0.0017919	0.00061455	0
394.99	1.4037e-016	0.0017821	0.0006269	0
394.99	5.2078e-017	0.0017721	0.00063908	0
394.98	-4.4773e-017	0.0017619	0.00065111	0
394.98	1.337e-016	0.0017515	0.00066298	0
394.99	-1.1367e-016	0.001741	0.00067468	0
395	-7.4021e-017	0.0017185	0.00069685	0
394.99	2.8733e-017	0.0017295	0.0006855	0
395	-6.3039e-017	0.0017082	0.00070877	0
395.01	-9.3864e-017	0.0016969	0.00071978	0
395.02	-5.4396e-018	0.0016855	0.00073062	0
395.03	1.2022e-016	0.0016739	0.00074127	0
395.04	5.8648e-017	0.0016621	0.00075173	0
395.05	-3.6383e-017	0.0016501	0.00076201	0
395.05	-1.2285e-016	0.001638	0.0007721	0
395.05	1.7902e-017	0.0016257	0.000782	0
395.05	4.6906e-017	0.0016001	0.00080036	0
395.05	-8.8971e-018	0.0016127	0.00079087	0
395.03	3.151e-019	0.001588	0.00081051	0
395.02	-8.9844e-017	0.0015752	0.00081961	0
395	-1.569e-016	0.0015621	0.00082851	0
394.97	1.1872e-018	0.001549	0.0008372	0
394.94	1.2668e-017	0.0015357	0.00084568	0
394.9	2.1979e-017	0.0015223	0.00085396	0
394.86	4.8732e-017	0.0015088	0.00086202	0
394.77	-8.1463e-017	0.0014813	0.00087749	0
