"Iteration","HeatFlux_Total","HeatFlux_Maximum","Temperature_Total","Res_Heat","Linear_Solver_Iterations","CFL_Number","Time(min)"
         402, -3.84673311e+03, 0.00000000e+00, 0.00000000e+00, -8.28835722e+00, 0.0000000000, 6484.4890947705, 0.3585437703
         403, -3.84374157e+03, 0.00000000e+00, 0.00000000e+00, -8.27397756e+00, 0.0000000000, 6999.0821191542, 0.3594222617
         404, -3.84613050e+03, 0.00000000e+00, 0.00000000e+00, -8.21200321e+00, 0.0000000000, 6771.1341978604, 0.3602922227
         405, -3.84818277e+03, 0.00000000e+00, 0.00000000e+00, -8.28348932e+00, 0.0000000000, 5870.6620269679, 0.3611595402
         406, -3.84274992e+03, 0.00000000e+00, 0.00000000e+00, -8.28946610e+00, 0.0000000000, 6696.9331941670, 0.3620297732
         407, -3.84404346e+03, 0.00000000e+00, 0.00000000e+00, -8.23675745e+00, 0.0000000000, 6771.0713203342, 0.3629037826
         408, -3.84645483e+03, 0.00000000e+00, 0.00000000e+00, -8.27499797e+00, 0.0000000000, 5997.2028864716, 0.3637762552
         409, -3.84279175e+03, 0.00000000e+00, 0.00000000e+00, -8.30468051e+00, 0.0000000000, 6434.8904348726, 0.3646492838
         410, -3.84254405e+03, 0.00000000e+00, 0.00000000e+00, -8.27523453e+00, 0.0000000000, 6796.5291919833, 0.3655206169
         411, -3.84447258e+03, 0.00000000e+00, 0.00000000e+00, -8.27537349e+00, 0.0000000000, 6350.9867794710, 0.3663916082
         412, -3.84262978e+03, 0.00000000e+00, 0.00000000e+00, -8.32008317e+00, 0.0000000000, 6352.6125917248, 0.3672645609
         413, -3.84081621e+03, 0.00000000e+00, 0.00000000e+00, -8.30543004e+00, 0.0000000000, 6897.9512464495, 0.3681349150
         414, -3.84236986e+03, 0.00000000e+00, 0.00000000e+00, -8.27015866e+00, 0.0000000000, 6669.0963247505, 0.3690078421
         415, -3.84244910e+03, 0.00000000e+00, 0.00000000e+00, -8.32014200e+00, 0.0000000000, 6148.8742083676, 0.3698795214
         416, -3.83990743e+03, 0.00000000e+00, 0.00000000e+00, -8.32832397e+00, 0.0000000000, 6741.8995395095, 0.3707506630
         417, -3.84038901e+03, 0.00000000e+00, 0.00000000e+00, -8.28791683e+00, 0.0000000000, 6844.2813382880, 0.3716232173
         418, -3.84137804e+03, 0.00000000e+00, 0.00000000e+00, -8.31459320e+00, 0.0000000000, 6236.2097396262, 0.3725037869
         419, -3.83949497e+03, 0.00000000e+00, 0.00000000e+00, -8.33909151e+00, 0.0000000000, 6550.3093404516, 0.3733851270
         420, -3.83884574e+03, 0.00000000e+00, 0.00000000e+00, -8.31690092e+00, 0.0000000000, 6852.6801179726, 0.3742638059
         421, -3.83962340e+03, 0.00000000e+00, 0.00000000e+00, -8.31307873e+00, 0.0000000000, 6511.3324228124, 0.3751344813
         422, -3.83942267e+03, 0.00000000e+00, 0.00000000e+00, -8.34021809e+00, 0.0000000000, 6454.2781750018, 0.3760082078
         423, -3.83794987e+03, 0.00000000e+00, 0.00000000e+00, -8.34859718e+00, 0.0000000000, 6785.1454930918, 0.3768832782
         424, -3.83729731e+03, 0.00000000e+00, 0.00000000e+00, -8.32814980e+00, 0.0000000000, 6890.6857401367, 0.3777562421
         425, -3.83857567e+03, 0.00000000e+00, 0.00000000e+00, -8.31713657e+00, 0.0000000000, 6573.7783858600, 0.3786297254
         426, -3.83810964e+03, 0.00000000e+00, 0.00000000e+00, -8.36290982e+00, 0.0000000000, 6409.1705341160, 0.3795017440
         427, -3.83531413e+03, 0.00000000e+00, 0.00000000e+00, -8.36163206e+00, 0.0000000000, 6973.0122518205, 0.3803745706
         428, -3.83657586e+03, 0.00000000e+00, 0.00000000e+00, -8.29807748e+00, 0.0000000000, 6952.5266998219, 0.3812505429
         429, -3.83875094e+03, 0.00000000e+00, 0.00000000e+00, -8.34867201e+00, 0.0000000000, 6006.0381300706, 0.3821279811
         430, -3.83491549e+03, 0.00000000e+00, 0.00000000e+00, -8.37526531e+00, 0.0000000000, 6592.7060484294, 0.3830048708
         431, -3.83468887e+03, 0.00000000e+00, 0.00000000e+00, -8.33576878e+00, 0.0000000000, 6923.7017937797, 0.3838802349
         432, -3.83697974e+03, 0.00000000e+00, 0.00000000e+00, -8.33156695e+00, 0.0000000000, 6321.8155865552, 0.3847515289
         433, -3.83551655e+03, 0.00000000e+00, 0.00000000e+00, -8.39432231e+00, 0.0000000000, 6260.9464258349, 0.3856258401
         434, -3.83289144e+03, 0.00000000e+00, 0.00000000e+00, -8.38196074e+00, 0.0000000000, 7028.2027632434, 0.3864952271
         435, -3.83492104e+03, 0.00000000e+00, 0.00000000e+00, -8.31030703e+00, 0.0000000000, 6830.9752615426, 0.3873675930
         436, -3.83633726e+03, 0.00000000e+00, 0.00000000e+00, -8.39144396e+00, 0.0000000000, 5792.0059175189, 0.3882355542
         437, -3.83205116e+03, 0.00000000e+00, 0.00000000e+00, -8.39190366e+00, 0.0000000000, 6725.7162431327, 0.3891041477
         438, -3.83362387e+03, 0.00000000e+00, 0.00000000e+00, -8.33031652e+00, 0.0000000000, 6731.4140455264, 0.3899733424
         439, -3.83522605e+03, 0.00000000e+00, 0.00000000e+00, -8.39313190e+00, 0.0000000000, 5841.4298411020, 0.3908444682
         440, -3.83188198e+03, 0.00000000e+00, 0.00000000e+00, -8.40814474e+00, 0.0000000000, 6558.0008249472, 0.3917190283
         441, -3.83259264e+03, 0.00000000e+00, 0.00000000e+00, -8.36462922e+00, 0.0000000000, 6741.8911490548, 0.3925918204
         442, -3.83385527e+03, 0.00000000e+00, 0.00000000e+00, -8.39966518e+00, 0.0000000000, 6099.1064783811, 0.3934656230
         443, -3.83150442e+03, 0.00000000e+00, 0.00000000e+00, -8.42409753e+00, 0.0000000000, 6505.7142865492, 0.3943366624
         444, -3.83131214e+03, 0.00000000e+00, 0.00000000e+00, -8.39212652e+00, 0.0000000000, 6805.1995590586, 0.3952074457
         445, -3.83241648e+03, 0.00000000e+00, 0.00000000e+00, -8.39764010e+00, 0.0000000000, 6322.2236799979, 0.3960793777
         446, -3.83116606e+03, 0.00000000e+00, 0.00000000e+00, -8.43146649e+00, 0.0000000000, 6386.7617669200, 0.3969529902
         447, -3.83040588e+03, 0.00000000e+00, 0.00000000e+00, -8.41669514e+00, 0.0000000000, 6797.3844564215, 0.3978303576
         448, -3.83098058e+03, 0.00000000e+00, 0.00000000e+00, -8.40634747e+00, 0.0000000000, 6570.0773411423, 0.3987065322
         449, -3.83053868e+03, 0.00000000e+00, 0.00000000e+00, -8.43398728e+00, 0.0000000000, 6415.3863408894, 0.3995781625
         450, -3.82966409e+03, 0.00000000e+00, 0.00000000e+00, -8.43306562e+00, 0.0000000000, 6750.4800454140, 0.4004503657
         451, -3.82956617e+03, 0.00000000e+00, 0.00000000e+00, -8.42067572e+00, 0.0000000000, 6736.1694385944, 0.4013244095
         452, -3.82968606e+03, 0.00000000e+00, 0.00000000e+00, -8.42992756e+00, 0.0000000000, 6546.7099272069, 0.4021967837
         453, -3.82914667e+03, 0.00000000e+00, 0.00000000e+00, -8.44341796e+00, 0.0000000000, 6659.2385097933, 0.4030663032
         454, -3.82836027e+03, 0.00000000e+00, 0.00000000e+00, -8.44113291e+00, 0.0000000000, 6826.7954360859, 0.4039363088
         455, -3.82847182e+03, 0.00000000e+00, 0.00000000e+00, -8.42805298e+00, 0.0000000000, 6790.9705301489, 0.4048110049
         456, -3.82890813e+03, 0.00000000e+00, 0.00000000e+00, -8.44031101e+00, 0.0000000000, 6589.4916785478, 0.4056825581
         457, -3.82776867e+03, 0.00000000e+00, 0.00000000e+00, -8.46760595e+00, 0.0000000000, 6739.9758027079, 0.4065539949
         458, -3.82717253e+03, 0.00000000e+00, 0.00000000e+00, -8.44485870e+00, 0.0000000000, 7087.5198700259, 0.4074243782
         459, -3.82833879e+03, 0.00000000e+00, 0.00000000e+00, -8.42809580e+00, 0.0000000000, 6725.8479130770, 0.4082971454
         460, -3.82752608e+03, 0.00000000e+00, 0.00000000e+00, -8.48384565e+00, 0.0000000000, 6471.1898159441, 0.4091709121
         461, -3.82591398e+03, 0.00000000e+00, 0.00000000e+00, -8.47418230e+00, 0.0000000000, 7171.0709859621, 0.4100450204
         462, -3.82706413e+03, 0.00000000e+00, 0.00000000e+00, -8.41754261e+00, 0.0000000000, 7013.2718352455, 0.4109191576
         463, -3.82762167e+03, 0.00000000e+00, 0.00000000e+00, -8.48331663e+00, 0.0000000000, 6155.7501325011, 0.4117938519
         464, -3.82546580e+03, 0.00000000e+00, 0.00000000e+00, -8.50504774e+00, 0.0000000000, 6948.6460810732, 0.4126685136
         465, -3.82565335e+03, 0.00000000e+00, 0.00000000e+00, -8.44403099e+00, 0.0000000000, 7232.4440271347, 0.4135404740
         466, -3.82700338e+03, 0.00000000e+00, 0.00000000e+00, -8.47075600e+00, 0.0000000000, 6284.4652589530, 0.4144126060
         467, -3.82569544e+03, 0.00000000e+00, 0.00000000e+00, -8.52122827e+00, 0.0000000000, 6601.5868792618, 0.4152824384
         468, -3.82443200e+03, 0.00000000e+00, 0.00000000e+00, -8.49871167e+00, 0.0000000000, 7244.7959483488, 0.4161529773
         469, -3.82513466e+03, 0.00000000e+00, 0.00000000e+00, -8.46156663e+00, 0.0000000000, 6878.7504251052, 0.4170308502
         470, -3.82642026e+03, 0.00000000e+00, 0.00000000e+00, -8.49171678e+00, 0.0000000000, 6314.8714370996, 0.4179029270
         471, -3.82466231e+03, 0.00000000e+00, 0.00000000e+00, -8.54569347e+00, 0.0000000000, 6675.5128051212, 0.4187761261
         472, -3.82260356e+03, 0.00000000e+00, 0.00000000e+00, -8.51294461e+00, 0.0000000000, 7373.3693067509, 0.4196449716
         473, -3.82534571e+03, 0.00000000e+00, 0.00000000e+00, -8.40369313e+00, 0.0000000000, 6837.8116016595, 0.4205181426
         474, -3.82675159e+03, 0.00000000e+00, 0.00000000e+00, -8.55338934e+00, 0.0000000000, 5316.9876112422, 0.4213886587
         475, -3.82142779e+03, 0.00000000e+00, 0.00000000e+00, -8.49209458e+00, 0.0000000000, 7005.2335198947, 0.4222592014
         476, -3.82527315e+03, 0.00000000e+00, 0.00000000e+00, -8.40519491e+00, 0.0000000000, 6083.1405904788, 0.4231308899
         477, -3.82580628e+03, 0.00000000e+00, 0.00000000e+00, -8.56419478e+00, 0.0000000000, 4979.9867882889, 0.4240031035
         478, -3.82141499e+03, 0.00000000e+00, 0.00000000e+00, -8.50515322e+00, 0.0000000000, 6674.6436385666, 0.4248761607
         479, -3.82435625e+03, 0.00000000e+00, 0.00000000e+00, -8.46046248e+00, 0.0000000000, 5826.2151924848, 0.4257460938
         480, -3.82451275e+03, 0.00000000e+00, 0.00000000e+00, -8.56308440e+00, 0.0000000000, 5256.4892326497, 0.4266143794
         481, -3.82195112e+03, 0.00000000e+00, 0.00000000e+00, -8.54628917e+00, 0.0000000000, 6350.2865311427, 0.4274850549
         482, -3.82295646e+03, 0.00000000e+00, 0.00000000e+00, -8.52217186e+00, 0.0000000000, 6109.3933554542, 0.4283556594
         483, -3.82333344e+03, 0.00000000e+00, 0.00000000e+00, -8.56145666e+00, 0.0000000000, 5779.3736588383, 0.4292258255
         484, -3.82192911e+03, 0.00000000e+00, 0.00000000e+00, -8.56531644e+00, 0.0000000000, 6213.1038800038, 0.4300983238
         485, -3.82192434e+03, 0.00000000e+00, 0.00000000e+00, -8.54956674e+00, 0.0000000000, 6257.4363940186, 0.4309649566
         486, -3.82236202e+03, 0.00000000e+00, 0.00000000e+00, -8.55736823e+00, 0.0000000000, 6034.5757686522, 0.4318362411
         487, -3.82166358e+03, 0.00000000e+00, 0.00000000e+00, -8.57370676e+00, 0.0000000000, 6121.9239742712, 0.4327039380
         488, -3.82093986e+03, 0.00000000e+00, 0.00000000e+00, -8.56331216e+00, 0.0000000000, 6308.9742839911, 0.4335758931
         489, -3.82146050e+03, 0.00000000e+00, 0.00000000e+00, -8.55161482e+00, 0.0000000000, 6159.7652002525, 0.4344587861
         490, -3.82145096e+03, 0.00000000e+00, 0.00000000e+00, -8.57850965e+00, 0.0000000000, 5996.0717537739, 0.4353281584
         491, -3.82032868e+03, 0.00000000e+00, 0.00000000e+00, -8.57710847e+00, 0.0000000000, 6300.6112058881, 0.4362019593
         492, -3.82077976e+03, 0.00000000e+00, 0.00000000e+00, -8.55876599e+00, 0.0000000000, 6280.3160792601, 0.4370755833
         493, -3.82093629e+03, 0.00000000e+00, 0.00000000e+00, -8.58608957e+00, 0.0000000000, 6020.5895641440, 0.4379469367
         494, -3.82000665e+03, 0.00000000e+00, 0.00000000e+00, -8.59453566e+00, 0.0000000000, 6331.3728462762, 0.4388378578
         495, -3.81984438e+03, 0.00000000e+00, 0.00000000e+00, -8.57951604e+00, 0.0000000000, 6430.6482391243, 0.4397127090
         496, -3.81998371e+03, 0.00000000e+00, 0.00000000e+00, -8.58272502e+00, 0.0000000000, 6212.0527989259, 0.4405923969
         497, -3.81979574e+03, 0.00000000e+00, 0.00000000e+00, -8.59693555e+00, 0.0000000000, 6248.8819460088, 0.4414725896
         498, -3.81927401e+03, 0.00000000e+00, 0.00000000e+00, -8.59975732e+00, 0.0000000000, 6414.6172852002, 0.4423473652
         499, -3.81887236e+03, 0.00000000e+00, 0.00000000e+00, -8.59153609e+00, 0.0000000000, 6448.0464859910, 0.4432235813
         500, -3.81920616e+03, 0.00000000e+00, 0.00000000e+00, -8.58593568e+00, 0.0000000000, 6327.1325683135, 0.4440954112
         501, -3.81920246e+03, 0.00000000e+00, 0.00000000e+00, -8.60936302e+00, 0.0000000000, 6246.0653626227, 0.4451885546
         502, -3.81808655e+03, 0.00000000e+00, 0.00000000e+00, -8.61270245e+00, 0.0000000000, 6521.5134391579, 0.4460695708
         503, -3.81826082e+03, 0.00000000e+00, 0.00000000e+00, -8.58597412e+00, 0.0000000000, 6561.7539696463, 0.4469470466
         504, -3.81887838e+03, 0.00000000e+00, 0.00000000e+00, -8.60318516e+00, 0.0000000000, 6170.0915928954, 0.4478234335
         505, -3.81780263e+03, 0.00000000e+00, 0.00000000e+00, -8.62697119e+00, 0.0000000000, 6368.8415444229, 0.4486974274
         506, -3.81747537e+03, 0.00000000e+00, 0.00000000e+00, -8.60787324e+00, 0.0000000000, 6654.0990796582, 0.4495771067
         507, -3.81802229e+03, 0.00000000e+00, 0.00000000e+00, -8.60245530e+00, 0.0000000000, 6367.8278428688, 0.4504555047
         508, -3.81763180e+03, 0.00000000e+00, 0.00000000e+00, -8.63418025e+00, 0.0000000000, 6288.8809435536, 0.4513296294
         509, -3.81698673e+03, 0.00000000e+00, 0.00000000e+00, -8.63221968e+00, 0.0000000000, 6667.3512260358, 0.4522047730
         510, -3.81710628e+03, 0.00000000e+00, 0.00000000e+00, -8.61466881e+00, 0.0000000000, 6637.3201926761, 0.4530785124
         511, -3.81714398e+03, 0.00000000e+00, 0.00000000e+00, -8.63185866e+00, 0.0000000000, 6374.4378535159, 0.4539547847
         512, -3.81650724e+03, 0.00000000e+00, 0.00000000e+00, -8.64296104e+00, 0.0000000000, 6579.5133709048, 0.4548277931
         513, -3.81641954e+03, 0.00000000e+00, 0.00000000e+00, -8.62657637e+00, 0.0000000000, 6715.4585990609, 0.4557020907
         514, -3.81662037e+03, 0.00000000e+00, 0.00000000e+00, -8.63437305e+00, 0.0000000000, 6466.8235526916, 0.4565772875
         515, -3.81600969e+03, 0.00000000e+00, 0.00000000e+00, -8.65357837e+00, 0.0000000000, 6560.3702999529, 0.4574618357
         516, -3.81583356e+03, 0.00000000e+00, 0.00000000e+00, -8.63689151e+00, 0.0000000000, 6796.6140725457, 0.4583346640
         517, -3.81603891e+03, 0.00000000e+00, 0.00000000e+00, -8.64151668e+00, 0.0000000000, 6540.4216859717, 0.4592090378
         518, -3.81534713e+03, 0.00000000e+00, 0.00000000e+00, -8.66049483e+00, 0.0000000000, 6596.3833838807, 0.4600849407
         519, -3.81521850e+03, 0.00000000e+00, 0.00000000e+00, -8.63901126e+00, 0.0000000000, 6831.0648257123, 0.4609610173
         520, -3.81576793e+03, 0.00000000e+00, 0.00000000e+00, -8.64274605e+00, 0.0000000000, 6501.3692894262, 0.4618382882
         521, -3.81481985e+03, 0.00000000e+00, 0.00000000e+00, -8.67659697e+00, 0.0000000000, 6546.2512031977, 0.4627101199
         522, -3.81433834e+03, 0.00000000e+00, 0.00000000e+00, -8.65020703e+00, 0.0000000000, 6967.4426669197, 0.4635822754
         523, -3.81527337e+03, 0.00000000e+00, 0.00000000e+00, -8.62717050e+00, 0.0000000000, 6556.6721204892, 0.4644542338
         524, -3.81490796e+03, 0.00000000e+00, 0.00000000e+00, -8.68972327e+00, 0.0000000000, 6217.9457838669, 0.4653273508
         525, -3.81374936e+03, 0.00000000e+00, 0.00000000e+00, -8.68640853e+00, 0.0000000000, 6977.3281494472, 0.4662063660
         526, -3.81432688e+03, 0.00000000e+00, 0.00000000e+00, -8.63028418e+00, 0.0000000000, 6924.2766484547, 0.4670815356
         527, -3.81493963e+03, 0.00000000e+00, 0.00000000e+00, -8.68491073e+00, 0.0000000000, 6084.8526138783, 0.4679551335
         528, -3.81356174e+03, 0.00000000e+00, 0.00000000e+00, -8.71082529e+00, 0.0000000000, 6729.0119418693, 0.4688277848
         529, -3.81335381e+03, 0.00000000e+00, 0.00000000e+00, -8.66611238e+00, 0.0000000000, 7058.0210158969, 0.4697050364
         530, -3.81420437e+03, 0.00000000e+00, 0.00000000e+00, -8.66455529e+00, 0.0000000000, 6367.5159671689, 0.4705811848
         531, -3.81376667e+03, 0.00000000e+00, 0.00000000e+00, -8.71807495e+00, 0.0000000000, 6344.7271648684, 0.4714568144
         532, -3.81264574e+03, 0.00000000e+00, 0.00000000e+00, -8.71150935e+00, 0.0000000000, 7002.1059485369, 0.4723295016
         533, -3.81300132e+03, 0.00000000e+00, 0.00000000e+00, -8.66039368e+00, 0.0000000000, 6897.0453153765, 0.4732071493
         534, -3.81394835e+03, 0.00000000e+00, 0.00000000e+00, -8.68889146e+00, 0.0000000000, 6131.2271284792, 0.4740788839
         535, -3.81277844e+03, 0.00000000e+00, 0.00000000e+00, -8.73528703e+00, 0.0000000000, 6461.6827684747, 0.4749605918
         536, -3.81193867e+03, 0.00000000e+00, 0.00000000e+00, -8.70932189e+00, 0.0000000000, 7038.2078236786, 0.4758351457
         537, -3.81310968e+03, 0.00000000e+00, 0.00000000e+00, -8.65035372e+00, 0.0000000000, 6629.7468693511, 0.4767105591
         538, -3.81343349e+03, 0.00000000e+00, 0.00000000e+00, -8.74416084e+00, 0.0000000000, 5788.0033935276, 0.4775892806
         539, -3.81126639e+03, 0.00000000e+00, 0.00000000e+00, -8.72921893e+00, 0.0000000000, 6879.7788115031, 0.4784629730
         540, -3.81241686e+03, 0.00000000e+00, 0.00000000e+00, -8.64892106e+00, 0.0000000000, 6647.1052976341, 0.4793374196
         541, -3.81321001e+03, 0.00000000e+00, 0.00000000e+00, -8.74162029e+00, 0.0000000000, 5525.0306614761, 0.4802102298
         542, -3.81112427e+03, 0.00000000e+00, 0.00000000e+00, -8.72598139e+00, 0.0000000000, 6553.8134591960, 0.4810883590
         543, -3.81207629e+03, 0.00000000e+00, 0.00000000e+00, -8.68479999e+00, 0.0000000000, 6322.0099586957, 0.4819658365
         544, -3.81235936e+03, 0.00000000e+00, 0.00000000e+00, -8.75254863e+00, 0.0000000000, 5750.0785718264, 0.4828413034
         545, -3.81104047e+03, 0.00000000e+00, 0.00000000e+00, -8.75378778e+00, 0.0000000000, 6514.3739403475, 0.4837143536
         546, -3.81149061e+03, 0.00000000e+00, 0.00000000e+00, -8.71470450e+00, 0.0000000000, 6529.2607052529, 0.4845845771
         547, -3.81177235e+03, 0.00000000e+00, 0.00000000e+00, -8.75397038e+00, 0.0000000000, 5967.3391891542, 0.4854619771
         548, -3.81095528e+03, 0.00000000e+00, 0.00000000e+00, -8.76766786e+00, 0.0000000000, 6414.9522663867, 0.4863361658
         549, -3.81103182e+03, 0.00000000e+00, 0.00000000e+00, -8.74424481e+00, 0.0000000000, 6578.8716341588, 0.4872083231
         550, -3.81110944e+03, 0.00000000e+00, 0.00000000e+00, -8.76041008e+00, 0.0000000000, 6233.4483699320, 0.4880834053
         551, -3.81072082e+03, 0.00000000e+00, 0.00000000e+00, -8.77177863e+00, 0.0000000000, 6421.8562953666, 0.4889587463
         552, -3.81068106e+03, 0.00000000e+00, 0.00000000e+00, -8.76287256e+00, 0.0000000000, 6557.7584867157, 0.4898351752
         553, -3.81047173e+03, 0.00000000e+00, 0.00000000e+00, -8.77131160e+00, 0.0000000000, 6424.6482672597, 0.4907073492
         554, -3.81041703e+03, 0.00000000e+00, 0.00000000e+00, -8.76858945e+00, 0.0000000000, 6525.3014911988, 0.4915823170
         555, -3.81049273e+03, 0.00000000e+00, 0.00000000e+00, -8.77703138e+00, 0.0000000000, 6484.5290435335, 0.4924532095
         556, -3.80990510e+03, 0.00000000e+00, 0.00000000e+00, -8.78943025e+00, 0.0000000000, 6586.1554799713, 0.4933238607
         557, -3.80995568e+03, 0.00000000e+00, 0.00000000e+00, -8.76411457e+00, 0.0000000000, 6738.3113831090, 0.4941963054
         558, -3.81038863e+03, 0.00000000e+00, 0.00000000e+00, -8.77943130e+00, 0.0000000000, 6356.7539070148, 0.4950653493
         559, -3.80950498e+03, 0.00000000e+00, 0.00000000e+00, -8.80488155e+00, 0.0000000000, 6538.6604336031, 0.4959381096
         560, -3.80951909e+03, 0.00000000e+00, 0.00000000e+00, -8.76978054e+00, 0.0000000000, 6852.4989508045, 0.4968118039
         561, -3.81014924e+03, 0.00000000e+00, 0.00000000e+00, -8.78215036e+00, 0.0000000000, 6320.4495755453, 0.4976865186
         562, -3.80919252e+03, 0.00000000e+00, 0.00000000e+00, -8.81585739e+00, 0.0000000000, 6466.1210711887, 0.4985587866
         563, -3.80900926e+03, 0.00000000e+00, 0.00000000e+00, -8.78579593e+00, 0.0000000000, 6880.3328757365, 0.4994334767
         564, -3.80971453e+03, 0.00000000e+00, 0.00000000e+00, -8.77754666e+00, 0.0000000000, 6420.1916541322, 0.5003107423
         565, -3.80913798e+03, 0.00000000e+00, 0.00000000e+00, -8.83098671e+00, 0.0000000000, 6299.3932194330, 0.5011827104
         566, -3.80842562e+03, 0.00000000e+00, 0.00000000e+00, -8.81700828e+00, 0.0000000000, 6951.0555684543, 0.5020532472
         567, -3.80910313e+03, 0.00000000e+00, 0.00000000e+00, -8.76419552e+00, 0.0000000000, 6730.8874350500, 0.5029256061
         568, -3.80934410e+03, 0.00000000e+00, 0.00000000e+00, -8.83714615e+00, 0.0000000000, 5960.1827320036, 0.5037998880
         569, -3.80799311e+03, 0.00000000e+00, 0.00000000e+00, -8.83864626e+00, 0.0000000000, 6817.4204468452, 0.5046765691
         570, -3.80845492e+03, 0.00000000e+00, 0.00000000e+00, -8.77153573e+00, 0.0000000000, 6836.2850870485, 0.5055513716
         571, -3.80919986e+03, 0.00000000e+00, 0.00000000e+00, -8.82496705e+00, 0.0000000000, 5857.4640396531, 0.5064275929
         572, -3.80801842e+03, 0.00000000e+00, 0.00000000e+00, -8.84974545e+00, 0.0000000000, 6463.3055283107, 0.5073024123
         573, -3.80778736e+03, 0.00000000e+00, 0.00000000e+00, -8.82097869e+00, 0.0000000000, 6765.1496450714, 0.5081823380
         574, -3.80840186e+03, 0.00000000e+00, 0.00000000e+00, -8.80400697e+00, 0.0000000000, 6331.5589206102, 0.5090578445
         575, -3.80836275e+03, 0.00000000e+00, 0.00000000e+00, -8.86464949e+00, 0.0000000000, 6088.9012657713, 0.5099361516
         576, -3.80727735e+03, 0.00000000e+00, 0.00000000e+00, -8.85895681e+00, 0.0000000000, 6808.5236023979, 0.5108141198
         577, -3.80776357e+03, 0.00000000e+00, 0.00000000e+00, -8.79642210e+00, 0.0000000000, 6719.8606858086, 0.5116931973
         578, -3.80837256e+03, 0.00000000e+00, 0.00000000e+00, -8.85472923e+00, 0.0000000000, 5818.6945270954, 0.5125709119
         579, -3.80713365e+03, 0.00000000e+00, 0.00000000e+00, -8.86132357e+00, 0.0000000000, 6478.4522805028, 0.5134467257
         580, -3.80738089e+03, 0.00000000e+00, 0.00000000e+00, -8.82694806e+00, 0.0000000000, 6557.6273801472, 0.5143273905
         581, -3.80772259e+03, 0.00000000e+00, 0.00000000e+00, -8.86002681e+00, 0.0000000000, 6058.5852817309, 0.5152057444
         582, -3.80699849e+03, 0.00000000e+00, 0.00000000e+00, -8.87762880e+00, 0.0000000000, 6439.2341917446, 0.5160842687
         583, -3.80699403e+03, 0.00000000e+00, 0.00000000e+00, -8.85091169e+00, 0.0000000000, 6651.4420845089, 0.5169593935
         584, -3.80727701e+03, 0.00000000e+00, 0.00000000e+00, -8.86332210e+00, 0.0000000000, 6254.5879109703, 0.5178359190
         585, -3.80681353e+03, 0.00000000e+00, 0.00000000e+00, -8.88606881e+00, 0.0000000000, 6399.2199003076, 0.5187080951
         586, -3.80659245e+03, 0.00000000e+00, 0.00000000e+00, -8.87044009e+00, 0.0000000000, 6673.0502993485, 0.5195819849
         587, -3.80674251e+03, 0.00000000e+00, 0.00000000e+00, -8.86581856e+00, 0.0000000000, 6437.1803539077, 0.5204545261
         588, -3.80664250e+03, 0.00000000e+00, 0.00000000e+00, -8.88512065e+00, 0.0000000000, 6369.0425334451, 0.5213300661
         589, -3.80640237e+03, 0.00000000e+00, 0.00000000e+00, -8.88972898e+00, 0.0000000000, 6599.5728132600, 0.5222033605
         590, -3.80626331e+03, 0.00000000e+00, 0.00000000e+00, -8.88429410e+00, 0.0000000000, 6655.8340854177, 0.5230762435
         591, -3.80636246e+03, 0.00000000e+00, 0.00000000e+00, -8.87997039e+00, 0.0000000000, 6573.0601105614, 0.5239590849
         592, -3.80627145e+03, 0.00000000e+00, 0.00000000e+00, -8.90188027e+00, 0.0000000000, 6507.9453800636, 0.5248339184
         593, -3.80580961e+03, 0.00000000e+00, 0.00000000e+00, -8.90585949e+00, 0.0000000000, 6775.9751187565, 0.5257118607
         594, -3.80585557e+03, 0.00000000e+00, 0.00000000e+00, -8.87629977e+00, 0.0000000000, 6825.8254901727, 0.5265842861
         595, -3.80617107e+03, 0.00000000e+00, 0.00000000e+00, -8.89117815e+00, 0.0000000000, 6376.6922625618, 0.5274591284
         596, -3.80564354e+03, 0.00000000e+00, 0.00000000e+00, -8.92473840e+00, 0.0000000000, 6553.8750448346, 0.5283315441
         597, -3.80533931e+03, 0.00000000e+00, 0.00000000e+00, -8.89953504e+00, 0.0000000000, 6971.8231455471, 0.5292096057
         598, -3.80578271e+03, 0.00000000e+00, 0.00000000e+00, -8.87657894e+00, 0.0000000000, 6578.7442702225, 0.5300852794
         599, -3.80562586e+03, 0.00000000e+00, 0.00000000e+00, -8.93080935e+00, 0.0000000000, 6240.0331582248, 0.5309565171
         600, -3.80499146e+03, 0.00000000e+00, 0.00000000e+00, -8.92910020e+00, 0.0000000000, 6895.5868165434, 0.5318337808
         601, -3.80526334e+03, 0.00000000e+00, 0.00000000e+00, -8.87908803e+00, 0.0000000000, 6868.5027418390, 0.5327360368
         602, -3.80553567e+03, 0.00000000e+00, 0.00000000e+00, -8.92564722e+00, 0.0000000000, 6121.3879257987, 0.5336124247
         603, -3.80483547e+03, 0.00000000e+00, 0.00000000e+00, -8.94624884e+00, 0.0000000000, 6669.5611443839, 0.5344846816
         604, -3.80479109e+03, 0.00000000e+00, 0.00000000e+00, -8.90678503e+00, 0.0000000000, 6927.5322360508, 0.5353586816
         605, -3.80517010e+03, 0.00000000e+00, 0.00000000e+00, -8.91575182e+00, 0.0000000000, 6325.7895871750, 0.5362708666
